"D_mc.chi.1.all","ox","D_mc.Z.1.all","mc.Z.1.all","D_mc.S.1.all","mc.S.1.all","mc.Z.0.all","mc.Z.2.all","mc.S.0.all","mc.chi.0.all","alpha","D_lc.Z.1.eq","D_lc.chi.1.eq","lc.Z.0.eq","lc.chi.0.eq","mc.chi.1.all","D_mc.chi.2.all","mc.S.2.all","D_mc.Z.2.all","f.S.1.all","f.S.2.all","D_mc.S.2.all","f.chi.3.all","f.S.0.all","mc.chi.2.all","f.Z.1.all","f.Z.3.all","f.Z.2.all","f.chi.0.all","f.Z.0.all","f.chi.1.all","f.S.3.all","f.chi.2.all","mc.S.3.all","mc.chi.3.all","lc.Z.0.ax","D_mc.Z.3.all","lc.chi.0.ax","D_mc.S.3.all","f.I.3.all","D_lc.Z.1.ax"
-4.32,3,120,936,2.88,5.775,676,1092,1.5625,3.3489,0,-1,-0.49,36,6.5025,27.999,-7.26,5.625,114,18.48,29.037,3,465.12,8.4949,33.3792,2376,2520,3264,97.8135,1186,149.022,34.65,261.8334,0,0,36,0,6.5025,0,60,-1
-7.5,3,94,1612,2.52,6.225,676,624,1.5625,3.3489,0.15,1,0.49,49,9.2416,33.8184,-2.88,3.85,80,23.3532,34.4102,1.92,352.7472,12.3059,18.666,4328,5968,5214,112.9221,2618,182.2848,36.2568,384.6504,5.1,18.8856,289,40,9.9856,0.92,48,0
-7.5,3,94,1612,2.52,6.225,676,624,1.5625,3.3489,0.1,1,0.49,49,9.2416,33.8184,-2.88,3.85,80,23.3532,34.4102,1.92,352.7472,12.3059,18.666,4328,5968,5214,112.9221,2618,182.2848,36.2568,384.6504,5.1,18.8856,289,40,9.9856,0.92,48,0
-6.34,3,96,1560,2.46,6.3,676,624,1.5625,3.3489,0.05,18,2.52,49,9.2416,31.6956,-5.88,7.475,340,24.7116,42.3664,11.52,926.5848,9.8469,57.645,3840,3056,4612,143.1963,1566,281.2272,54.2268,512.526,1.875,11.1264,256,38,6.6564,1,144,10
-6.96,3,120,1134,3.06,5.67,729,1944,1.5876,3.5344,0.1,2,0.98,49,9.2416,34.2912,-8.04,11.6424,252,70.8918,123.7854,5.88,2345.079,26.0352,57.528,5508,12408,9618,370.219,2127,875.0454,172.6458,1613.022,14.4396,82.344,49,408,9.2416,11.22,366,2
-6.28,3,116,1040,2.96,5.675,676,988,1.5625,3.3489,0,1,0.49,49,9.2416,31.5858,-5.3,5.725,118,24.5632,34.7458,2.92,506.7328,12.6565,29.7924,3352,5864,4204,124.4391,2210,208.8276,44.8564,370.2666,5.1,18.8856,36,40,6.5025,0.92,68,-1
-7.88,3,112,1144,3.04,5.575,676,598,1.5625,3.3489,0.2,14,2.48,64,11.8336,34.5138,-5.78,5.55,237,20.6152,32.4416,8.06,797.1546,8.0741,44.0664,2716,2064,2932,144.506,1164,272.3276,36.6384,504.386,0.9625,4.6665,36,20,6.5025,0.48,108,-1.5
-6.89,3,112,950,3.76,6.3662,625,925,1.9321,2.4025,0.2,-1,-0.49,36,6.5025,25.0945,-8.75,6.2411,138,33.9098,48.596,5.24,734.681,13.5338,30.38,2952,4040,3652,207.7491,1311,403.801,53.523,699.075,5.3515,19.7625,50,95,9.16805,3.1,110,6.5
-7.38,3,111,975,3.78,6.3384,625,1050,1.9321,2.4025,0.2,-1,-0.49,36,6.5025,25.854,-9.26,7.3392,158,39.737,59.6892,5.84,991.7376,15.5863,33.573,3314,5144,4426,236.9366,1421,479.78,72.1718,836.1952,7.4504,30.535,56.5,162,10.5376,5.76,154,8
-9.56,3,106,1100,3.88,6.1994,625,550,1.9321,2.4025,0.2,14,2.48,64,11.8336,29.233,-8.18,6.1994,228,24.7592,37.4126,9.44,824.2436,9.4769,36.704,2736,2312,2956,161.9901,1137,308.89,40.8516,571.8342,2.1406,7.905,36,38,6.5025,1.24,116,-1
-8.07,3,117,1215,3.12,5.5944,729,756,1.5876,3.5344,0.2,14,2.48,64,11.8336,36.378,-5.46,6.5898,269,26.5368,43.423,8.63,1074.444,10.1517,49.1432,3170,3244,3784,173.879,1327,350.516,54.7224,647.8904,2.8728,17.86,42.5,94,7.87205,2.76,152,0
-7.88,3,112,1144,3.04,5.575,676,572,1.5625,3.3489,0.2,14,2.48,64,11.8336,34.5138,-5.38,5.575,238,23.5104,36.1638,8.04,827.0996,9.1073,43.3344,2824,2336,3000,162.9365,1188,319.4516,40.4204,585.095,1.925,9.333,36,40,6.5025,0.96,116,-1
-8.77,3,110,1196,3.08,5.525,676,468,1.5625,3.3489,0.2,14,2.48,64,11.8336,36.1425,-5.31,5.5375,268,17.5762,28.723,9.32,835.976,6.7218,46.5552,2648,1400,2706,129.253,1106,241.189,32.635,465.9024,0,0,50,0,9.16805,0,110,6
-5.7,3,117,1014,2.94,5.7,676,1092,1.5625,3.3489,0.2,-1,-0.49,36,6.5025,30.5244,-7.02,6.6,166,38.4602,58.2108,4.72,1002.7696,15.2167,39.6378,3392,5220,4510,237.883,1472,489.1208,70.671,848.3248,6.7,36.051,56.5,170,10.5376,4.64,154,8
-4.91,3,124,1026,2.98,5.7708,729,1107,1.5876,3.5344,0.2,-2,-0.89,36,6.5025,30.4372,-8.04,5.5566,148,21.1382,32.5382,4.41,613.752,9.0565,39.856,2672,2976,3536,135.159,1319,225.9904,37.3132,389.335,0.9702,4.794,50,21,9.16805,0.49,78,6.5
-8.77,3,110,1196,3.08,5.525,676,1482,1.5625,3.3489,0.2,4,1.78,64,11.8336,36.1425,-7.71,9.5625,229,48.4898,80.57,6.1,1602.153,18.3366,50.9472,4452,8060,6894,290.4435,1714,643.157,104.1138,1204.9194,12.3625,74.2065,50,380,9.16805,11.36,238,6.5
-8.77,3,110,1196,3.08,5.525,676,442,1.5625,3.3489,0.2,14,2.48,64,11.8336,36.1425,-4.91,5.5625,269,20.4714,32.4452,9.3,865.209,7.755,45.8232,2756,1668,2774,147.6835,1130,288.313,36.4154,546.6114,0.9625,4.6665,50,20,9.16805,0.48,118,6.5
-4.91,3,124,1026,2.98,5.7708,729,1134,1.5876,3.5344,0.2,-2,-0.89,36,6.5025,30.4372,-8.44,5.5314,147,18.243,28.8156,4.43,581.416,8.0233,40.608,2564,2680,3470,116.7285,1295,178.8664,33.511,308.666,0,0,50,0,9.16805,0,70,6
-7.58,3,118,1188,3.1,5.6196,729,621,1.5876,3.5344,0.2,14,2.48,64,11.8336,35.4568,-5.28,5.5944,247,20.7044,32.5304,8.16,797.4096,8.0992,45.2704,2804,2076,2978,144.6915,1217,274.2136,36.6538,506.794,0.9702,4.794,36,21,6.5025,0.49,108,-1.5
-5.8,3,122,1080,3.02,5.7204,729,864,1.5876,3.5344,0.2,-1,-0.49,36,6.5025,32.1104,-5.92,5.6448,184,29.6792,43.7002,5.6,766.4256,11.837,39.4048,3040,3600,3540,193.628,1357,383.4368,48.4968,668.9108,3.8808,19.176,64,84,11.8336,1.96,112,14
-8.47,3,116,1242,3.14,5.5692,729,459,1.5876,3.5344,0.2,14,2.48,64,11.8336,37.13,-4.36,5.607,280,20.5598,32.5342,9.41,865.464,7.7801,47.0752,2848,1680,2808,147.869,1183,290.288,36.4308,549.1154,0.9702,4.794,50,21,9.16805,0.49,118,6.5
-8.45,3,109,1025,3.82,6.2828,625,1675,1.9321,2.4025,0.2,2,0.98,49,9.2416,27.5125,-11.49,11.7455,208,66.096,107.7962,6.84,2015.171,25.1486,44.237,4834,10206,7770,368.9396,1919,815.333,150.676,1430.699,16.9163,77.5775,42.5,449,7.87205,17.02,328,0.5
-10.05,3,105,1125,3.9,6.1716,625,675,1.9321,2.4025,0.2,14,2.48,64,11.8336,29.9925,-8.69,7.2975,248,30.5864,48.5106,10.04,1096.299,11.5294,39.897,3098,3446,3742,191.1776,1247,384.869,59.312,711.571,4.2395,18.6775,42.5,105,7.87205,3.9,160,0.5
-7.58,3,118,1188,3.1,5.6196,729,594,1.5876,3.5344,0.2,14,2.48,64,11.8336,35.4568,-4.88,5.6196,248,23.5996,36.253,8.14,827.6096,9.1324,44.5184,2912,2360,3044,163.122,1241,321.3376,40.4512,587.463,1.9404,9.588,36,42,6.5025,0.98,116,-1
-9.34,3,107,1075,3.86,6.2272,625,1800,1.9321,2.4025,0.2,2,0.98,49,9.2416,28.892,-12,12.8436,228,70.0504,116.3252,7.44,2237.702,26.4417,47.43,5186,11270,8552,389.3766,2007,872.407,163.794,1553.663,19.0152,88.35,56.5,516,10.5376,19.68,360,3
-10.05,3,105,1125,3.9,6.1716,625,1675,1.9321,2.4025,0.2,4,1.78,64,11.8336,29.9925,-11.49,11.7455,208,58.6048,97.5314,6.84,1809.723,22.111,44.237,4794,9646,7782,333.9376,1831,739.713,129.692,1368.311,16.9163,77.5775,42.5,449,7.87205,17.02,280,0.5
-10.54,3,104,1150,3.92,6.1438,625,800,1.9321,2.4025,0.2,14,2.48,64,11.8336,30.752,-9.2,8.3956,268,36.4136,59.6094,10.64,1372.392,13.5819,43.09,3460,4600,4530,220.3651,1357,460.848,77.7092,851.788,6.3384,29.45,49,172,9.2416,6.56,204,2
-9.34,3,107,1075,3.86,6.2272,625,1550,1.9321,2.4025,0.2,2,0.98,49,9.2416,28.892,-11.3,11.7316,238,63.0458,104.07,8.24,2060.34,23.7963,46.345,4762,9760,7542,353.6866,1861,783.696,146.135,1389.478,15.846,73.625,56.5,430,10.5376,16.4,330,8
-6.89,3,112,950,3.76,6.3662,625,1050,1.9321,2.4025,0.2,-2,-0.89,36,6.5025,25.0945,-10.75,6.1021,133,19.4338,29.957,5.34,581.416,8.3678,33.48,2412,2680,3302,115.5966,1191,168.181,33.511,294.41,0,0,50,0,9.16805,0,70,6
-5.21,3,118,988,2.92,5.725,676,1092,1.5625,3.3489,0.2,-2,-0.89,36,6.5025,29.6277,-8.79,5.4875,140,18.1514,28.7278,4.36,581.416,7.9982,39.528,2488,2680,3386,116.543,1242,177.2474,33.511,306.506,0,0,50,0,9.16805,0,70,6
-4.81,3,119,962,2.9,5.75,676,1248,1.5625,3.3489,0.2,-1,-0.49,36,6.5025,28.8957,-7.89,6.5875,134,38.604,58.2184,3.48,946.626,15.5358,37.881,3352,5432,4696,234.7055,1506,473.1354,70.9576,811.564,6.7,36.051,42.5,170,7.87205,4.64,144,0
-6.87,3,120,1134,3.06,5.67,729,1539,1.5876,3.5344,0.2,2,0.98,49,9.2416,34.122,-7.16,9.639,240,56.0486,90.9846,6.21,1813.896,21.3993,52.3392,4568,8824,6988,325.631,1855,719.696,125.1676,1268.8114,12.4614,76.234,50,397,9.16805,11.53,286,6.5
-5.21,3,118,988,2.92,5.725,676,1066,1.5625,3.3489,0.2,-2,-0.89,36,6.5025,29.6277,-8.39,5.5125,141,21.0466,32.45,4.34,613.497,9.0314,38.796,2596,2964,3454,134.9735,1266,224.3714,37.2978,387.215,0.9625,4.6665,50,20,9.16805,0.48,78,6.5
-9.26,3,109,1222,3.1,5.5,676,572,1.5625,3.3489,0.2,14,2.48,64,11.8336,37.0392,-5.14,6.55,290,26.3042,43.3236,9.76,1146.156,9.8075,49.593,3120,2828,3574,176.871,1240,364.5664,54.3902,688.374,2.85,17.385,56.5,90,10.5376,2.72,162,8
-7.88,3,112,1144,3.04,5.575,676,624,1.5625,3.3489,0.2,14,2.48,64,11.8336,34.5138,-6.18,5.525,236,17.72,28.7194,8.08,767.2096,7.0409,44.7984,2608,1792,2864,126.0755,1140,225.2036,32.8564,423.677,0,0,36,0,6.5025,0,100,-2
-6.23,3,106,912,3.04,5.8166,576,984,1.6129,2.7556,0.2,-2,-0.89,36,6.5025,26.8754,-9.58,5.6007,127,21.2298,32.6264,4.48,612.63,9.0818,35.192,2444,2940,3290,134.3802,1166,218.8668,37.3286,380.007,0.9779,4.233,50,18,9.16805,0.5,78,6.5
-6.47,3,121,1107,3.04,5.6952,729,1836,1.5876,3.5344,0.2,2,0.98,49,9.2416,33.37,-8.26,10.6218,229,62.0256,101.8766,5.43,2017.116,23.7709,54.4072,4890,10220,7972,351.641,1999,779.924,143.712,1368.8664,14.364,89.3,42.5,470,7.87205,13.8,320,0
-4.81,3,119,962,2.9,5.75,676,1352,1.5625,3.3489,0.2,-2,-0.89,36,6.5025,28.8957,-9.49,6.4875,130,27.0232,43.3296,3.56,817.022,11.403,40.809,2920,4288,4424,160.9835,1410,284.6394,55.8072,488.728,2.85,17.385,42.5,90,7.87205,2.72,112,0
-6.89,3,112,950,3.76,6.3662,625,1025,1.9321,2.4025,0.2,-2,-0.89,36,6.5025,25.0945,-10.35,6.1299,134,22.329,33.6848,5.32,612.069,9.401,32.86,2520,2952,3372,134.0271,1215,215.305,37.5134,375.343,1.0703,3.9525,50,19,9.16805,0.62,78,6.5
-8.37,3,111,1170,3.06,5.55,676,702,1.5625,3.3489,0.2,14,2.48,64,11.8336,35.4105,-5.61,6.5625,259,29.3432,47.0406,8.5,1103.047,11.1598,47.1042,3188,3486,3796,192.124,1298,395.705,58.458,725.9854,3.8125,22.0515,42.5,110,7.87205,3.2,160,0.5
-5.21,3,118,988,2.92,5.725,676,962,1.5625,3.3489,0.2,-1,-0.49,36,6.5025,29.6277,-6.79,5.6125,145,32.6274,47.3388,4.26,741.821,13.1642,35.868,3028,4100,3726,208.6955,1362,412.8674,52.445,710.051,4.8125,23.3325,50,100,9.16805,2.4,110,6.5
-6.1,3,116,1040,2.96,5.675,676,832,1.5625,3.3489,0.2,-1,-0.49,36,6.5025,31.2564,-6.32,5.6,176,29.5884,43.6106,5.52,765.4056,11.8119,38.3568,2960,3552,3476,193.4425,1304,381.7288,48.4352,666.8148,3.85,18.666,64,80,11.8336,1.92,112,14
-7.17,3,114,1092,3,5.625,676,1482,1.5625,3.3489,0.2,2,0.98,49,9.2416,33.2145,-7.71,9.5625,229,55.9586,90.8316,6.1,1809.841,21.3742,50.9472,4484,8700,6874,325.4455,1802,717.881,124.9698,1266.0274,12.3625,74.2065,50,380,9.16805,11.36,286,6.5
-6.1,3,116,1040,2.96,5.675,676,936,1.5625,3.3489,0.2,-2,-0.89,36,6.5025,31.2564,-7.92,5.5,172,18.0076,28.7218,5.6,639.9296,7.6791,41.2848,2528,2432,3204,119.7205,1208,193.2328,33.2944,343.9788,0,0,64,0,11.8336,0,80,14
-6.87,3,120,1134,3.06,5.67,729,1566,1.5876,3.5344,0.2,2,0.98,49,9.2416,34.122,-7.56,9.6138,239,53.1534,87.262,6.23,1783.128,20.3661,53.0912,4460,8536,6922,307.2005,1831,672.572,121.3686,1188.1424,11.4912,71.44,50,376,9.16805,11.04,278,6
-5.21,3,118,988,2.92,5.725,676,988,1.5625,3.3489,0.2,-1,-0.49,36,6.5025,29.6277,-7.19,5.5875,144,29.7322,43.6166,4.28,709.74,12.131,36.6,2920,3816,3658,190.265,1338,365.7434,48.6582,629.342,3.85,18.666,50,80,9.16805,1.92,102,6
-10.45,3,104,1150,3.92,6.1438,625,425,1.9321,2.4025,0.2,14,2.48,64,11.8336,30.6125,-7.99,6.1855,258,21.709,33.6912,10.84,863.781,8.1246,38.812,2664,1656,2740,146.7371,1079,277.253,36.631,532.589,1.0703,3.9525,50,19,9.16805,0.62,118,6.5
-7.76,3,118,1188,3.1,5.6196,729,1404,1.5876,3.5344,0.2,2,0.98,49,9.2416,35.7952,-6.64,9.6264,272,53.0088,87.2626,7.48,1857.224,20.047,54.896,4504,8304,6744,310.378,1797,688.6464,120.8912,1229.2,11.4912,71.44,64,376,11.8336,11.04,288,14
-4.81,3,119,962,2.9,5.75,676,1222,1.5625,3.3489,0.2,-1,-0.49,36,6.5025,28.8957,-7.49,6.6125,135,41.4992,61.9406,3.46,979.027,16.569,37.149,3460,5718,4764,253.136,1530,520.2594,74.7452,892.273,7.6625,40.7175,42.5,190,7.87205,5.12,152,0.5
-8.37,3,111,1170,3.06,5.55,676,728,1.5625,3.3489,0.2,14,2.48,64,11.8336,35.4105,-6.01,6.5375,258,26.448,43.3184,8.52,1073.494,10.1266,47.8362,3080,3216,3728,173.6935,1274,348.581,54.6768,645.2764,2.85,17.385,42.5,90,7.87205,2.72,152,0
-4.91,3,124,1026,2.98,5.7708,729,999,1.5876,3.5344,0.2,-1,-0.49,36,6.5025,30.4372,-6.44,5.6574,152,32.719,47.4286,4.33,743.096,13.1893,36.848,3104,4160,3800,208.881,1415,414.4864,52.522,712.011,4.851,23.97,50,105,9.16805,2.45,110,6.5
-9.74,3,106,1100,3.88,6.1994,625,1300,1.9321,2.4025,0.2,2,0.98,49,9.2416,29.512,-10.6,10.6196,248,54.1684,89.249,9.04,1832.144,20.3915,45.26,4328,8080,6536,309.2461,1693,676.08,123.2624,1209.928,12.6768,58.9,64,344,11.8336,13.12,288,14
-5.8,3,122,1080,3.02,5.7204,729,972,1.5876,3.5344,0.2,-2,-0.89,36,6.5025,32.1104,-7.52,5.544,180,18.0984,28.8098,5.68,639.9296,7.7042,42.4128,2608,2432,3276,119.906,1261,194.9408,33.2944,346.2348,0,0,64,0,11.8336,0,80,14
-4.51,3,125,999,2.96,5.796,729,1404,1.5876,3.5344,0.2,-2,-0.89,36,6.5025,29.6852,-9.14,6.5394,137,27.1152,43.4334,3.63,817.972,11.4281,41.924,2994,4316,4528,161.169,1463,286.2184,55.8528,490.958,2.8728,17.86,42.5,94,7.87205,2.76,112,0
-7.17,3,114,1092,3,5.625,676,1508,1.5625,3.3489,0.2,2,0.98,49,9.2416,33.2145,-8.11,9.5375,228,53.0634,87.1094,6.12,1779.328,20.341,51.6792,4376,8424,6806,307.015,1778,670.757,121.1862,1185.3184,11.4,69.54,50,360,9.16805,10.88,278,6
-8.85,3,108,1050,3.84,6.255,625,1450,1.9321,2.4025,0.2,2,0.98,49,9.2416,28.1325,-11.19,10.6057,217,54.3234,89.2458,7.66,1758.048,20.7106,43.772,4292,8312,6690,306.0686,1727,660.593,123.7398,1169.504,12.6768,58.9,50,344,9.16805,13.12,278,6
-8.47,3,116,1242,3.14,5.5692,729,486,1.5876,3.5344,0.2,14,2.48,64,11.8336,37.13,-4.76,5.5818,279,17.6646,28.8116,9.43,835.976,6.7469,47.8272,2740,1400,2742,129.4385,1159,243.164,32.635,468.4464,0,0,50,0,9.16805,0,110,6
-6.23,3,106,912,3.04,5.8166,576,1008,1.6129,2.7556,0.2,-2,-0.89,36,6.5025,26.8754,-9.98,5.5753,126,18.3346,28.9034,4.5,581.416,8.0486,35.856,2336,2680,3218,115.9497,1142,171.7428,33.511,299.162,0,0,50,0,9.16805,0,70,6
-9.88,3,98,1104,3.2,5.6134,576,768,1.6129,2.7556,0.2,14,2.48,64,11.8336,32.9344,-7.88,7.6708,256,35.3528,58.1598,9.2,1376.572,13.2627,46.148,3368,4544,4466,220.7182,1308,465.2128,76.6148,857.904,5.7912,31.54,49,164,9.2416,5.6,204,2
-6.49,3,113,925,3.74,6.394,625,1175,1.9321,2.4025,0.2,-1,-0.49,36,6.5025,24.4745,-9.45,7.3531,128,42.7872,63.4218,4.44,966.567,16.9386,31.465,3386,5630,4670,252.1896,1479,511.417,76.4616,880.905,8.5207,34.4875,42.5,181,7.87205,6.38,152,0.5
-7.78,3,110,1000,3.8,6.3106,625,800,1.9321,2.4025,0.2,-1,-0.49,36,6.5025,26.474,-8.56,6.2272,168,30.8596,44.865,6.64,759.6936,12.1815,32.488,2880,3504,3412,192.4961,1253,372.164,49.2976,655.0772,4.2812,15.81,64,76,11.8336,2.48,112,14
-10.45,3,104,1150,3.92,6.1438,625,450,1.9321,2.4025,0.2,14,2.48,64,11.8336,30.6125,-8.39,6.1577,257,18.8138,29.9634,10.86,835.976,7.0914,39.432,2556,1400,2670,128.3066,1055,230.129,32.635,451.656,0,0,50,0,9.16805,0,110,6
-6.77,3,115,1066,2.98,5.65,676,1742,1.5625,3.3489,0.2,2,0.98,49,9.2416,32.4825,-8.41,10.5625,219,64.8304,105.4302,5.3,2043.199,24.779,52.2282,4916,10358,7904,369.886,1970,825.273,147.2684,1446.6814,15.2125,91.5915,42.5,470,7.87205,14.08,328,0.5
-4.51,3,125,999,2.96,5.796,729,1269,1.5876,3.5344,0.2,-1,-0.49,36,6.5025,29.6852,-7.14,6.6654,142,41.5912,62.0464,3.53,981.252,16.5941,38.164,3534,5806,4858,253.3215,1583,521.8384,74.8678,894.303,7.7238,41.83,42.5,199,7.87205,5.21,152,0.5
-8.06,3,112,1144,3.04,5.575,676,1352,1.5625,3.3489,0.2,2,0.98,49,9.2416,34.8432,-7.24,9.55,260,52.9196,87.1098,7.36,1853.424,20.0219,53.436,4416,8192,6640,310.1925,1744,686.7424,120.7088,1226.28,11.4,69.54,64,360,11.8336,10.88,288,14
-7.36,3,119,1161,3.08,5.6448,729,1674,1.5876,3.5344,0.2,2,0.98,49,9.2416,35.0432,-7.34,10.6344,262,61.881,101.8756,6.68,2091.69,23.4518,56.212,4934,10040,7790,354.8185,1965,795.9984,143.171,1409.212,14.364,89.3,56.5,470,10.5376,13.8,330,8
-8.9,3,100,1056,3.16,5.6642,576,528,1.6129,2.7556,0.2,14,2.48,64,11.8336,31.3076,-7.08,5.6642,218,23.6888,36.3422,8.24,825.3656,9.1577,39.3088,2648,2288,2912,162.3432,1088,313.0392,40.482,577.0438,1.9558,8.466,36,36,6.5025,1,116,-1
-7.66,3,113,1118,3.02,5.6,676,1612,1.5625,3.3489,0.2,2,0.98,49,9.2416,34.1112,-7.94,10.55,250,61.7914,101.7068,6.56,2086.94,23.4267,54.717,4848,9900,7666,354.633,1912,794.1344,142.943,1406.222,14.25,86.925,56.5,450,10.5376,13.6,330,8
-4.91,3,124,1026,2.98,5.7708,729,1026,1.5876,3.5344,0.2,-1,-0.49,36,6.5025,30.4372,-6.84,5.6322,151,29.8238,43.706,4.35,710.76,12.1561,37.6,2996,3864,3734,190.4505,1391,367.3624,48.7198,631.342,3.8808,19.176,50,84,9.16805,1.96,102,6
-8.85,3,108,1050,3.84,6.255,625,1425,1.9321,2.4025,0.2,2,0.98,49,9.2416,28.1325,-10.79,10.6335,218,57.2186,92.9736,7.64,1787.133,21.7438,43.152,4400,8576,6760,324.4991,1751,707.717,127.739,1250.437,13.7471,62.8525,50,363,9.16805,13.74,286,6.5
-8.37,3,111,1170,3.06,5.55,676,1742,1.5625,3.3489,0.2,4,1.78,64,11.8336,35.4105,-8.41,10.5625,219,57.3616,95.1654,5.3,1837.751,21.7414,52.2282,4884,9798,7916,334.884,1882,750.549,126.2844,1384.2934,15.2125,91.5915,42.5,470,7.87205,14.08,280,0.5
-8.77,3,110,1196,3.08,5.525,676,1508,1.5625,3.3489,0.2,4,1.78,64,11.8336,36.1425,-8.11,9.5375,228,45.5946,76.8478,6.12,1572.92,17.3034,51.6792,4344,7792,6826,272.013,1690,596.033,100.3334,1124.2104,11.4,69.54,50,360,9.16805,10.88,230,6
-7.12,3,104,960,3.08,5.7658,576,864,1.6129,2.7556,0.2,-2,-0.89,36,6.5025,28.3528,-9.28,5.588,156,18.1892,28.8978,5.76,639.9296,7.7295,37.4496,2368,2432,3060,119.1272,1108,187.4256,33.2944,336.3084,0,0,64,0,11.8336,0,80,14
-8.56,3,116,1242,3.14,5.5692,729,864,1.5876,3.5344,0.2,14,2.48,64,11.8336,37.2992,-5.24,7.6104,292,35.2644,58.039,9.08,1384.932,13.2374,52.264,3644,4712,4658,221.497,1461,473.9424,76.5236,870.136,5.7456,35.72,49,188,9.2416,5.52,204,2
-5.12,3,84,2106,1.98,7.0308,729,1296,1.5876,3.5344,0.2,10,0.03,256,6.6564,30.832,-5.36,7.7616,168,63.6496,114.4934,3.92,1647.5242,24.0862,38.352,7404,12916,12334,296.1304,2857,680.6,141.668,1251.6312,8.694,46.624,49,220,9.2416,5.7,260,2
-4.32,3,120,936,2.88,5.775,676,1092,1.5625,3.3489,0.2,-1,-0.49,36,6.5025,27.999,-7.26,5.625,114,60.1986,91.7742,3,1678.442,23.8217,33.3792,4224,6674,5880,379.4185,1868,792.591,112.312,1381.1004,5.775,27.999,36,120,6.5025,2.88,268,-1
-8.68,3,106,1512,2.9,5.8716,729,702,1.5876,3.5344,0.2,2,0.89,64,11.8336,37.5248,-3.32,4.8132,136,34.8136,56.4524,3.74,1017.148,13.3812,27.448,4180,5180,5364,212.561,1699,433.0976,64.1412,910.478,5.8212,28.764,169,126,9.6136,2.94,144,6
-9.88,3,98,1104,3.2,5.6134,576,840,1.6129,2.7556,0.2,2,0.89,64,11.8336,32.9344,-7.15,7.239,205,38.8266,63.9898,7,1394.344,14.4032,39.425,3526,5302,4938,246.5807,1348,513.2088,80.6614,1051.048,7.2771,36.354,49,177,9.2416,5.7,202,15.5
-5.7,3,117,1014,2.94,5.7,676,1300,1.5625,3.3489,0.2,-2,-0.89,36,6.5025,30.5244,-8.6,6.5375,132,37.7802,60.3356,3.52,1242.4542,15.7971,39.1803,3636,6172,5380,244.8349,1685,464.4588,80.3364,852.4658,3.75,22.2528,56.5,76,10.5376,2,176,2
-7.88,3,112,1144,3.04,5.575,676,1612,1.5625,3.3489,0.2,4,1.78,64,11.8336,34.5138,-8.18,9.575,198,71.2254,123.0426,4.84,2678.3816,25.9843,48.4584,5264,10260,8354,441.5115,2008,989.7306,162.6954,2010.099,17.025,111.081,36,600,6.5025,18.88,442,-1
-8.96,3,115,1269,3.16,5.544,729,1026,1.5876,3.5344,0.2,2,0.89,64,11.8336,38.0512,-4.66,6.7536,178,32.8974,53.8074,4.72,1025.2384,12.356,37.036,3772,4890,5096,197.7881,1483,417.9474,63.457,845.3752,6.6528,44.9132,56.5,239,10.5376,7.32,146,8
-5.92,3,107,1274,2.67,6.0375,676,884,1.5625,3.3489,0.2,1,0.49,49,9.2416,30.927,-5.2,6.175,174,29.3508,42.326,5.06,644.9282,14.039,36.3072,3946,6498,4734,149.0336,2392,270.078,53.4266,483.918,6.0625,23.5521,130.5,60,5.6493,1.4,96,20.5
-6.77,3,115,1066,2.98,5.65,676,1768,1.5625,3.3489,0.2,2,0.98,49,9.2416,32.4825,-8.81,10.5375,218,61.9352,101.708,5.32,2012.366,23.7458,52.9602,4808,10080,7836,351.4555,1946,778.149000000001,143.484,1365.9724,14.25,86.925,42.5,450,7.87205,13.6,320,0
-4.81,3,119,962,2.9,5.75,676,1222,1.5625,3.3489,0.2,-1,-0.49,36,6.5025,28.8957,-7.49,6.6125,135,41.4992,61.9406,3.46,979.027,16.569,37.149,3460,5718,4764,253.136,1530,520.2594,74.7452,892.273,7.6625,40.7175,42.5,190,7.87205,5.12,152,0.5
-6.47,3,121,1107,3.04,5.6952,729,1809,1.5876,3.5344,0.2,2,0.98,49,9.2416,33.37,-7.86,10.647,230,64.9208,105.5992,5.41,2048.204,24.8041,53.6552,4998,10510,8038,370.0715,2023,827.048000000001,147.5118,1449.5354,15.3342,94.094,42.5,491,7.87205,14.29,328,0.5
-4.81,3,119,962,2.9,5.75,676,1248,1.5625,3.3489,0.2,-1,-0.49,36,6.5025,28.8957,-7.89,6.5875,134,38.604,58.2184,3.48,946.626,15.5358,37.881,3352,5432,4696,234.7055,1506,473.1354,70.9576,811.564,6.7,36.051,42.5,170,7.87205,4.64,144,0
-8.37,3,111,1170,3.06,5.55,676,1742,1.5625,3.3489,0.2,4,1.78,64,11.8336,35.4105,-8.41,10.5625,219,57.3616,95.1654,5.3,1837.751,21.7414,52.2282,4884,9798,7916,334.884,1882,750.549,126.2844,1384.2934,15.2125,91.5915,42.5,470,7.87205,14.08,280,0.5
-6.77,3,115,1066,2.98,5.65,676,1742,1.5625,3.3489,0.2,2,0.98,49,9.2416,32.4825,-8.41,10.5625,219,64.8304,105.4302,5.3,2043.199,24.779,52.2282,4916,10358,7904,369.886,1970,825.273000000001,147.2684,1446.6814,15.2125,91.5915,42.5,470,7.87205,14.08,328,0.5
