"D_mc.chi.1.all","ox","D_mc.Z.1.all","mc.Z.1.all","D_mc.S.1.all","mc.S.1.all","mc.Z.0.all","mc.Z.2.all","mc.S.0.all","mc.chi.0.all","alpha","D_lc.Z.1.eq","D_lc.chi.1.eq","lc.Z.0.eq","lc.chi.0.eq","mc.chi.1.all","D_mc.chi.2.all","mc.S.2.all","D_mc.Z.2.all","f.S.1.all","f.S.2.all","D_mc.S.2.all","f.chi.3.all","f.S.0.all","mc.chi.2.all","f.Z.1.all","f.Z.3.all","f.Z.2.all","f.chi.0.all","f.Z.0.all","f.chi.1.all","f.S.3.all","f.chi.2.all","mc.S.3.all","mc.chi.3.all","lc.Z.0.ax","D_mc.Z.3.all","lc.chi.0.ax","D_mc.S.3.all","f.I.3.all","D_lc.Z.1.ax"
-8.37,3,111,1170,3.06,5.55,676,1768,1.5625,3.3489,0.2,4,1.78,64,11.8336,35.4105,-8.81,10.5375,218,54.4664,91.4432,5.32,1808.198,20.7082,52.9602,4776,9528,7848,316.4535,1858,703.425,122.5032,1303.5844,14.25,86.925,42.5,450,7.87205,13.6,272,0
-4.51,3,125,999,2.96,5.796,729,1404,1.5876,3.5344,0.2,-2,-0.89,36,6.5025,29.6852,-9.14,6.5394,137,27.1152,43.4334,3.63,817.972,11.4281,41.924,2994,4316,4528,161.169,1463,286.2184,55.8528,490.958,2.8728,17.86,42.5,94,7.87205,2.76,112,0
-4.81,3,119,962,2.9,5.75,676,1352,1.5625,3.3489,0.2,-2,-0.89,36,6.5025,28.8957,-9.49,6.4875,130,27.0232,43.3296,3.56,817.022,11.403,40.809,2920,4288,4424,160.9835,1410,284.6394,55.8072,488.728,2.85,17.385,42.5,90,7.87205,2.72,112,0
-6.47,3,121,1107,3.04,5.6952,729,1836,1.5876,3.5344,0.2,2,0.98,49,9.2416,33.37,-8.26,10.6218,229,62.0256,101.8766,5.43,2017.116,23.7709,54.4072,4890,10220,7972,351.641,1999,779.924000000001,143.712,1368.8664,14.364,89.3,42.5,470,7.87205,13.8,320,0
-5.34,3,108,864,3,5.8674,576,1104,1.6129,2.7556,0.1,-2,-0.89,36,6.5025,25.398,-9.88,5.6134,98,18.5416,29.0138,3.2,505.92,8.4269,32.9344,2280,2760,3288,107.5882,1146,151.98,34.034,260.9438,0,0,36,0,6.5025,0,60,-1
-5.34,3,108,864,3,5.8674,576,1104,1.6129,2.7556,0.15,-2,-0.89,36,6.5025,25.398,-9.88,5.6134,98,18.5416,29.0138,3.2,505.92,8.4269,32.9344,2280,2760,3288,107.5882,1146,151.98,34.034,260.9438,0,0,36,0,6.5025,0,60,-1
-7.3,3,104,960,3.08,5.7658,576,672,1.6129,2.7556,0,18,2.52,49,9.2416,28.6516,-10.04,7.493,308,20.44,35.4474,11.88,953.2256,7.7573,55.2448,2280,1880,2700,134.4742,984,252.9032,44.6636,474.5858,0,0,36,0,6.5025,0,140,-2
-7.36,3,84,1440,2.58,6.4008,576,576,1.6129,2.7556,0.2,18,2.52,49,9.2416,28.7512,-8.26,7.5946,312,24.9132,42.6056,11.8,924.5176,9.8973,52.29,3600,3000,4516,142.603,1466,275.3384,54.2868,501.816,1.905,10.0928,256,34,6.6564,1.04,144,10
-7.3,3,104,960,3.08,5.7658,576,672,1.6129,2.7556,0.05,18,2.52,49,9.2416,28.6516,-10.04,7.493,308,20.44,35.4474,11.88,953.2256,7.7573,55.2448,2280,1880,2700,134.4742,984,252.9032,44.6636,474.5858,0,0,36,0,6.5025,0,140,-2
-6.12,3,74,1900,2.72,7.8118,625,950,1.9321,2.4025,0.25,10,0.0300000000000002,256,6.6564,23.901,-6.98,6.3662,112,69.6775999999999,109.585,3.76,1794.5912,28.4435,25.234,6992,10000,10416,379.3827,2905,776.286,136.4384,1319.2454,6.3106,26.753,36,110,6.5025,3.8,296,-1
-8.52,3,82,1488,2.64,6.3246,576,1152,1.6129,2.7556,0.15,2,0.98,49,9.2416,30.6768,-7.12,7.8232,144,59.4652,106.2166,4,1795.302,22.2431,33.864,5568,11116,9078,293.1932,2230,677.0256,141.804,1322.1728,9.7028,48.472,289,236,9.9856,7.6,280,0
-8.52,3,82,1488,2.64,6.3246,576,1152,1.6129,2.7556,0.1,2,0.98,49,9.2416,30.6768,-7.12,7.8232,144,59.4652,106.2166,4,1795.302,22.2431,33.864,5568,11116,9078,293.1932,2230,677.0256,141.804,1322.1728,9.7028,48.472,289,236,9.9856,7.6,280,0
-7.36,3,84,1440,2.58,6.4008,576,576,1.6129,2.7556,0.25,18,2.52,49,9.2416,28.7512,-8.26,7.5946,312,24.9132,42.6056,11.8,924.5176,9.8973,52.29,3600,3000,4516,142.603,1466,275.3384,54.2868,501.816,1.905,10.0928,256,34,6.6564,1.04,144,10
-5.34,3,108,864,3,5.8674,576,1104,1.6129,2.7556,0.05,-2,-0.89,36,6.5025,25.398,-9.88,5.6134,98,18.5416,29.0138,3.2,505.92,8.4269,32.9344,2280,2760,3288,107.5882,1146,151.98,34.034,260.9438,0,0,36,0,6.5025,0,60,-1
-6.32,3,106,912,3.04,5.8166,576,912,1.6129,2.7556,0.25,-2,-0.89,36,6.5025,27.0248,-10.36,6.5278,202,19.46,32.1782,7.56,727.3856,8.0625,44.7536,2292,2420,3038,123.6232,1080,204.4816,39.2556,368.1324,0,0,49,0,9.2416,0,100,18
-6.32,3,106,912,3.04,5.8166,576,912,1.6129,2.7556,0.2,-2,-0.89,36,6.5025,27.0248,-10.36,6.5278,202,19.46,32.1782,7.56,727.3856,8.0625,44.7536,2292,2420,3038,123.6232,1080,204.4816,39.2556,368.1324,0,0,49,0,9.2416,0,100,18
-5.34,3,108,864,3,5.8674,576,1104,1.6129,2.7556,0,-2,-0.89,36,6.5025,25.398,-9.88,5.6134,98,18.5416,29.0138,3.2,505.92,8.4269,32.9344,2280,2760,3288,107.5882,1146,151.98,34.034,260.9438,0,0,36,0,6.5025,0,60,-1
-7.36,3,84,1440,2.58,6.4008,576,576,1.6129,2.7556,0.1,18,2.52,49,9.2416,28.7512,-8.26,7.5946,312,24.9132,42.6056,11.8,924.5176,9.8973,52.29,3600,3000,4516,142.603,1466,275.3384,54.2868,501.816,1.905,10.0928,256,34,6.6564,1.04,144,10
-8.52,3,82,1488,2.64,6.3246,576,1152,1.6129,2.7556,0.25,2,0.98,49,9.2416,30.6768,-7.12,7.8232,144,59.4652,106.2166,4,1795.302,22.2431,33.864,5568,11116,9078,293.1932,2230,677.0256,141.804,1322.1728,9.7028,48.472,289,236,9.9856,7.6,280,0
-7.36,3,84,1440,2.58,6.4008,576,576,1.6129,2.7556,0.3,18,2.52,49,9.2416,28.7512,-8.26,7.5946,312,24.9132,42.6056,11.8,924.5176,9.8973,52.29,3600,3000,4516,142.603,1466,275.3384,54.2868,501.816,1.905,10.0928,256,34,6.6564,1.04,144,10
-7.36,3,84,1440,2.58,6.4008,576,576,1.6129,2.7556,0,18,2.52,49,9.2416,28.7512,-8.26,7.5946,312,24.9132,42.6056,11.8,924.5176,9.8973,52.29,3600,3000,4516,142.603,1466,275.3384,54.2868,501.816,1.905,10.0928,256,34,6.6564,1.04,144,10
-7.3,3,104,960,3.08,5.7658,576,672,1.6129,2.7556,0.2,18,2.52,49,9.2416,28.6516,-10.04,7.493,308,20.44,35.4474,11.88,953.2256,7.7573,55.2448,2280,1880,2700,134.4742,984,252.9032,44.6636,474.5858,0,0,36,0,6.5025,0,140,-2
-7.36,3,84,1440,2.58,6.4008,576,576,1.6129,2.7556,0.05,18,2.52,49,9.2416,28.7512,-8.26,7.5946,312,24.9132,42.6056,11.8,924.5176,9.8973,52.29,3600,3000,4516,142.603,1466,275.3384,54.2868,501.816,1.905,10.0928,256,34,6.6564,1.04,144,10
-7.3,3,104,960,3.08,5.7658,576,672,1.6129,2.7556,0.25,18,2.52,49,9.2416,28.6516,-10.04,7.493,308,20.44,35.4474,11.88,953.2256,7.7573,55.2448,2280,1880,2700,134.4742,984,252.9032,44.6636,474.5858,0,0,36,0,6.5025,0,140,-2
-8.52,3,82,1488,2.64,6.3246,576,1152,1.6129,2.7556,0.3,2,0.98,49,9.2416,30.6768,-7.12,7.8232,144,59.4652,106.2166,4,1795.302,22.2431,33.864,5568,11116,9078,293.1932,2230,677.0256,141.804,1322.1728,9.7028,48.472,289,236,9.9856,7.6,280,0
-5.34,3,108,864,3,5.8674,576,1104,1.6129,2.7556,0.25,-2,-0.89,36,6.5025,25.398,-9.88,5.6134,98,18.5416,29.0138,3.2,505.92,8.4269,32.9344,2280,2760,3288,107.5882,1146,151.98,34.034,260.9438,0,0,36,0,6.5025,0,60,-1
-6.12,3,74,1900,2.72,7.8118,625,950,1.9321,2.4025,0.05,10,0.0300000000000002,256,6.6564,23.901,-6.98,6.3662,112,69.6775999999999,109.585,3.76,1794.5912,28.4435,25.234,6992,10000,10416,379.3827,2905,776.286,136.4384,1319.2454,6.3106,26.753,36,110,6.5025,3.8,296,-1
-6.12,3,74,1900,2.72,7.8118,625,950,1.9321,2.4025,0,10,0.0300000000000002,256,6.6564,23.901,-6.98,6.3662,112,69.6775999999999,109.585,3.76,1794.5912,28.4435,25.234,6992,10000,10416,379.3827,2905,776.286,136.4384,1319.2454,6.3106,26.753,36,110,6.5025,3.8,296,-1
-7.3,3,104,960,3.08,5.7658,576,672,1.6129,2.7556,0.15,18,2.52,49,9.2416,28.6516,-10.04,7.493,308,20.44,35.4474,11.88,953.2256,7.7573,55.2448,2280,1880,2700,134.4742,984,252.9032,44.6636,474.5858,0,0,36,0,6.5025,0,140,-2
-6.12,3,74,1900,2.72,7.8118,625,950,1.9321,2.4025,0.1,10,0.0300000000000002,256,6.6564,23.901,-6.98,6.3662,112,69.6775999999999,109.585,3.76,1794.5912,28.4435,25.234,6992,10000,10416,379.3827,2905,776.286,136.4384,1319.2454,6.3106,26.753,36,110,6.5025,3.8,296,-1
-6.12,3,74,1900,2.72,7.8118,625,950,1.9321,2.4025,0.15,10,0.0300000000000002,256,6.6564,23.901,-6.98,6.3662,112,69.6775999999999,109.585,3.76,1794.5912,28.4435,25.234,6992,10000,10416,379.3827,2905,776.286,136.4384,1319.2454,6.3106,26.753,36,110,6.5025,3.8,296,-1
-8.02,3,90,1500,3.3,7.0056,625,600,1.9321,2.4025,0.1,18,2.52,49,9.2416,26.846,-9.8,8.3122,326,26.1228,44.0408,13.48,923.18,10.2165,48.825,3720,3028,4564,142.2499,1515,271.528,54.6468,494.886,2.085,9.424,256,36,6.6564,1.28,144,10
-6.12,3,74,1900,2.72,7.8118,625,950,1.9321,2.4025,0.2,10,0.0300000000000002,256,6.6564,23.901,-6.98,6.3662,112,69.6775999999999,109.585,3.76,1794.5912,28.4435,25.234,6992,10000,10416,379.3827,2905,776.286,136.4384,1319.2454,6.3106,26.753,36,110,6.5025,3.8,296,-1
-8.02,3,90,1500,3.3,7.0056,625,600,1.9321,2.4025,0,18,2.52,49,9.2416,26.846,-9.8,8.3122,326,26.1228,44.0408,13.48,923.18,10.2165,48.825,3720,3028,4564,142.2499,1515,271.528,54.6468,494.886,2.085,9.424,256,36,6.6564,1.28,144,10
-5.34,3,108,864,3,5.8674,576,1104,1.6129,2.7556,0.3,-2,-0.89,36,6.5025,25.398,-9.88,5.6134,98,18.5416,29.0138,3.2,505.92,8.4269,32.9344,2280,2760,3288,107.5882,1146,151.98,34.034,260.9438,0,0,36,0,6.5025,0,60,-1
-8.02,3,90,1500,3.3,7.0056,625,600,1.9321,2.4025,0.05,18,2.52,49,9.2416,26.846,-9.8,8.3122,326,26.1228,44.0408,13.48,923.18,10.2165,48.825,3720,3028,4564,142.2499,1515,271.528,54.6468,494.886,2.085,9.424,256,36,6.6564,1.28,144,10
-7.3,3,104,960,3.08,5.7658,576,672,1.6129,2.7556,0.1,18,2.52,49,9.2416,28.6516,-10.04,7.493,308,20.44,35.4474,11.88,953.2256,7.7573,55.2448,2280,1880,2700,134.4742,984,252.9032,44.6636,474.5858,0,0,36,0,6.5025,0,140,-2
-7.36,3,84,1440,2.58,6.4008,576,576,1.6129,2.7556,0.15,18,2.52,49,9.2416,28.7512,-8.26,7.5946,312,24.9132,42.6056,11.8,924.5176,9.8973,52.29,3600,3000,4516,142.603,1466,275.3384,54.2868,501.816,1.905,10.0928,256,34,6.6564,1.04,144,10
-8.52,3,82,1488,2.64,6.3246,576,1152,1.6129,2.7556,0.2,2,0.98,49,9.2416,30.6768,-7.12,7.8232,144,59.4652,106.2166,4,1795.302,22.2431,33.864,5568,11116,9078,293.1932,2230,677.0256,141.804,1322.1728,9.7028,48.472,289,236,9.9856,7.6,280,0
-7.3,3,104,960,3.08,5.7658,576,672,1.6129,2.7556,0.3,18,2.52,49,9.2416,28.6516,-10.04,7.493,308,20.44,35.4474,11.88,953.2256,7.7573,55.2448,2280,1880,2700,134.4742,984,252.9032,44.6636,474.5858,0,0,36,0,6.5025,0,140,-2
-5.34,3,108,864,3,5.8674,576,1104,1.6129,2.7556,0.2,-2,-0.89,36,6.5025,25.398,-9.88,5.6134,98,18.5416,29.0138,3.2,505.92,8.4269,32.9344,2280,2760,3288,107.5882,1146,151.98,34.034,260.9438,0,0,36,0,6.5025,0,60,-1
-8.52,3,82,1488,2.64,6.3246,576,1152,1.6129,2.7556,0.05,2,0.98,49,9.2416,30.6768,-7.12,7.8232,144,59.4652,106.2166,4,1795.302,22.2431,33.864,5568,11116,9078,293.1932,2230,677.0256,141.804,1322.1728,9.7028,48.472,289,236,9.9856,7.6,280,0
-8.52,3,82,1488,2.64,6.3246,576,1152,1.6129,2.7556,0,2,0.98,49,9.2416,30.6768,-7.12,7.8232,144,59.4652,106.2166,4,1795.302,22.2431,33.864,5568,11116,9078,293.1932,2230,677.0256,141.804,1322.1728,9.7028,48.472,289,236,9.9856,7.6,280,0
-9.08,3,100,1056,3.16,5.6642,576,1056,1.6129,2.7556,0,13,2.17,49,9.2416,31.6064,-9.66,9.6266,292,48.2624,88.3054,10.2,2101.951,17.0625,54.614,3856,5550,5970,289.9442,1432,647.7848,115.2742,1344.766,5.715,37.682,64,220,11.8336,8.2,334,2
-7.58,3,118,1188,3.1,5.6196,729,1080,1.5876,3.5344,0.1,2,0.89,64,11.8336,35.4568,-5.8,5.7204,122,41.4232,67.8806,3.02,1171.6356,15.9142,32.1104,4104,5748,5916,236.656,1701,492.8876,76.5308,968.053,3.8808,19.176,36,84,6.5025,1.96,164,-2
-9.08,3,100,1056,3.16,5.6642,576,1056,1.6129,2.7556,0.05,13,2.17,49,9.2416,31.6064,-9.66,9.6266,292,48.2624,88.3054,10.2,2101.951,17.0625,54.614,3856,5550,5970,289.9442,1432,647.7848,115.2742,1344.766,5.715,37.682,64,220,11.8336,8.2,334,2
-7.58,3,118,1188,3.1,5.6196,729,1080,1.5876,3.5344,0.15,2,0.89,64,11.8336,35.4568,-5.8,5.7204,122,41.4232,67.8806,3.02,1171.6356,15.9142,32.1104,4104,5748,5916,236.656,1701,492.8876,76.5308,968.053,3.8808,19.176,36,84,6.5025,1.96,164,-2
-7.76,3,118,1188,3.1,5.6196,729,1188,1.5876,3.5344,0.2,13,2.17,49,9.2416,35.7952,-6.58,9.5508,334,41.197,75.9774,10.06,1798.289,14.4371,61.852,3832,4986,5718,242.1755,1471,549.8274,96.1036,1155.812,5.67,42.676,64,250,11.8336,8.1,280,2
-7.76,3,118,1188,3.1,5.6196,729,1188,1.5876,3.5344,0.25,13,2.17,49,9.2416,35.7952,-6.58,9.5508,334,41.197,75.9774,10.06,1798.289,14.4371,61.852,3832,4986,5718,242.1755,1471,549.8274,96.1036,1155.812,5.67,42.676,64,250,11.8336,8.1,280,2
-6.28,3,116,1040,2.96,5.675,676,1664,1.5625,3.3489,0.15,2,0.98,49,9.2416,31.5858,-8.98,9.525,196,60.2912,96.6602,4.88,1859.2816,24.7341,49.9224,4912,9840,7796,347.4539,2148,723.9276,138.198,1222.237,11.4,69.54,36,360,6.5025,10.88,284,-2
-7.26,3,114,1092,3,5.625,676,1404,1.5625,3.3489,0.05,2,0.98,49,9.2416,33.3792,-7.98,10.475,310,61.396,109.4478,9.12,2196.718,22.1789,61.488,4860,9824,7994,321.3385,1856,762.6864,152.2348,1428.176,9.55,53.436,49,260,9.2416,7.36,340,18
-7.26,3,114,1092,3,5.625,676,1404,1.5625,3.3489,0,2,0.98,49,9.2416,33.3792,-7.98,10.475,310,61.396,109.4478,9.12,2196.718,22.1789,61.488,4860,9824,7994,321.3385,1856,762.6864,152.2348,1428.176,9.55,53.436,49,260,9.2416,7.36,340,18
-6.28,3,116,1040,2.96,5.675,676,1196,1.5625,3.3489,0.3,13,2.17,49,9.2416,31.5858,-8.26,9.425,318,56.446,91.7222,9.96,2016.5516,21.4501,62.0004,4184,6008,5832,353.4085,1724,768.001600000001,120.1672,1384.331,7.475,57.645,36,340,6.5025,11.52,336,-1
-7.58,3,118,1188,3.1,5.6196,729,648,1.5876,3.5344,0.1,14,2.48,64,11.8336,35.4568,-5.68,5.5692,246,17.8092,28.8078,8.18,767.2096,7.066,46.0224,2696,1792,2912,126.261,1193,227.0896,32.8564,426.125,0,0,36,0,6.5025,0,100,-2
-7.58,3,118,1188,3.1,5.6196,729,648,1.5876,3.5344,0.15,14,2.48,64,11.8336,35.4568,-5.68,5.5692,246,17.8092,28.8078,8.18,767.2096,7.066,46.0224,2696,1792,2912,126.261,1193,227.0896,32.8564,426.125,0,0,36,0,6.5025,0,100,-2
-5,3,124,1026,2.98,5.7708,729,1404,1.5876,3.5344,0.3,-1,-0.49,36,6.5025,30.6064,-7.32,7.6608,164,39.4776,63.3882,4,1128.2616,16.713,42.0368,3844,6400,5914,211.7318,2049,428.0648,86.7316,733.8908,5.7456,35.72,49,188,9.2416,5.52,172,2
-5,3,124,1026,2.98,5.7708,729,1404,1.5876,3.5344,0.2,-1,-0.49,36,6.5025,30.6064,-7.32,7.6608,164,121.1896,192.0098,4,3827.9096,47.504,42.0368,7548,13744,11458,732.007200000001,3197,1601.7188,256.4164,2757.6188,9.6264,54.896,49,272,9.2416,7.48,628,2
-9.08,3,100,1056,3.16,5.6642,576,1056,1.6129,2.7556,0.15,13,2.17,49,9.2416,31.6064,-9.66,9.6266,292,48.2624,88.3054,10.2,2101.951,17.0625,54.614,3856,5550,5970,289.9442,1432,647.7848,115.2742,1344.766,5.715,37.682,64,220,11.8336,8.2,334,2
-6.28,3,116,1040,2.96,5.675,676,1664,1.5625,3.3489,0.2,2,0.98,49,9.2416,31.5858,-8.98,9.525,196,60.2912,96.6602,4.88,1859.2816,24.7341,49.9224,4912,9840,7796,347.4539,2148,723.9276,138.198,1222.237,11.4,69.54,36,360,6.5025,10.88,284,-2
-5.98,3,122,1080,3.02,5.7204,729,1674,1.5876,3.5344,0.1,2,0.98,49,9.2416,32.4488,-7.68,9.6516,208,89.6419999999999,147.3778,4.94,2716.7676,33.8808,49.7824,6216,12176,9980,503.004,2501,1145.4856,193.3048,2033.635,11.5668,64.484,36,314,6.5025,8.46,436,-1
-5.98,3,122,1080,3.02,5.7204,729,1026,1.5876,3.5344,0.15,1,0.49,49,9.2416,32.4488,-5,5.7708,124,51.5424,74.9346,2.98,1226.3768,22.8988,30.6064,4776,8288,6092,283.4196,2781,580.7116,90.3716,979.136600000001,7.0812,28.9896,36,86,6.5025,1.94,192,-1
-5.98,3,122,1080,3.02,5.7204,729,1026,1.5876,3.5344,0.1,1,0.49,49,9.2416,32.4488,-5,5.7708,124,51.5424,74.9346,2.98,1226.3768,22.8988,30.6064,4776,8288,6092,283.4196,2781,580.7116,90.3716,979.136600000001,7.0812,28.9896,36,86,6.5025,1.94,192,-1
-9.08,3,100,1056,3.16,5.6642,576,1056,1.6129,2.7556,0.25,13,2.17,49,9.2416,31.6064,-9.66,9.6266,292,48.2624,88.3054,10.2,2101.951,17.0625,54.614,3856,5550,5970,289.9442,1432,647.7848,115.2742,1344.766,5.715,37.682,64,220,11.8336,8.2,334,2
-7.76,3,118,1188,3.1,5.6196,729,1188,1.5876,3.5344,0.05,13,2.17,49,9.2416,35.7952,-6.58,9.5508,334,41.197,75.9774,10.06,1798.289,14.4371,61.852,3832,4986,5718,242.1755,1471,549.8274,96.1036,1155.812,5.67,42.676,64,250,11.8336,8.1,280,2
-9.88,3,98,1104,3.2,5.6134,576,960,1.6129,2.7556,0.2,2,0.89,64,11.8336,32.9344,-7.5,7.747,200,47.1574,81.823,6.6,1642.506,17.0939,40.006,4088,5884,6158,269.4132,1526,595.1518,96.972,1229.284,5.7912,31.54,49,164,9.2416,5.6,248,13
-7.78,3,110,1000,3.8,6.3106,625,900,1.9321,2.4025,0.1,-2,-0.89,36,6.5025,26.474,-10.16,6.116,164,19.2788,29.9538,6.72,639.9296,8.0487,34.968,2448,2432,3132,118.7741,1157,183.668,33.2944,331.3452,0,0,64,0,11.8336,0,80,14
-5,3,124,1026,2.98,5.7708,729,1404,1.5876,3.5344,0.1,-1,-0.49,36,6.5025,30.6064,-7.32,7.6608,164,39.4776,63.3882,4,1128.2616,16.713,42.0368,3844,6400,5914,211.7318,2049,428.0648,86.7316,733.8908,5.7456,35.72,49,188,9.2416,5.52,172,2
-5,3,124,1026,2.98,5.7708,729,1404,1.5876,3.5344,0.25,-1,-0.49,36,6.5025,30.6064,-7.32,7.6608,164,121.1896,192.0098,4,3827.9096,47.504,42.0368,7548,13744,11458,732.007200000001,3197,1601.7188,256.4164,2757.6188,9.6264,54.896,49,272,9.2416,7.48,628,2
-7.58,3,118,1188,3.1,5.6196,729,648,1.5876,3.5344,0.3,14,2.48,64,11.8336,35.4568,-5.68,5.5692,246,17.8092,28.8078,8.18,767.2096,7.066,46.0224,2696,1792,2912,126.261,1193,227.0896,32.8564,426.125,0,0,36,0,6.5025,0,100,-2
-6.28,3,116,1040,2.96,5.675,676,1196,1.5625,3.3489,0.15,13,2.17,49,9.2416,31.5858,-8.26,9.425,318,56.446,91.7222,9.96,2016.5516,21.4501,62.0004,4184,6008,5832,353.4085,1724,768.001600000001,120.1672,1384.331,7.475,57.645,36,340,6.5025,11.52,336,-1
-5,3,124,1026,2.98,5.7708,729,1404,1.5876,3.5344,0.05,-1,-0.49,36,6.5025,30.6064,-7.32,7.6608,164,91.6523999999998,142.2582,4,2544.5272,36.753,42.0368,6492,11064,9562,526.3002,3149,1151.5928,174.9964,1937.7668,9.6264,54.896,49,272,9.2416,7.48,412,2
-6.28,3,116,1040,2.96,5.675,676,1196,1.5625,3.3489,0.1,13,2.17,49,9.2416,31.5858,-8.26,9.425,318,56.446,91.7222,9.96,2016.5516,21.4501,62.0004,4184,6008,5832,353.4085,1724,768.001600000001,120.1672,1384.331,7.475,57.645,36,340,6.5025,11.52,336,-1
-5,3,124,1026,2.98,5.7708,729,1404,1.5876,3.5344,0,-1,-0.49,36,6.5025,30.6064,-7.32,7.6608,164,91.6523999999998,142.2582,4,2544.5272,36.753,42.0368,6492,11064,9562,526.3002,3149,1151.5928,174.9964,1937.7668,9.6264,54.896,49,272,9.2416,7.48,412,2
-7.76,3,118,1188,3.1,5.6196,729,1620,1.5876,3.5344,0.2,2,0.98,49,9.2416,35.7952,-6.7,9.702,210,61.9206,105.9856,4.9,2020.768,22.8746,47.94,5100,10668,8400,338.0505,1976,774.8804,143.1656,1468.611,12.537,69.278,64,335,11.8336,8.95,306,2
-9.88,3,98,1104,3.2,5.6134,576,960,1.6129,2.7556,0.15,2,0.89,64,11.8336,32.9344,-7.5,7.747,200,47.1574,81.823,6.6,1642.506,17.0939,40.006,4088,5884,6158,269.4132,1526,595.1518,96.972,1229.284,5.7912,31.54,49,164,9.2416,5.6,248,13
-7.76,3,118,1188,3.1,5.6196,729,1620,1.5876,3.5344,0.25,2,0.98,49,9.2416,35.7952,-6.7,9.702,210,61.9206,105.9856,4.9,2020.768,22.8746,47.94,5100,10668,8400,338.0505,1976,774.8804,143.1656,1468.611,12.537,69.278,64,335,11.8336,8.95,306,2
-9.88,3,98,1104,3.2,5.6134,576,960,1.6129,2.7556,0.1,2,0.89,64,11.8336,32.9344,-7.5,7.747,200,47.1574,81.823,6.6,1642.506,17.0939,40.006,4088,5884,6158,269.4132,1526,595.1518,96.972,1229.284,5.7912,31.54,49,164,9.2416,5.6,248,13
-6.28,3,116,1040,2.96,5.675,676,1664,1.5625,3.3489,0.05,2,0.98,49,9.2416,31.5858,-8.98,9.525,196,60.2912,96.6602,4.88,1859.2816,24.7341,49.9224,4912,9840,7796,347.4539,2148,723.9276,138.198,1222.237,11.4,69.54,36,360,6.5025,10.88,284,-2
-6.28,3,116,1040,2.96,5.675,676,1612,1.5625,3.3489,0.2,2,0.98,49,9.2416,31.5858,-8.18,9.575,198,60.476,106.3058,4.84,1934.3276,22.5433,48.4584,4840,10164,8260,305.3035,1922,709.8516,147.3876,1314.725,9.55,53.436,36,260,6.5025,7.36,300,-1
-6.28,3,116,1040,2.96,5.675,676,1612,1.5625,3.3489,0.25,2,0.98,49,9.2416,31.5858,-8.18,9.575,198,60.476,106.3058,4.84,1934.3276,22.5433,48.4584,4840,10164,8260,305.3035,1922,709.8516,147.3876,1314.725,9.55,53.436,36,260,6.5025,7.36,300,-1
-6.28,3,116,1040,2.96,5.675,676,1664,1.5625,3.3489,0,2,0.98,49,9.2416,31.5858,-8.98,9.525,196,60.2912,96.6602,4.88,1859.2816,24.7341,49.9224,4912,9840,7796,347.4539,2148,723.9276,138.198,1222.237,11.4,69.54,36,360,6.5025,10.88,284,-2
-5.98,3,122,1080,3.02,5.7204,729,1674,1.5876,3.5344,0.25,2,0.98,49,9.2416,32.4488,-7.68,9.6516,208,89.6419999999999,147.3778,4.94,2716.7676,33.8808,49.7824,6216,12176,9980,503.004,2501,1145.4856,193.3048,2033.635,11.5668,64.484,36,314,6.5025,8.46,436,-1
-7.3,3,104,960,3.08,5.7658,576,624,1.6129,2.7556,0.05,18,2.52,49,9.2416,28.6516,-9.24,7.5438,310,61.3424,100.0446,11.84,2269.2716,23.2339,53.9168,4176,5480,5544,385.1802,1700,831.6512,129.808,1479.8158,1.9558,8.466,36,36,6.5025,1,368,-1
-7.3,3,104,960,3.08,5.7658,576,624,1.6129,2.7556,0,18,2.52,49,9.2416,28.6516,-9.24,7.5438,310,61.3424,100.0446,11.84,2269.2716,23.2339,53.9168,4176,5480,5544,385.1802,1700,831.6512,129.808,1479.8158,1.9558,8.466,36,36,6.5025,1,368,-1
-5,3,124,1026,2.98,5.7708,729,1404,1.5876,3.5344,0,-1,-0.49,36,6.5025,30.6064,-7.32,7.6608,164,121.1896,192.0098,4,3827.9096,47.504,42.0368,7548,13744,11458,732.007200000001,3197,1601.7188,256.4164,2757.6188,9.6264,54.896,49,272,9.2416,7.48,628,2
-5,3,124,1026,2.98,5.7708,729,1404,1.5876,3.5344,0.2,-1,-0.49,36,6.5025,30.6064,-7.32,7.6608,164,91.6523999999998,142.2582,4,2544.5272,36.753,42.0368,6492,11064,9562,526.3002,3149,1151.5928,174.9964,1937.7668,9.6264,54.896,49,272,9.2416,7.48,412,2
-5,3,124,1026,2.98,5.7708,729,1404,1.5876,3.5344,0.25,-1,-0.49,36,6.5025,30.6064,-7.32,7.6608,164,91.6523999999998,142.2582,4,2544.5272,36.753,42.0368,6492,11064,9562,526.3002,3149,1151.5928,174.9964,1937.7668,9.6264,54.896,49,272,9.2416,7.48,412,2
-7.76,3,118,1188,3.1,5.6196,729,1620,1.5876,3.5344,0.05,2,0.98,49,9.2416,35.7952,-6.7,9.702,210,61.9206,105.9856,4.9,2020.768,22.8746,47.94,5100,10668,8400,338.0505,1976,774.8804,143.1656,1468.611,12.537,69.278,64,335,11.8336,8.95,306,2
