misc-dent-eq,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,f-chi-0-ax,f-chi-1-ax,f-chi-2-ax,f-chi-3-ax,f-Z-0-ax,f-Z-1-ax,f-Z-2-ax,f-Z-3-ax,f-I-0-ax,f-I-1-ax,f-I-2-ax,f-I-3-ax,f-T-0-ax,f-T-1-ax,f-T-2-ax,f-T-3-ax,f-S-0-ax,f-S-1-ax,f-S-2-ax,f-S-3-ax,f-chi-0-eq,f-chi-1-eq,f-chi-2-eq,f-chi-3-eq,f-Z-0-eq,f-Z-1-eq,f-Z-2-eq,f-Z-3-eq,f-I-0-eq,f-I-1-eq,f-I-2-eq,f-I-3-eq,f-T-0-eq,f-T-1-eq,f-T-2-eq,f-T-3-eq,f-S-0-eq,f-S-1-eq,f-S-2-eq,f-S-3-eq,lc-chi-0-ax,lc-chi-1-ax,lc-chi-2-ax,lc-chi-3-ax,lc-Z-0-ax,lc-Z-1-ax,lc-Z-2-ax,lc-Z-3-ax,lc-I-1-ax,lc-I-2-ax,lc-I-3-ax,lc-T-0-ax,lc-T-1-ax,lc-T-2-ax,lc-T-3-ax,lc-S-0-ax,lc-S-1-ax,lc-S-2-ax,lc-S-3-ax,lc-chi-0-eq,lc-chi-1-eq,lc-chi-2-eq,lc-chi-3-eq,lc-Z-0-eq,lc-Z-1-eq,lc-Z-2-eq,lc-Z-3-eq,lc-I-1-eq,lc-I-2-eq,lc-I-3-eq,lc-T-0-eq,lc-T-1-eq,lc-T-2-eq,lc-T-3-eq,lc-S-0-eq,lc-S-1-eq,lc-S-2-eq,lc-S-3-eq,D_lc-chi-1-ax,D_lc-chi-2-ax,D_lc-chi-3-ax,D_lc-Z-1-ax,D_lc-Z-2-ax,D_lc-Z-3-ax,D_lc-T-1-ax,D_lc-T-2-ax,D_lc-T-3-ax,D_lc-S-1-ax,D_lc-S-2-ax,D_lc-S-3-ax,D_lc-chi-1-eq,D_lc-chi-2-eq,D_lc-chi-3-eq,D_lc-Z-1-eq,D_lc-Z-2-eq,D_lc-Z-3-eq,D_lc-T-1-eq,D_lc-T-2-eq,D_lc-T-3-eq,D_lc-S-1-eq,D_lc-S-2-eq,D_lc-S-3-eq,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-2-all,mc-I-3-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,ox,spin,charge_lig
1,181.5916,365.788,757.642,1325.7,1063,2678,3424,2826,31,60,126,204,186,516,858,1068,9.9311,27.7076,49.7922,69.8688,42.07135,73.746,123.2595,100.98,115,180,180,108,7,12,21,18,33,72,84,72,2.0531,4.2966,5.5083,5.1282,23.7616,40.128,29.04,0,52,42,6,0,4,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0,10.5376,11.628,30.096,0,56.5,63,31.5,0,1.5,4.5,0,4.5,18,13.5,0,0.5477,0.86625,1.24875,0,9.2416,20.064,0,0,49,21,0,0,3,0,0,9,9,0,0,0.5625,0.8325,0,0,0.735,3.78,0,1.5,27,0,-1.5,9,0,-0.03,1.71,0,2.52,0,0,18,0,0,6,0,0,1.14,0,0,2.4025,28.892,52.7775,30.69,625,1075,750,225,15,9,126,144,54,1.9321,6.2272,9.3825,4.6287,-9.34,-10.8,-5.85,107,345,216,15,66,45,3.86,14.1,9.18,4,2,-2
1,159.3641,294.728,605.832,1094.16,1943,5158,7728,4746,31,60,126,204,186,516,858,1068,12.7366,36.2016,65.3418,86.6088,39.8486,67.2435,106.4295,100.98,203,324,252,108,7,12,21,18,33,72,84,72,2.33365,5.0127,6.5406,5.1282,19.3161,28.908,29.04,0,228,90,6,0,4,6,6,0,12,18,6,0,1.5343,2.3532,0.8214,0,8.31485,8.37675,21.681,0,144.5,135,67.5,0,1.5,4.5,0,4.5,18,13.5,0,0.82825,1.2243,1.7649,0,4.7961,14.454,0,0,225,45,0,0,3,0,0,9,9,0,0,1.1236,1.1766,0,0,-0.54,-0.045,0,13.5,63,0,-1.5,9,0,0.435,3.105,0,-0.03,0,0,42,0,0,6,0,0,2.07,0,0,2.4025,22.3045,52.7775,30.69,625,2075,750,225,15,9,126,144,54,1.9321,8.3817,9.3825,4.6287,-5.09,-10.8,-5.85,67,345,216,15,66,45,2.31,14.1,9.18,5,3,-2
1,133.9905,268.8624,555.388,1029.6,1000,2446,2350,1080,22,42,90,150,132,372,570,510,6.9614,19.525,34.707,41.403,17.7976,20.064,14.52,0,58,21,3,0,2.5,3,3,0,6,9,3,0,0.75305,0.8325,0.4107,0,23.7616,40.128,29.04,0,52,42,6,0,4,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0,10.5376,10.032,0,0,56.5,10.5,0,0,1.5,0,0,4.5,4.5,0,0,0.5477,0.41625,0,0,9.2416,20.064,0,0,49,21,0,0,3,0,0,9,9,0,0,0.5625,0.8325,0,0,1.26,0,0,9,0,0,3,0,0,0.57,0,0,2.52,0,0,18,0,0,6,0,0,1.14,0,0,3.3489,34.1112,60.39,0,676,1118,390,0,15,0,126,90,0,1.5625,5.6,6.9375,0,-7.66,-5.55,0,113,375,0,15,75,0,3.02,13.2,0,4,5,-2
2,299.288,658.141,1316.9214,2037.11,1554,3916,5622,4972,51,106,214,332,320,892,1438,1536,17.7715,48.8154,86.4642,111.6352,77.76135,153.459,251.9715,330.6625,261,522,735,790,13,25,43,56,68,170,246,278,4.6985,10.7877,16.1239,20.2328,70.2082,142.397,212.992,233.0272,178,344,328,226,12,22,36,42,58,136,144,98,3.406,7.995,10.1836,8.9098,9.16805,3.876,3.25125,6.5025,50,21,18,36,0.5,0.5,1,0.5,1,1.5,3,0.5629,0.28875,0.29645,0.5929,9.2416,21.128,21.128,22.6176,49,56,56,63,3,3,3,9,18,18,15,0.5625,1.1325,1.1325,1.1175,-0.245,0,0,-0.5,0,0,-0.5,-1,-2,0.01,0,0,2.17,2.17,1.68,13,13,12,3,3,4,0.74,0.74,0.76,3.3489,33.2145,56.4372,36.8745,676,1092,1014,364,13,9,114,156,66,1.5625,5.625,8.4875,4.6625,-7.17,-7.05,-3.68,114,299,220,17,52,43,3,9.46,7.52,4,1,-2
1,111.3421,162.012,323.2932,568.9056,1141,2376,3020,2304,14,26,50,70,76,196,226,142,7.9414,18.8386,29.3514,30.5918,17.7976,20.064,14.52,0,58,21,3,0,2.5,3,3,0,6,9,3,0,0.75305,0.8325,0.4107,0,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,10.5376,10.032,0,0,56.5,10.5,0,0,1.5,0,0,4.5,4.5,0,0,0.5477,0.41625,0,0,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,1.26,0,0,9,0,0,3,0,0,0.57,0,0,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,2.4025,25.854,31.558,0,625,975,875,0,7,0,78,42,0,1.9321,6.3384,5.6017,0,-7.38,-9.51,0,111,140,0,23,35,0,3.78,5.7,0,4,2,-2
4,260.8461,608.068,1217.912,1719.076,1683,4488,7474,9544,41,96,180,260,276,780,1388,1788,19.0225,53.2728,96.646,129.0244,16.6736,15.136,4.84,0,65,16,1,0,2,2,1,0,3,4,1,0,0.6698,0.5402,0.1369,0,225.0964,518.772,829.464,958.168,928,2256,3360,2920,36,80,128,152,208,528,768,744,15.7508,39.7936,60.6144,61.3496,11.8336,7.568,0,0,64,8,0,0,1,0,0,2,2,0,0,0.5329,0.2701,0,0,9.2416,15.504,31.008,42.256,49,84,168,112,2,4,6,4,12,24,20,0.5625,1.155,2.31,2.265,1.24,0,0,7,0,0,1,0,0,0.36,0,0,0.98,1.96,4.34,2,4,26,-2,-4,2,-0.04,-0.08,1.48,2.4025,29.512,38.44,47.43,625,1100,1250,1800,10,12,96,156,216,1.9321,6.1994,9.591,12.8436,-9.74,-9.3,-12,106,200,228,20,34,36,3.88,7,7.44,5,1,-4
1,309.5407,673.813,1243.452,1669.702,1795,4538,7260,8912,50,108,188,266,296,796,1308,1626,21.6218,56.714,94.8244,124.959,44.3459,78.2085,109.307,117.202,191,330,392,334,6.5,12,17,19,29,68,85,70,2.88145,5.8366,7.5543,7.2121,54.6116,114.903,164.095,123.112,197,432,484,106,9,18,26,22,44,102,122,50,3.4817,8.1466,10.3962,5.3502,10.5376,7.752,14.44,10.564,56.5,42,49,28,1,2,1.5,2,6,8,5,0.5477,0.5775,0.855,0.56625,9.2416,15.504,28.88,13.376,49,84,98,14,2,4,2,4,12,16,4,0.5625,1.155,1.71,0.555,0.49,1.33,1.085,1,7,6.5,-1,0,0.5,-0.02,0.36,0.37,0.98,2.66,1.68,2,14,12,-2,0,2,-0.04,0.72,0.76,2.4025,28.892,39.525,73.625,625,1075,1500,1750,10,20,96,180,240,1.9321,6.2272,10.703,15.846,-9.34,-10,-16.5,107,190,430,20,30,80,3.86,6.2,16.4,4,4,-6
1,199.201,384.2144,685.787,630.896,1413,3072,3690,4040,32,62,110,90,172,372,390,480,12.9155,31.6386,45.29,46.824,24.3001,32.334,41.0865,16.83,94,102,60,18,3.5,5,7,3,12,22,13,3,1.34595,2.0097,1.8361,0.8547,36.7666,64.668,82.173,33.66,124,204,120,36,6,10,14,6,24,44,26,6,2.159,4.0194,3.6722,1.7094,9.16805,3.876,3.25125,8.415,50,21,18,9,0.5,0.5,1.5,0.5,1,2,1.5,0.5629,0.28875,0.29645,0.42735,6.5025,7.752,6.5025,16.83,36,42,36,18,1,1,3,1,2,4,3,0.5929,0.5775,0.5929,0.8547,-0.245,0,0.525,-0.5,0,7.5,-0.5,-1.5,0,0.01,0,0.6,-0.49,0,1.05,-1,0,15,-1,-3,0,0.02,0,1.2,3.5344,30.4372,28.576,23.97,729,1026,945,810,5,5,66,60,120,1.5876,5.7708,4.725,4.851,-4.91,-5.8,-3.35,124,100,105,25,20,10,2.98,2.55,2.45,5,3,-2
1,254.1035,535.674,1004.9174,1563.569,1459,3480,3988,3248,43,86,166,244,252,668,982,1032,14.8774,39.5754,65.4864,81.301,77.76135,153.459,251.9715,330.6625,261,522,735,790,13,25,43,56,68,170,246,278,4.6985,10.7877,16.1239,20.2328,23.7616,40.128,29.04,0,52,42,6,0,4,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0,9.16805,3.876,3.25125,6.5025,50,21,18,36,0.5,0.5,1,0.5,1,1.5,3,0.5629,0.28875,0.29645,0.5929,9.2416,20.064,0,0,49,21,0,0,3,0,0,9,9,0,0,0.5625,0.8325,0,0,-0.245,0,0,-0.5,0,0,-0.5,-1,-2,0.01,0,0,2.52,0,0,18,0,0,6,0,0,1.14,0,0,3.5344,34.122,55.3472,4.794,729,1134,513,162,13,1,114,84,18,1.5876,5.67,6.5394,0.9702,-6.87,-5,-0.67,120,332,21,17,64,3,3.06,11.19,0.49,5,5,-2
1,99.858,156.5088,313.9948,473.4016,1199,2528,2950,2032,13,24,44,60,68,172,192,116,7.5488,17.1412,26.8728,28.2588,16.6736,15.136,4.84,0,65,16,1,0,2,2,1,0,3,4,1,0,0.6698,0.5402,0.1369,0,15.7441,15.504,0,0,85,84,0,0,2,2,0,0,2,2,0,0,1.1554,1.155,0,0,11.8336,7.568,0,0,64,8,0,0,1,0,0,2,2,0,0,0.5329,0.2701,0,0,6.5025,7.752,0,0,36,42,0,0,1,0,0,1,1,0,0,0.5929,0.5775,0,0,1.24,0,0,7,0,0,1,0,0,0.36,0,0,-0.49,0,0,-1,0,0,0,0,0,0.02,0,0,3.5344,32.1104,31.1328,0,729,1080,810,0,6,0,72,36,0,1.5876,5.7204,4.7124,0,-5.8,-5.28,0,122,132,0,24,30,0,3.02,3.82,0,5,3,-6
1,295.7046,611.504,1267.442,1520.036,1491,3922,6140,7252,49,98,186,238,284,714,1154,1686,16.8369,44.803,74.5398,111.4466,38.89385,69.564,99.77,98.373,149,258,290,180,6,11,16,17,27,63,76,56,2.3722,4.9511,6.3608,5.1451,53.8786,102.408,161.901,67.32,142,264,180,72,9,16,26,12,42,80,68,48,2.5401,5.6672,6.0698,3.4188,10.5376,7.752,14.44,10.564,56.5,42,49,28,1,2,1.5,2,6,8,5,0.5477,0.5775,0.855,0.56625,11.8336,17.544,45.408,0,64,96,48,0,2,6,0,4,16,12,0,0.5329,1.1242,1.6206,0,0.49,1.33,1.085,1,7,6.5,-1,0,0.5,-0.02,0.36,0.37,1.78,7.44,0,4,42,0,-4,6,0,-0.08,2.16,0,2.4025,31.372,39.525,96.565,625,1175,1500,950,10,28,96,228,192,1.9321,6.116,10.703,15.5124,-10.94,-10,-18.9,103,190,662,20,22,136,3.94,6.2,27.76,5,1,-2
2,327.2485,691.36,1391.0104,1711.002,1893,4692,6668,6636,52,110,208,262,318,820,1252,1438,20.5215,54.1506,90.0986,108.9998,15.08485,8.772,0,0,82,48,0,0,1.5,1,0,0,1,1,0,0,0.82935,0.5621,0,0,146.7722,299.778,507.666,669.5502,500,1056,1590,1758,24,48,84,108,132,330,474,528,8.6376,20.944,32.1092,39.9036,9.16805,4.386,0,0,50,24,0,0,0.5,0,0,0.5,0.5,0,0,0.5629,0.28105,0,0,11.8336,8.772,17.544,36.9456,64,48,96,168,1,2,4,1,3,6,8,0.5329,0.5621,1.1242,1.9272,-0.445,0,0,-1,0,0,0,0,0,0.02,0,0,0.89,1.78,3.02,2,4,11,-2,-4,-4,-0.04,-0.08,0.28,3.5344,37.13,25.6432,19.176,729,1242,864,648,5,4,66,78,72,1.5876,5.5692,4.8006,3.8808,-8.47,-4.24,-2.68,116,103,84,25,17,12,3.14,2.49,1.96,4,2,-6
1,316.306,697.5024,1377.21,1868.636,1754,4628,7680,9220,51,108,198,284,306,828,1406,1836,19.4771,51.9332,89.5446,124.7412,42.07135,73.746,123.2595,100.98,115,180,180,108,7,12,21,18,33,72,84,72,2.0531,4.2966,5.5083,5.1282,57.2036,118.983,171.695,126.632,212,456,512,110,9,18,26,22,44,102,122,50,3.4521,8.085,10.305,5.3206,10.5376,11.628,30.096,0,56.5,63,31.5,0,1.5,4.5,0,4.5,18,13.5,0,0.5477,0.86625,1.24875,0,11.8336,17.544,32.68,15.136,64,96,112,16,2,4,2,4,12,16,4,0.5329,1.1242,1.6644,0.5402,0.735,3.78,0,1.5,27,0,-1.5,9,0,-0.03,1.71,0,1.78,4.26,2.48,4,18,14,-2,0,2,-0.08,0.64,0.72,3.3489,37.0392,51.3315,105.774,676,1222,1716,1690,11,25,102,216,246,1.5625,5.5,10.5875,15.5625,-9.26,-7.92,-12.05,109,220,585,19,30,109,3.1,5.28,18.8,4,5,-2
2,211.2315,421.06,888.2364,968.544,1508,3696,4850,5064,32,66,124,134,190,460,620,762,13.2531,34.2538,54.4414,62.351,13.78885,7.752,0,0,74.5,42,0,0,1.5,1,0,0,1,1,0,0,0.84415,0.5775,0,0,90.0597,165.648,257.031,271.946,315,564,708,560,14,26,42,40,68,150,154,128,4.9886,10.9802,14.2554,13.5,9.16805,3.876,0,0,50,21,0,0,0.5,0,0,0.5,0.5,0,0,0.5629,0.28875,0,0,11.8336,8.772,17.544,39.044,64,48,96,80,1,2,5,1,3,7,7,0.5329,0.5621,1.1242,1.6425,-0.245,0,0,-0.5,0,0,0,0,0,0.01,0,0,0.89,1.78,5.85,2,4,30,-2,-5,-2,-0.04,-0.08,1.4,3.5344,37.13,24.8912,28.764,729,1242,837,972,5,6,66,78,132,1.5876,5.5692,4.8258,5.8212,-8.47,-3.84,-4.02,116,104,126,25,17,14,3.14,2.47,2.94,4,2,-5
1,306.1385,620.9624,1191.606,2013.312,2389,7164,11772,13008,58,114,234,366,348,948,1722,2742,20.1924,57.6504,109.4382,177.471,15.57485,14.454,14.52,0,146,45,3,0,2.5,3,3,0,6,9,3,0,1.0336,1.1766,0.4107,0,67.8636,134.487,212.859,201.96,342,648,504,216,13,24,42,36,66,144,168,144,4.1344,10.0254,13.0812,10.2564,8.31485,7.227,0,0,144.5,22.5,0,0,1.5,0,0,4.5,4.5,0,0,0.82825,0.5883,0,0,4.7961,16.7535,43.362,0,225,270,135,0,3,9,0,9,36,27,0,1.1236,2.4486,3.5298,0,-0.015,0,0,21,0,0,3,0,0,1.035,0,0,-1.08,-0.09,0,27,126,0,-3,18,0,0.87,6.21,0,3.5344,27.0532,69.936,148.896,729,2241,2025,972,15,36,126,306,216,1.5876,7.5978,13.041,16.7832,-3.11,-9,-11.52,79,330,936,15,39,180,1.53,8.55,32.04,5,3,-2
2,170.3966,356.563,795.708,1356.596,1130,2872,4074,3064,28,58,128,218,186,552,928,898,10.4324,29.655,56.1176,70.0734,13.78885,7.752,0,0,74.5,42,0,0,1.5,1,0,0,1,1,0,0,0.84415,0.5775,0,0,70.2082,142.397,212.992,233.0272,178,344,328,226,12,22,36,42,58,136,144,98,3.406,7.995,10.1836,8.9098,9.16805,3.876,0,0,50,21,0,0,0.5,0,0,0.5,0.5,0,0,0.5629,0.28875,0,0,9.2416,21.128,21.128,22.6176,49,56,56,63,3,3,3,9,18,18,15,0.5625,1.1325,1.1325,1.1175,-0.245,0,0,-0.5,0,0,0,0,0,0.01,0,0,2.17,2.17,1.68,13,13,12,3,3,4,0.74,0.74,0.76,2.4025,28.1325,47.802,27.28,625,1050,975,200,13,8,114,150,48,1.9321,6.255,9.4381,4.1144,-8.85,-10.69,-5.2,108,286,192,17,53,40,3.84,11.28,8.16,5,3,-3
1,599.9245,1289.16,2294.6884,3029.192,2861,6724,9240,9976,103,212,382,496,594,1496,2170,2544,38.5319,98.3016,155.6466,193.7424,10.9096,0,0,0,176.5,0,0,0,1,0,0,0,0,0,0,0,0.7565,0,0,0,143.6891,306.918,503.943,661.325,458,1044,1470,1580,25,50,86,112,136,340,492,556,8.8641,21.5754,32.2478,40.4656,10.9096,0,0,0,176.5,0,0,0,0,0,0,0,0,0,0,0.7565,0,0,0,6.5025,7.752,6.5025,13.005,36,42,36,72,1,1,2,1,2,3,6,0.5929,0.5775,0.5929,1.1858,0,0,0,0,0,0,0,0,0,0,0,0,-0.49,0,0,-1,0,0,-1,-2,-4,0.02,0,0,3.3489,30.744,22.2528,18.666,676,1274,728,624,4,4,60,48,72,1.5625,6,3.75,3.85,-5.82,-4.84,-2.88,107,76,80,26,16,12,2.7,2,1.92,4,3,-3
1,130.7961,249.808,523.208,982.08,963,2400,2338,1032,21,40,84,140,124,348,520,452,7.1645,20.1392,34.5356,38.4652,16.6736,15.136,4.84,0,65,16,1,0,2,2,1,0,3,4,1,0,0.6698,0.5402,0.1369,0,23.7616,40.128,29.04,0,52,42,6,0,4,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0,11.8336,7.568,0,0,64,8,0,0,1,0,0,2,2,0,0,0.5329,0.2701,0,0,9.2416,20.064,0,0,49,21,0,0,3,0,0,9,9,0,0,0.5625,0.8325,0,0,1.24,0,0,7,0,0,1,0,0,0.36,0,0,2.52,0,0,18,0,0,6,0,0,1.14,0,0,2.4025,29.512,47.74,0,625,1100,350,0,14,0,120,84,0,1.9321,6.1994,7.2002,0,-9.74,-9.1,0,106,336,0,16,70,0,3.88,14.28,0,5,1,-2
1,178.2806,353.6074,683.934,1036.924,1375,3326,3712,3008,26,52,92,146,144,388,572,610,10.5773,27.0828,43.6768,53.1382,44.3459,78.2085,109.307,117.202,191,330,392,334,6.5,12,17,19,29,68,85,70,2.88145,5.8366,7.5543,7.2121,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,10.5376,7.752,14.44,10.564,56.5,42,49,28,1,2,1.5,2,6,8,5,0.5477,0.5775,0.855,0.56625,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,0.49,1.33,1.085,1,7,6.5,-1,0,0.5,-0.02,0.36,0.37,2.48,0,0,14,0,0,2,0,0,0.72,0,0,3.5344,38.0512,42.676,17.86,729,1269,540,378,10,4,96,84,48,1.5876,5.544,5.67,2.8728,-8.96,-3.9,-1.98,115,250,94,20,46,16,3.16,8.1,2.76,5,1,-2
2,171.5285,368.542,816.0624,1368.212,1234,3040,4230,3096,28,58,128,218,186,552,928,898,10.0879,28.485,54.3522,69.3038,13.78885,7.752,0,0,74.5,42,0,0,1.5,1,0,0,1,1,0,0,0.84415,0.5775,0,0,70.2082,142.397,212.992,233.0272,178,344,328,226,12,22,36,42,58,136,144,98,3.406,7.995,10.1836,8.9098,9.16805,3.876,0,0,50,21,0,0,0.5,0,0,0.5,0.5,0,0,0.5629,0.28875,0,0,9.2416,21.128,21.128,22.6176,49,56,56,63,3,3,3,9,18,18,15,0.5625,1.1325,1.1325,1.1175,-0.245,0,0,-0.5,0,0,0,0,0,0.01,0,0,2.17,2.17,1.68,13,13,12,3,3,4,0.74,0.74,0.76,3.5344,34.122,57.9792,33.088,729,1134,1053,216,13,8,114,150,48,1.5876,5.67,8.5554,3.7296,-6.87,-6.4,-2.56,120,312,208,17,53,40,3.06,9.59,7.12,5,3,-3
1,124.0521,223.96,484.028,818.4,1005,2520,2404,864,18,34,66,110,100,276,382,302,6.665,18.2186,29.3642,29.8294,17.7976,20.064,14.52,0,58,21,3,0,2.5,3,3,0,6,9,3,0,0.75305,0.8325,0.4107,0,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,10.5376,10.032,0,0,56.5,10.5,0,0,1.5,0,0,4.5,4.5,0,0,0.5477,0.41625,0,0,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,1.26,0,0,9,0,0,3,0,0,0.57,0,0,2.48,0,0,14,0,0,2,0,0,0.72,0,0,2.4025,31.372,37.51,0,625,1175,275,0,11,0,102,66,0,1.9321,6.116,5.6573,0,-10.94,-7.15,0,103,264,0,19,55,0,3.94,11.22,0,4,4,-2
1,301.8141,654.424,1200.308,1747.184,1677,4256,6416,7912,50,106,186,278,292,780,1238,1622,20.2842,53.7282,88.6434,120.7486,17.7976,20.064,14.52,0,58,21,3,0,2.5,3,3,0,6,9,3,0,0.75305,0.8325,0.4107,0,65.9541,139.128,199.54,196.746,234,516,580,360,11,22,32,34,54,126,152,112,4.2115,9.9022,12.7216,10.2902,10.5376,10.032,0,0,56.5,10.5,0,0,1.5,0,0,4.5,4.5,0,0,0.5477,0.41625,0,0,9.2416,15.504,28.88,21.128,49,84,98,56,2,4,3,4,12,16,10,0.5625,1.155,1.71,1.1325,1.26,0,0,9,0,0,3,0,0,0.57,0,0,0.98,2.66,2.17,2,14,13,-2,0,1,-0.04,0.72,0.74,2.4025,28.892,41.85,58.9,625,1075,1275,1400,11,16,102,162,192,1.9321,6.2272,10.1053,12.6768,-9.34,-9.95,-13.2,107,224,344,19,39,64,3.86,8.02,13.12,5,3,-2
2,210.4527,412.37,882.4108,961.812,1355,3420,4664,4848,32,66,124,134,190,460,620,762,13.2784,34.3422,54.518,62.4434,13.78885,7.752,0,0,74.5,42,0,0,1.5,1,0,0,1,1,0,0,0.84415,0.5775,0,0,90.0597,165.648,257.031,271.946,315,564,708,560,14,26,42,40,68,150,154,128,4.9886,10.9802,14.2554,13.5,9.16805,3.876,0,0,50,21,0,0,0.5,0,0,0.5,0.5,0,0,0.5629,0.28875,0,0,11.8336,8.772,17.544,39.044,64,48,96,80,1,2,5,1,3,7,7,0.5329,0.5621,1.1242,1.6425,-0.245,0,0,-0.5,0,0,0,0,0,0.01,0,0,0.89,1.78,5.85,2,4,30,-2,-5,-2,-0.04,-0.08,1.4,2.7556,32.785,21.9784,25.398,576,1104,744,864,5,6,66,78,132,1.6129,5.6134,4.8641,5.8674,-9.79,-4.94,-5.34,98,89,108,25,17,14,3.2,2.52,3,4,1,-5
1,154.1691,287.48,625.999,889.12,1095,2792,3108,1972,23,44,84,124,128,336,490,536,8.2319,22.1652,35.662,42.4404,32.8561,51.204,80.9505,33.66,103,132,90,36,5,8,13,6,21,40,34,24,1.5365,2.8336,3.0349,1.7094,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,11.8336,8.772,22.704,0,64,48,24,0,1,3,0,2,8,6,0,0.5329,0.5621,0.8103,0,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,0.89,3.72,0,2,21,0,-2,3,0,-0.04,1.08,0,2.48,0,0,14,0,0,2,0,0,0.72,0,0,2.4025,31.992,35.185,20.46,625,1200,500,150,10,6,96,96,36,1.9321,6.0882,6.255,3.0858,-11.34,-7.2,-3.9,102,230,144,20,44,30,3.96,9.4,6.12,4,2,-2
1,344.3597,757.5248,1371.768,1937.03,1810,4644,7320,9480,57,122,210,310,332,882,1410,1870,23.2033,60.8902,99.891,137.849,38.89385,69.564,99.77,98.373,149,258,290,180,6,11,16,17,27,63,76,56,2.3722,4.9511,6.3608,5.1451,65.9541,139.128,199.54,196.746,234,516,580,360,11,22,32,34,54,126,152,112,4.2115,9.9022,12.7216,10.2902,10.5376,7.752,14.44,10.564,56.5,42,49,28,1,2,1.5,2,6,8,5,0.5477,0.5775,0.855,0.56625,9.2416,15.504,28.88,21.128,49,84,98,56,2,4,3,4,12,16,10,0.5625,1.155,1.71,1.1325,0.49,1.33,1.085,1,7,6.5,-1,0,0.5,-0.02,0.36,0.37,0.98,2.66,2.17,2,14,13,-2,0,1,-0.04,0.72,0.74,2.7556,30.9424,42.33,78.85,576,1032,1440,1680,10,20,96,180,240,1.6129,5.6896,9.779,14.478,-8.68,-8.9,-14.3,101,180,410,20,30,80,3.14,5,14,4,1,-2
2,158.4473,271.1264,639.8952,563.7056,1790,3726,4964,5328,17,36,66,64,102,252,360,284,10.9511,25.179,40.6218,40.055,17.11705,14.331,7.8432,0,202.5,138,112,0,2,2,1,0,3,4,1,0,1.36435,1.3629,0.765,0,60.3394,83.181,117.5104,94.6688,328,456,640,512,6,10,12,8,22,42,28,8,3.3174,5.6826,6.6284,4.2632,10.5376,3.876,3.9216,0,56.5,21,56,0,0.5,0.5,0,0.5,1,0.5,0,0.5477,0.28875,0.3825,0,11.8336,8.772,20.6056,23.6672,64,48,112,128,1,2,2,1,3,4,2,0.5329,0.5621,1.095,1.0658,0.245,0.23,0,0.5,-4.5,0,-0.5,0,0,-0.01,-0.135,0,0.89,0.89,0,2,2,0,-2,-2,0,-0.04,-0.04,0,3.5344,38.0512,23.97,30.7192,729,1269,810,1296,5,5,66,84,30,1.5876,5.544,4.851,4.9644,-8.96,-3.35,-6.94,115,105,87,25,16,25,3.16,2.45,2.36,5,1,-7
