misc-dent-eq,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,f-chi-0-ax,f-chi-1-ax,f-chi-2-ax,f-chi-3-ax,f-Z-0-ax,f-Z-1-ax,f-Z-2-ax,f-Z-3-ax,f-I-0-ax,f-I-1-ax,f-I-2-ax,f-I-3-ax,f-T-0-ax,f-T-1-ax,f-T-2-ax,f-T-3-ax,f-S-0-ax,f-S-1-ax,f-S-2-ax,f-S-3-ax,f-chi-0-eq,f-chi-1-eq,f-chi-2-eq,f-chi-3-eq,f-Z-0-eq,f-Z-1-eq,f-Z-2-eq,f-Z-3-eq,f-I-0-eq,f-I-1-eq,f-I-2-eq,f-I-3-eq,f-T-0-eq,f-T-1-eq,f-T-2-eq,f-T-3-eq,f-S-0-eq,f-S-1-eq,f-S-2-eq,f-S-3-eq,lc-chi-0-ax,lc-chi-1-ax,lc-chi-2-ax,lc-chi-3-ax,lc-Z-0-ax,lc-Z-1-ax,lc-Z-2-ax,lc-Z-3-ax,lc-I-1-ax,lc-I-2-ax,lc-I-3-ax,lc-T-0-ax,lc-T-1-ax,lc-T-2-ax,lc-T-3-ax,lc-S-0-ax,lc-S-1-ax,lc-S-2-ax,lc-S-3-ax,lc-chi-0-eq,lc-chi-1-eq,lc-chi-2-eq,lc-chi-3-eq,lc-Z-0-eq,lc-Z-1-eq,lc-Z-2-eq,lc-Z-3-eq,lc-I-1-eq,lc-I-2-eq,lc-I-3-eq,lc-T-0-eq,lc-T-1-eq,lc-T-2-eq,lc-T-3-eq,lc-S-0-eq,lc-S-1-eq,lc-S-2-eq,lc-S-3-eq,D_lc-chi-1-ax,D_lc-chi-2-ax,D_lc-chi-3-ax,D_lc-Z-1-ax,D_lc-Z-2-ax,D_lc-Z-3-ax,D_lc-T-1-ax,D_lc-T-2-ax,D_lc-T-3-ax,D_lc-S-1-ax,D_lc-S-2-ax,D_lc-S-3-ax,D_lc-chi-1-eq,D_lc-chi-2-eq,D_lc-chi-3-eq,D_lc-Z-1-eq,D_lc-Z-2-eq,D_lc-Z-3-eq,D_lc-T-1-eq,D_lc-T-2-eq,D_lc-T-3-eq,D_lc-S-1-eq,D_lc-S-2-eq,D_lc-S-3-eq,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-2-all,mc-I-3-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,ox,spin,charge_lig
1,110.3341,152.6884,288.424,455.8552,1381,2964,3888,3408,13,24,42,52,66,160,176,120,8.8448,19.4908,30.2866,31.4828,17.11705,14.331,7.8432,0,202.5,138,112,0,2,2,1,0,3,4,1,0,1.36435,1.3629,0.765,0,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,9.245,3.2895,3.9216,0,160,48,56,0,0.5,0.5,0,0.5,1,0.5,0,0.78665,0.3927,0.3825,0,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,0.015,-0.23,0,5,4.5,0,-0.5,0,0,0.125,0.135,0,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,2.7556,26.9252,27.0746,5.0464,576,1152,912,168,5,1,66,36,6,1.6129,6.1341,4.6863,0.9525,-6.26,-8.01,-1.38,96,82,17,25,24,5,2.79,2.66,0.52,4,1,-3
2,219.249,447.5264,947.518,1101.004,1475,3708,4720,4792,34,70,134,154,204,504,686,846,13.0709,34.7134,56.024,64.8558,17.7976,20.064,14.52,0,58,21,3,0,2.5,3,3,0,6,9,3,0,0.75305,0.8325,0.4107,0,90.0597,165.648,257.031,271.946,315,564,708,560,14,26,42,40,68,150,154,128,4.9886,10.9802,14.2554,13.5,10.5376,10.032,0,0,56.5,10.5,0,0,1.5,0,0,4.5,4.5,0,0,0.5477,0.41625,0,0,11.8336,8.772,17.544,39.044,64,48,96,80,1,2,5,1,3,7,7,0.5329,0.5621,1.1242,1.6425,1.26,0,0,9,0,0,3,0,0,0.57,0,0,0.89,1.78,5.85,2,4,30,-2,-5,-2,-0.04,-0.08,1.4,3.5344,38.0512,31.584,28.764,729,1269,729,972,7,6,78,90,132,1.5876,5.544,5.2794,5.8212,-8.96,-3.64,-4.02,115,162,126,23,27,14,3.16,4.63,2.94,5,5,-4
1,175.2366,357.424,702.758,1208.996,1131,2834,3344,2788,29,58,114,182,172,474,734,806,10.5693,29.0166,49.3566,61.2394,38.89385,69.564,99.77,98.373,149,258,290,180,6,11,16,17,27,63,76,56,2.3722,4.9511,6.3608,5.1451,23.7616,40.128,29.04,0,52,42,6,0,4,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0,10.5376,7.752,14.44,10.564,56.5,42,49,28,1,2,1.5,2,6,8,5,0.5477,0.5775,0.855,0.56625,9.2416,20.064,0,0,49,21,0,0,3,0,0,9,9,0,0,0.5625,0.8325,0,0,0.49,1.33,1.085,1,7,6.5,-1,0,0.5,-0.02,0.36,0.37,2.52,0,0,18,0,0,6,0,0,1.14,0,0,2.4025,28.892,48.825,14.725,625,1075,600,350,14,4,120,108,48,1.9321,6.2272,8.3122,3.1692,-9.34,-9.8,-3.3,107,326,86,16,66,16,3.86,13.48,3.28,4,2,-2
2,331.3547,747.0188,1442.865,2073.234,1738,4584,7908,10000,55,120,222,328,342,936,1622,2208,22.0175,59.6736,105.0058,150.9508,42.07135,73.746,123.2595,100.98,115,180,180,108,7,12,21,18,33,72,84,72,2.0531,4.2966,5.5083,5.1282,122.2282,268.821,406.906,466.2082,466,1080,1420,1318,20,42,64,76,106,258,344,330,8.1492,19.8506,27.8752,28.2572,10.5376,11.628,30.096,0,56.5,63,31.5,0,1.5,4.5,0,4.5,18,13.5,0,0.5477,0.86625,1.24875,0,9.2416,15.504,29.944,38.1216,49,84,133,147,2,4,5,4,12,20,20,0.5625,1.155,2.01,2.2725,0.735,3.78,0,1.5,27,0,-1.5,9,0,-0.03,1.71,0,0.98,2.31,2.66,2,9,14,-2,-2,0,-0.04,0.32,0.72,2.7556,30.9424,46.563,81.34,576,1032,1584,1464,11,21,102,216,222,1.6129,5.6896,10.7569,13.9319,-8.68,-9.79,-14.14,101,198,443,19,30,89,3.14,5.5,15.7,4,1,-2
1,123.0441,216.9468,462.5524,687.6456,1245,2660,2744,1872,17,32,58,92,90,240,316,256,7.5684,18.2234,28.2324,29.9382,17.11705,14.331,7.8432,0,202.5,138,112,0,2,2,1,0,3,4,1,0,1.36435,1.3629,0.765,0,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,10.5376,3.876,3.9216,0,56.5,21,56,0,0.5,0.5,0,0.5,1,0.5,0,0.5477,0.28875,0.3825,0,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,0.245,0.23,0,0.5,-4.5,0,-0.5,0,0,-0.01,-0.135,0,2.48,0,0,14,0,0,2,0,0,0.72,0,0,2.7556,33.5984,33.449,4.2828,576,1128,336,384,9,1,90,60,6,1.6129,5.588,4.7371,1.2954,-10.28,-5.21,-0.92,97,202,8,21,44,5,3.22,7.7,0.25,4,1,-3
1,253.918,533.859,1001.9734,1563.314,1406,3396,3950,3236,43,86,166,244,252,668,982,1032,14.8523,39.4854,65.3826,81.2856,77.76135,153.459,251.9715,330.6625,261,522,735,790,13,25,43,56,68,170,246,278,4.6985,10.7877,16.1239,20.2328,23.7616,40.128,29.04,0,52,42,6,0,4,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0,9.16805,3.876,3.25125,6.5025,50,21,18,36,0.5,0.5,1,0.5,1,1.5,3,0.5629,0.28875,0.29645,0.5929,9.2416,20.064,0,0,49,21,0,0,3,0,0,9,9,0,0,0.5625,0.8325,0,0,-0.245,0,0,-0.5,0,0,-0.5,-1,-2,0.01,0,0,2.52,0,0,18,0,0,6,0,0,1.14,0,0,3.3489,33.2145,53.8752,4.6665,676,1092,494,156,13,1,114,84,18,1.5625,5.625,6.4875,0.9625,-7.17,-5.65,-0.72,114,319,20,17,64,3,3,11.06,0.48,4,3,-2
1,198.2207,368.7696,802.8342,767.5574,2254,4980,7274,2932,31,62,118,124,180,428,562,624,14.9303,35.4438,58.9182,49.4564,77.76135,153.459,251.9715,330.6625,261,522,735,790,13,25,43,56,68,170,246,278,4.6985,10.7877,16.1239,20.2328,9.9856,0,0,0,289,0,0,0,1,0,0,0,0,0,0,0,0.9801,0,0,0,9.16805,3.876,3.25125,6.5025,50,21,18,36,0.5,0.5,1,0.5,1,1.5,3,0.5629,0.28875,0.29645,0.5929,9.9856,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0.9801,0,0,0,-0.245,0,0,-0.5,0,0,-0.5,-1,-2,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7556,30.9258,5.0464,4.233,576,1968,168,144,1,1,42,12,18,1.6129,6.9342,0.9525,0.9779,-8.67,-1.38,-0.89,62,17,18,29,4,3,2.16,0.52,0.5,5,2,-6
1,305.953,619.5234,1187.886,2005.392,2336,6998,11622,12936,58,114,234,366,348,948,1722,2742,20.1673,57.5298,109.2312,177.2046,15.57485,14.454,14.52,0,146,45,3,0,2.5,3,3,0,6,9,3,0,1.0336,1.1766,0.4107,0,67.8636,134.487,212.859,201.96,342,648,504,216,13,24,42,36,66,144,168,144,4.1344,10.0254,13.0812,10.2564,8.31485,7.227,0,0,144.5,22.5,0,0,1.5,0,0,4.5,4.5,0,0,0.82825,0.5883,0,0,4.7961,16.7535,43.362,0,225,270,135,0,3,9,0,9,36,27,0,1.1236,2.4486,3.5298,0,-0.015,0,0,21,0,0,3,0,0,1.035,0,0,-1.08,-0.09,0,27,126,0,-3,18,0,0.87,6.21,0,3.3489,26.3337,68.076,144.936,676,2158,1950,936,15,36,126,306,216,1.5625,7.5375,12.9375,16.65,-3.41,-9.75,-13.32,73,315,900,15,39,180,1.47,8.4,31.68,4,3,-2
2,204.3411,394.412,891.058,866.314,1608,3978,5256,4888,31,64,122,124,186,444,590,720,13.4223,34.8596,54.9582,59.4324,10.9096,0,0,0,176.5,0,0,0,1,0,0,0,0,0,0,0,0.7565,0,0,0,90.0597,165.648,257.031,271.946,315,564,708,560,14,26,42,40,68,150,154,128,4.9886,10.9802,14.2554,13.5,10.9096,0,0,0,176.5,0,0,0,0,0,0,0,0,0,0,0.7565,0,0,0,11.8336,8.772,17.544,39.044,64,48,96,80,1,2,5,1,3,7,7,0.5329,0.5621,1.1242,1.6425,0,0,0,0,0,0,0,0,0,0,0,0,0.89,1.78,5.85,2,4,30,-2,-5,-2,-0.04,-0.08,1.4,2.4025,31.558,15.81,23.715,625,1425,600,900,4,6,60,72,132,1.9321,6.4496,4.2812,6.4218,-11.06,-4,-6,93,76,114,26,12,14,3.7,2.48,3.72,5,1,-5
2,270.3955,616.0134,1260.745,1571.959,1652,4300,7042,8346,44,98,190,246,288,784,1338,1620,18.1812,50.2082,89.779,113.6258,24.3001,31.0845,39.102,20.064,94,96,63,21,3.5,5,7,3,12,22,13,3,1.34595,2.0251,1.8429,0.8325,109.2232,242.811,404.568,383.1802,394,936,1284,862,18,38,64,64,102,250,336,250,6.9634,17.479,26.0216,21.204,10.5376,3.876,3.876,10.032,56.5,21,21,10.5,0.5,0.5,1.5,0.5,1,2,1.5,0.5477,0.28875,0.28875,0.41625,9.2416,15.504,36.632,30.3696,49,84,140,105,2,5,4,4,14,22,14,0.5625,1.155,2.2875,1.695,0.245,0.245,1.26,0.5,0.5,9,-0.5,-1.5,0,-0.01,-0.01,0.57,0.98,3.15,2.17,2,15,13,-3,-1,1,-0.04,0.7,0.74,3.3489,34.1112,41.9985,74.2065,676,1118,1404,1612,9,17,90,180,216,1.5625,5.6,8.6625,12.3625,-7.66,-6.48,-9.44,113,180,380,21,24,66,3.02,4.32,11.36,5,2,-2
4,256.023,600.705,1189.3744,1657.468,1753,4524,7688,9856,40,94,176,250,270,760,1348,1714,19.0016,52.1986,94.7636,127.0046,13.78885,7.752,0,0,74.5,42,0,0,1.5,1,0,0,1,1,0,0,0.84415,0.5775,0,0,225.0964,518.772,829.464,958.168,928,2256,3360,2920,36,80,128,152,208,528,768,744,15.7508,39.7936,60.6144,61.3496,9.16805,3.876,0,0,50,21,0,0,0.5,0,0,0.5,0.5,0,0,0.5629,0.28875,0,0,9.2416,15.504,31.008,42.256,49,84,168,112,2,4,6,4,12,24,20,0.5625,1.155,2.31,2.265,-0.245,0,0,-0.5,0,0,0,0,0,0.01,0,0,0.98,1.96,4.34,2,4,26,-2,-4,2,-0.04,-0.08,1.48,3.3489,33.2145,42.8952,55.998,676,1092,1430,1872,9,12,90,150,216,1.5625,5.625,8.6375,11.55,-7.17,-6.97,-8.64,114,179,240,21,29,36,3,4.34,5.76,4,3,-5
1,302.7605,664.8624,1215.428,1768.464,1728,4342,6518,8024,50,106,186,278,292,780,1238,1622,19.9146,52.4738,86.6078,118.195,17.7976,20.064,14.52,0,58,21,3,0,2.5,3,3,0,6,9,3,0,0.75305,0.8325,0.4107,0,65.9541,139.128,199.54,196.746,234,516,580,360,11,22,32,34,54,126,152,112,4.2115,9.9022,12.7216,10.2902,10.5376,10.032,0,0,56.5,10.5,0,0,1.5,0,0,4.5,4.5,0,0,0.5477,0.41625,0,0,9.2416,15.504,28.88,21.128,49,84,98,56,2,4,3,4,12,16,10,0.5625,1.155,1.71,1.1325,1.26,0,0,9,0,0,3,0,0,0.57,0,0,0.98,2.66,2.17,2,14,13,-2,0,1,-0.04,0.72,0.74,3.3489,34.1112,49.41,69.54,676,1118,1326,1456,11,16,102,162,192,1.5625,5.6,9.0875,11.4,-7.66,-6.87,-8.72,113,235,360,19,39,64,3.02,6.48,10.88,5,4,-2
4,255.4297,594.534,1181.4048,1647.064,1653,4356,7468,9568,40,94,176,250,270,760,1348,1714,19.052,52.3786,95.04,127.3742,13.78885,7.752,0,0,74.5,42,0,0,1.5,1,0,0,1,1,0,0,0.84415,0.5775,0,0,225.0964,518.772,829.464,958.168,928,2256,3360,2920,36,80,128,152,208,528,768,744,15.7508,39.7936,60.6144,61.3496,9.16805,3.876,0,0,50,21,0,0,0.5,0,0,0.5,0.5,0,0,0.5629,0.28875,0,0,9.2416,15.504,31.008,42.256,49,84,168,112,2,4,6,4,12,24,20,0.5625,1.155,2.31,2.265,-0.245,0,0,-0.5,0,0,0,0,0,0.01,0,0,0.98,1.96,4.34,2,4,26,-2,-4,2,-0.04,-0.08,1.48,2.7556,30.129,38.9104,50.796,576,1008,1320,1728,9,12,90,150,216,1.6129,5.715,8.7757,11.7348,-8.19,-8.5,-10.68,102,161,216,21,29,36,3.12,4.52,6,4,1,-5
1,175.5897,361.5248,709.688,1211.086,1082,2748,3296,2760,29,58,114,182,172,474,734,806,10.2501,27.9414,47.9214,60.6922,38.89385,69.564,99.77,98.373,149,258,290,180,6,11,16,17,27,63,76,56,2.3722,4.9511,6.3608,5.1451,23.7616,40.128,29.04,0,52,42,6,0,4,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0,10.5376,7.752,14.44,10.564,56.5,42,49,28,1,2,1.5,2,6,8,5,0.5477,0.5775,0.855,0.56625,9.2416,20.064,0,0,49,21,0,0,3,0,0,9,9,0,0,0.5625,0.8325,0,0,0.49,1.33,1.085,1,7,6.5,-1,0,0.5,-0.02,0.36,0.37,2.52,0,0,18,0,0,6,0,0,1.14,0,0,2.7556,30.9424,52.29,15.77,576,1032,576,336,14,4,120,108,48,1.6129,5.6896,7.5946,2.8956,-8.68,-8.26,-2.86,101,312,82,16,66,16,3.14,11.8,2.8,4,3,-2
2,177.1125,384.7524,855.404,1458.368,1162,3008,4038,2848,29,60,132,228,192,572,976,980,9.7141,28.2204,54.1668,68.6868,16.6736,15.136,4.84,0,65,16,1,0,2,2,1,0,3,4,1,0,0.6698,0.5402,0.1369,0,70.2082,142.397,212.992,233.0272,178,344,328,226,12,22,36,42,58,136,144,98,3.406,7.995,10.1836,8.9098,11.8336,7.568,0,0,64,8,0,0,1,0,0,2,2,0,0,0.5329,0.2701,0,0,9.2416,21.128,21.128,22.6176,49,56,56,63,3,3,3,9,18,18,15,0.5625,1.1325,1.1325,1.1175,1.24,0,0,7,0,0,1,0,0,0.36,0,0,2.17,2.17,1.68,13,13,12,3,3,4,0.74,0.74,0.76,3.3489,34.8432,58.926,32.208,676,1144,884,208,14,8,120,156,48,1.5625,5.575,8.475,3.7,-8.06,-6.58,-2.96,112,330,200,16,58,40,3.04,10.72,7.04,4,3,-2
1,131.1492,253.9968,529.984,982.08,914,2312,2310,1032,21,40,84,140,124,348,520,452,6.8453,19.0688,33.2924,38.4652,16.6736,15.136,4.84,0,65,16,1,0,2,2,1,0,3,4,1,0,0.6698,0.5402,0.1369,0,23.7616,40.128,29.04,0,52,42,6,0,4,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0,11.8336,7.568,0,0,64,8,0,0,1,0,0,2,2,0,0,0.5329,0.2701,0,0,9.2416,20.064,0,0,49,21,0,0,3,0,0,9,9,0,0,0.5625,0.8325,0,0,1.24,0,0,7,0,0,1,0,0,0.36,0,0,2.52,0,0,18,0,0,6,0,0,1.14,0,0,2.7556,31.6064,51.128,0,576,1056,336,0,14,0,120,84,0,1.6129,5.6642,6.5786,0,-9.08,-7.56,0,100,322,0,16,70,0,3.16,12.6,0,4,1,-2
1,344.953,763.8624,1380.438,1953.18,1910,4816,7560,9760,57,122,210,310,332,882,1410,1870,23.1529,60.711,99.583,137.393,38.89385,69.564,99.77,98.373,149,258,290,180,6,11,16,17,27,63,76,56,2.3722,4.9511,6.3608,5.1451,65.9541,139.128,199.54,196.746,234,516,580,360,11,22,32,34,54,126,152,112,4.2115,9.9022,12.7216,10.2902,10.5376,7.752,14.44,10.564,56.5,42,49,28,1,2,1.5,2,6,8,5,0.5477,0.5775,0.855,0.56625,9.2416,15.504,28.88,21.128,49,84,98,56,2,4,3,4,12,16,10,0.5625,1.155,1.71,1.1325,0.49,1.33,1.085,1,7,6.5,-1,0,0.5,-0.02,0.36,0.37,0.98,2.66,2.17,2,14,13,-2,0,1,-0.04,0.72,0.74,3.3489,34.1112,46.665,86.925,676,1118,1560,1820,10,20,96,180,240,1.5625,5.6,9.625,14.25,-7.66,-7.2,-10.9,113,200,450,20,30,80,3.02,4.8,13.6,5,2,-2
1,120.7141,198.396,386.648,441.8952,2242,3456,4038,5640,16,30,48,58,78,184,224,210,12.0591,23.3982,32.6458,38.9766,13.78885,7.752,0,0,74.5,42,0,0,1.5,1,0,0,1,1,0,0,0.84415,0.5775,0,0,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,9.16805,3.876,0,0,50,21,0,0,0.5,0,0,0.5,0.5,0,0,0.5629,0.28875,0,0,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,-0.245,0,0,-0.5,0,0,0,0,0,0.01,0,0,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,3.5344,34.122,24.8912,19.4016,729,1134,837,1728,5,4,66,54,24,1.5876,5.67,4.8258,5.1408,-6.87,-3.84,-2.8,120,104,44,25,21,20,3.06,2.47,0.96,5,5,-7
1,131.1492,253.9968,529.984,982.08,914,2312,2310,1032,21,40,84,140,124,348,520,452,6.8453,19.0688,33.2924,38.4652,16.6736,15.136,4.84,0,65,16,1,0,2,2,1,0,3,4,1,0,0.6698,0.5402,0.1369,0,23.7616,40.128,29.04,0,52,42,6,0,4,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0,11.8336,7.568,0,0,64,8,0,0,1,0,0,2,2,0,0,0.5329,0.2701,0,0,9.2416,20.064,0,0,49,21,0,0,3,0,0,9,9,0,0,0.5625,0.8325,0,0,1.24,0,0,7,0,0,1,0,0,0.36,0,0,2.52,0,0,18,0,0,6,0,0,1.14,0,0,2.7556,31.6064,51.128,0,576,1056,336,0,14,0,120,84,0,1.6129,5.6642,6.5786,0,-9.08,-7.56,0,100,322,0,16,70,0,3.16,12.6,0,5,2,-2
1,176.3685,369.7264,723.548,1215.266,1235,3006,3440,2844,29,58,114,182,172,474,734,806,10.2248,27.8518,47.8018,60.6466,38.89385,69.564,99.77,98.373,149,258,290,180,6,11,16,17,27,63,76,56,2.3722,4.9511,6.3608,5.1451,23.7616,40.128,29.04,0,52,42,6,0,4,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0,10.5376,7.752,14.44,10.564,56.5,42,49,28,1,2,1.5,2,6,8,5,0.5477,0.5775,0.855,0.56625,9.2416,20.064,0,0,49,21,0,0,3,0,0,9,9,0,0,0.5625,0.8325,0,0,0.49,1.33,1.085,1,7,6.5,-1,0,0.5,-0.02,0.36,0.37,2.52,0,0,18,0,0,6,0,0,1.14,0,0,3.5344,35.0432,59.22,17.86,729,1161,648,378,14,4,120,108,48,1.5876,5.6448,7.5348,2.8728,-7.36,-5.18,-1.98,119,354,94,16,66,16,3.08,11.66,2.76,4,4,-2
1,131.928,262.3744,543.536,982.08,1067,2576,2394,1032,21,40,84,140,124,348,520,452,6.82,18.9796,33.1888,38.4652,16.6736,15.136,4.84,0,65,16,1,0,2,2,1,0,3,4,1,0,0.6698,0.5402,0.1369,0,23.7616,40.128,29.04,0,52,42,6,0,4,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0,11.8336,7.568,0,0,64,8,0,0,1,0,0,2,2,0,0,0.5329,0.2701,0,0,9.2416,20.064,0,0,49,21,0,0,3,0,0,9,9,0,0,0.5625,0.8325,0,0,1.24,0,0,7,0,0,1,0,0,0.36,0,0,2.52,0,0,18,0,0,6,0,0,1.14,0,0,3.5344,35.7952,57.904,0,729,1188,378,0,14,0,120,84,0,1.5876,5.6196,6.5268,0,-7.76,-4.48,0,118,364,0,16,70,0,3.1,12.46,0,5,1,-2
1,599.3312,1283.448,2290.554,3025.724,2761,6528,9128,9880,103,212,382,496,594,1496,2170,2544,38.5823,98.4936,155.7666,193.8656,10.9096,0,0,0,176.5,0,0,0,1,0,0,0,0,0,0,0,0.7565,0,0,0,143.6891,306.918,503.943,661.325,458,1044,1470,1580,25,50,86,112,136,340,492,556,8.8641,21.5754,32.2478,40.4656,10.9096,0,0,0,176.5,0,0,0,0,0,0,0,0,0,0,0.7565,0,0,0,6.5025,7.752,6.5025,13.005,36,42,36,72,1,1,2,1,2,3,6,0.5929,0.5775,0.5929,1.1858,0,0,0,0,0,0,0,0,0,0,0,0,-0.49,0,0,-1,0,0,-1,-2,-4,0.02,0,0,2.7556,27.888,20.1856,16.932,576,1176,672,576,4,4,60,48,72,1.6129,6.096,3.81,3.9116,-6.84,-5.52,-3.56,95,68,72,26,16,12,2.82,2.08,2,4,1,-3
1,244.926,500.291,942.5974,1349.346,1462,3564,4018,3060,39,78,142,204,220,572,810,848,14.1863,36.947,58.897,69.7104,77.76135,153.459,251.9715,330.6625,261,522,735,790,13,25,43,56,68,170,246,278,4.6985,10.7877,16.1239,20.2328,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,9.16805,3.876,3.25125,6.5025,50,21,18,36,0.5,0.5,1,0.5,1,1.5,3,0.5629,0.28875,0.29645,0.5929,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,-0.245,0,0,-0.5,0,0,-0.5,-1,-2,0.01,0,0,2.48,0,0,14,0,0,2,0,0,0.72,0,0,3.3489,36.1425,37.7712,4.6665,676,1196,390,156,9,1,90,60,18,1.5625,5.525,4.6375,0.9625,-8.77,-4.17,-0.72,110,219,20,21,44,3,3.08,7.54,0.48,5,4,-2
1,307.2605,649.0374,1403.949,1701.946,1524,4056,6384,7400,51,102,204,264,306,784,1282,1808,16.2555,43.983,75.4156,111.9192,44.1986,81.9315,154.0035,155.672,140,252,312,116,7,13,25,28,38,96,124,68,2.2663,5.1821,7.9497,6.142,53.8786,102.408,161.901,67.32,142,264,180,72,9,16,26,12,42,80,68,48,2.5401,5.6672,6.0698,3.4188,11.8336,8.772,23.908,15.136,64,48,64,16,1,3,2,2,8,12,4,0.5329,0.5621,1.1023,0.5402,11.8336,17.544,45.408,0,64,96,48,0,2,6,0,4,16,12,0,0.5329,1.1242,1.6206,0,0.89,3.37,2.48,2,16,14,-2,0,2,-0.04,0.68,0.72,1.78,7.44,0,4,42,0,-4,6,0,-0.08,2.16,0,3.3489,37.7712,46.665,122.061,676,1248,1560,1040,10,30,96,240,216,1.5625,5.475,9.625,14.875,-9.66,-7.2,-11.8,108,200,740,20,20,144,3.12,4.8,25.6,4,3,-2
2,279.7359,547.54,1113.1382,1231.7778,1907,4440,6184,6400,39,82,150,176,232,584,854,876,17.6194,44.079,71.4352,79.8678,77.76135,153.459,251.9715,330.6625,261,522,735,790,13,25,43,56,68,170,246,278,4.6985,10.7877,16.1239,20.2328,60.3394,83.181,117.5104,94.6688,328,456,640,512,6,10,12,8,22,42,28,8,3.3174,5.6826,6.6284,4.2632,9.16805,3.876,3.25125,6.5025,50,21,18,36,0.5,0.5,1,0.5,1,1.5,3,0.5629,0.28875,0.29645,0.5929,11.8336,8.772,20.6056,23.6672,64,48,112,128,1,2,2,1,3,4,2,0.5329,0.5621,1.095,1.0658,-0.245,0,0,-0.5,0,0,-0.5,-1,-2,0.01,0,0,0.89,0.89,0,2,2,0,-2,-2,0,-0.04,-0.04,0,3.5344,37.13,24.8912,30.6628,729,1242,837,1026,5,5,66,84,42,1.5876,5.5692,4.8258,4.6494,-8.47,-3.84,-6.91,116,104,97,25,16,23,3.14,2.47,2.61,4,2,-6
1,133.9905,268.8624,555.388,1029.6,1000,2446,2350,1080,22,42,90,150,132,372,570,510,6.9614,19.525,34.707,41.403,17.7976,20.064,14.52,0,58,21,3,0,2.5,3,3,0,6,9,3,0,0.75305,0.8325,0.4107,0,23.7616,40.128,29.04,0,52,42,6,0,4,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0,10.5376,10.032,0,0,56.5,10.5,0,0,1.5,0,0,4.5,4.5,0,0,0.5477,0.41625,0,0,9.2416,20.064,0,0,49,21,0,0,3,0,0,9,9,0,0,0.5625,0.8325,0,0,1.26,0,0,9,0,0,3,0,0,0.57,0,0,2.52,0,0,18,0,0,6,0,0,1.14,0,0,3.3489,34.1112,60.39,0,676,1118,390,0,15,0,126,90,0,1.5625,5.6,6.9375,0,-7.66,-5.55,0,113,375,0,15,75,0,3.02,13.2,0,5,4,-2
