misc-dent-eq,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,f-chi-0-ax,f-chi-1-ax,f-chi-2-ax,f-chi-3-ax,f-Z-0-ax,f-Z-1-ax,f-Z-2-ax,f-Z-3-ax,f-I-0-ax,f-I-1-ax,f-I-2-ax,f-I-3-ax,f-T-0-ax,f-T-1-ax,f-T-2-ax,f-T-3-ax,f-S-0-ax,f-S-1-ax,f-S-2-ax,f-S-3-ax,f-chi-0-eq,f-chi-1-eq,f-chi-2-eq,f-chi-3-eq,f-Z-0-eq,f-Z-1-eq,f-Z-2-eq,f-Z-3-eq,f-I-0-eq,f-I-1-eq,f-I-2-eq,f-I-3-eq,f-T-0-eq,f-T-1-eq,f-T-2-eq,f-T-3-eq,f-S-0-eq,f-S-1-eq,f-S-2-eq,f-S-3-eq,lc-chi-0-ax,lc-chi-1-ax,lc-chi-2-ax,lc-chi-3-ax,lc-Z-0-ax,lc-Z-1-ax,lc-Z-2-ax,lc-Z-3-ax,lc-I-1-ax,lc-I-2-ax,lc-I-3-ax,lc-T-0-ax,lc-T-1-ax,lc-T-2-ax,lc-T-3-ax,lc-S-0-ax,lc-S-1-ax,lc-S-2-ax,lc-S-3-ax,lc-chi-0-eq,lc-chi-1-eq,lc-chi-2-eq,lc-chi-3-eq,lc-Z-0-eq,lc-Z-1-eq,lc-Z-2-eq,lc-Z-3-eq,lc-I-1-eq,lc-I-2-eq,lc-I-3-eq,lc-T-0-eq,lc-T-1-eq,lc-T-2-eq,lc-T-3-eq,lc-S-0-eq,lc-S-1-eq,lc-S-2-eq,lc-S-3-eq,D_lc-chi-1-ax,D_lc-chi-2-ax,D_lc-chi-3-ax,D_lc-Z-1-ax,D_lc-Z-2-ax,D_lc-Z-3-ax,D_lc-T-1-ax,D_lc-T-2-ax,D_lc-T-3-ax,D_lc-S-1-ax,D_lc-S-2-ax,D_lc-S-3-ax,D_lc-chi-1-eq,D_lc-chi-2-eq,D_lc-chi-3-eq,D_lc-Z-1-eq,D_lc-Z-2-eq,D_lc-Z-3-eq,D_lc-T-1-eq,D_lc-T-2-eq,D_lc-T-3-eq,D_lc-S-1-eq,D_lc-S-2-eq,D_lc-S-3-eq,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-2-all,mc-I-3-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,mc-O-0-all,mc-O-1-all,mc-O-2-all,mc-O-3-all,D_mc-O-1-all,D_mc-O-2-all,D_mc-O-3-all,alpha,ox,spin
4,261.7925,618.7304,1231.8,1736.212,1734,4576,7574,9688,41,96,180,260,276,780,1388,1788,18.6529,52.024,94.714,126.4372,16.6736,15.136,4.84,0,65,16,1,0,2,2,1,0,3,4,1,0,0.6698,0.5402,0.1369,0,225.0964,518.772,829.464,958.168,928,2256,3360,2920,36,80,128,152,208,528,768,744,15.7508,39.7936,60.6144,61.3496,11.8336,7.568,0,0,64,8,0,0,1,0,0,2,2,0,0,0.5329,0.2701,0,0,9.2416,15.504,31.008,42.256,49,84,168,112,2,4,6,4,12,24,20,0.5625,1.155,2.31,2.265,1.24,0,0,7,0,0,1,0,0,0.36,0,0,0.98,1.96,4.34,2,4,26,-2,-4,2,-0.04,-0.08,1.48,3.3489,34.8432,45.384,55.998,676,1144,1300,1872,10,12,96,156,216,1.5625,5.575,8.625,11.55,-8.06,-6.5,-8.64,112,210,240,20,34,36,3.04,5.6,5.76,961,1364,1550,2232,142,260,300,15,5,4
1,99.6725,154.8008,312.3388,473.4016,1146,2448,2890,2032,13,24,44,60,68,172,192,116,7.5237,17.0504,26.798,28.2588,16.6736,15.136,4.84,0,65,16,1,0,2,2,1,0,3,4,1,0,0.6698,0.5402,0.1369,0,15.7441,15.504,0,0,85,84,0,0,2,2,0,0,2,2,0,0,1.1554,1.155,0,0,11.8336,7.568,0,0,64,8,0,0,1,0,0,2,2,0,0,0.5329,0.2701,0,0,6.5025,7.752,0,0,36,42,0,0,1,0,0,1,1,0,0,0.5929,0.5775,0,0,1.24,0,0,7,0,0,1,0,0,0.36,0,0,-0.49,0,0,-1,0,0,0,0,0,0.02,0,0,3.3489,31.2564,30.3048,0,676,1040,780,0,6,0,72,36,0,1.5625,5.675,4.675,0,-6.1,-5.58,0,116,126,0,24,30,0,2.96,3.76,0,900,1200,900,0,140,150,0,5,4,3
1,121.8041,215.344,471.608,756.8,1019,2560,2430,800,17,32,60,100,92,252,340,260,6.4985,17.5784,27.642,27.01,16.6736,15.136,4.84,0,65,16,1,0,2,2,1,0,3,4,1,0,0.6698,0.5402,0.1369,0,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,11.8336,7.568,0,0,64,8,0,0,1,0,0,2,2,0,0,0.5329,0.2701,0,0,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,1.24,0,0,7,0,0,1,0,0,0.36,0,0,2.48,0,0,14,0,0,2,0,0,0.72,0,0,2.4025,31.992,34.1,0,625,1200,250,0,10,0,96,60,0,1.9321,6.0882,5.143,0,-11.34,-6.5,0,102,240,0,20,50,0,3.96,10.2,0,841,1392,290,0,126,280,0,5,4,2
1,111.3421,162.012,323.2932,568.9056,1141,2376,3020,2304,14,26,50,70,76,196,226,142,7.9414,18.8386,29.3514,30.5918,17.7976,20.064,14.52,0,58,21,3,0,2.5,3,3,0,6,9,3,0,0.75305,0.8325,0.4107,0,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,10.5376,10.032,0,0,56.5,10.5,0,0,1.5,0,0,4.5,4.5,0,0,0.5477,0.41625,0,0,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,1.26,0,0,9,0,0,3,0,0,0.57,0,0,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,2.4025,25.854,31.558,0,625,975,875,0,7,0,78,42,0,1.9321,6.3384,5.6017,0,-7.38,-9.51,0,111,140,0,23,35,0,3.78,5.7,0,900,1170,1050,0,141,175,0,25,5,1
1,133.0441,258.424,536.908,1029.6,949,2360,2320,1080,22,42,90,150,132,372,570,510,7.331,20.7794,36.261,41.403,17.7976,20.064,14.52,0,58,21,3,0,2.5,3,3,0,6,9,3,0,0.75305,0.8325,0.4107,0,23.7616,40.128,29.04,0,52,42,6,0,4,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0,10.5376,10.032,0,0,56.5,10.5,0,0,1.5,0,0,4.5,4.5,0,0,0.5477,0.41625,0,0,9.2416,20.064,0,0,49,21,0,0,3,0,0,9,9,0,0,0.5625,0.8325,0,0,1.26,0,0,9,0,0,3,0,0,0.57,0,0,2.52,0,0,18,0,0,6,0,0,1.14,0,0,2.4025,28.892,51.15,0,625,1075,375,0,15,0,126,90,0,1.9321,6.2272,7.7145,0,-9.34,-9.75,0,107,360,0,15,75,0,3.86,15.3,0,900,1290,450,0,137,435,0,30,5,1
1,126.2981,214.6064,427.7496,501.4512,2170,3424,3862,5248,17,32,52,68,84,204,256,244,11.6853,23.1336,32.5196,38.574,16.6736,15.136,4.84,0,65,16,1,0,2,2,1,0,3,4,1,0,0.6698,0.5402,0.1369,0,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,11.8336,7.568,0,0,64,8,0,0,1,0,0,2,2,0,0,0.5329,0.2701,0,0,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,1.24,0,0,7,0,0,1,0,0,0.36,0,0,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,3.3489,34.8432,26.718,18.8856,676,1144,676,1664,6,4,72,60,24,1.5625,5.575,4.775,5.1,-8.06,-3.62,-3,112,130,40,24,26,20,3.04,3.68,0.92,900,1320,780,1920,136,154,56,20,4,5
2,294.6881,673.828,1326.264,1800.302,2054,5242,8364,10356,47,108,198,280,306,840,1430,1808,22.1151,59.9376,105.6202,140.4344,10.9096,0,0,0,176.5,0,0,0,1,0,0,0,0,0,0,0,0.7565,0,0,0,135.2332,307.836,484.936,583.6942,538,1296,1852,1936,22,48,76,94,124,312,452,476,9.335,23.408,34.99,38.5774,10.9096,0,0,0,176.5,0,0,0,0,0,0,0,0,0,0,0.7565,0,0,0,9.2416,15.504,29.944,39.1856,49,84,133,182,2,4,5,4,12,20,24,0.5625,1.155,2.01,2.5725,0,0,0,0,0,0,0,0,0,0,0,0,0.98,2.31,2.31,2,9,9,-2,-2,-2,-0.04,0.32,0.32,2.4025,29.078,31.62,45.26,625,1325,1200,1300,8,12,84,144,168,1.9321,6.5608,8.5624,10.6196,-9.46,-8,-10.6,97,152,248,22,24,44,3.62,4.96,9.04,841,1537,1392,1508,121,184,296,15,4,4
1,243.9796,489.231,931.039,1347.918,1411,3472,3988,3048,39,78,142,204,220,572,810,848,14.5559,38.1846,59.9358,69.926,77.76135,153.459,251.9715,330.6625,261,522,735,790,13,25,43,56,68,170,246,278,4.6985,10.7877,16.1239,20.2328,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,9.16805,3.876,3.25125,6.5025,50,21,18,36,0.5,0.5,1,0.5,1,1.5,3,0.5629,0.28875,0.29645,0.5929,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,-0.245,0,0,-0.5,0,0,-0.5,-1,-2,0.01,0,0,2.48,0,0,14,0,0,2,0,0,0.72,0,0,2.4025,30.6125,31.992,3.9525,625,1150,375,150,9,1,90,60,18,1.9321,6.1438,5.1569,1.0703,-10.45,-6.69,-1,104,210,19,21,44,3,3.92,8.8,0.62,900,1380,450,180,134,255,24,5,5,1
1,134.176,270.7264,558.688,1029.6,1053,2532,2380,1080,22,42,90,150,132,372,570,510,6.9865,19.6146,34.818,41.403,17.7976,20.064,14.52,0,58,21,3,0,2.5,3,3,0,6,9,3,0,0.75305,0.8325,0.4107,0,23.7616,40.128,29.04,0,52,42,6,0,4,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0,10.5376,10.032,0,0,56.5,10.5,0,0,1.5,0,0,4.5,4.5,0,0,0.5477,0.41625,0,0,9.2416,20.064,0,0,49,21,0,0,3,0,0,9,9,0,0,0.5625,0.8325,0,0,1.26,0,0,9,0,0,3,0,0,0.57,0,0,2.52,0,0,18,0,0,6,0,0,1.14,0,0,3.5344,35.0432,62.04,0,729,1161,405,0,15,0,126,90,0,1.5876,5.6448,6.993,0,-7.36,-4.8,0,119,390,0,15,75,0,3.08,13.35,0,961,1333,465,0,143,450,0,25,4,4
1,111.3421,162.012,323.2932,568.9056,1141,2376,3020,2304,14,26,50,70,76,196,226,142,7.9414,18.8386,29.3514,30.5918,17.7976,20.064,14.52,0,58,21,3,0,2.5,3,3,0,6,9,3,0,0.75305,0.8325,0.4107,0,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,10.5376,10.032,0,0,56.5,10.5,0,0,1.5,0,0,4.5,4.5,0,0,0.5477,0.41625,0,0,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,1.26,0,0,9,0,0,3,0,0,0.57,0,0,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,2.4025,25.854,31.558,0,625,975,875,0,7,0,78,42,0,1.9321,6.3384,5.6017,0,-7.38,-9.51,0,111,140,0,23,35,0,3.78,5.7,0,841,1131,1015,0,135,168,0,25,4,4
2,219.249,447.5264,947.518,1101.004,1475,3708,4720,4792,34,70,134,154,204,504,686,846,13.0709,34.7134,56.024,64.8558,17.7976,20.064,14.52,0,58,21,3,0,2.5,3,3,0,6,9,3,0,0.75305,0.8325,0.4107,0,90.0597,165.648,257.031,271.946,315,564,708,560,14,26,42,40,68,150,154,128,4.9886,10.9802,14.2554,13.5,10.5376,10.032,0,0,56.5,10.5,0,0,1.5,0,0,4.5,4.5,0,0,0.5477,0.41625,0,0,11.8336,8.772,17.544,39.044,64,48,96,80,1,2,5,1,3,7,7,0.5329,0.5621,1.1242,1.6425,1.26,0,0,9,0,0,3,0,0,0.57,0,0,0.89,1.78,5.85,2,4,30,-2,-5,-2,-0.04,-0.08,1.4,3.5344,38.0512,31.584,28.764,729,1269,729,972,7,6,78,90,132,1.5876,5.544,5.2794,5.8212,-8.96,-3.64,-4.02,115,162,126,23,27,14,3.16,4.63,2.94,961,1457,837,1116,139,190,150,10,4,4
1,127.185,211.5324,414.505,445.014,2445,3616,4220,6320,17,32,50,60,82,192,240,240,13.0744,24.829,34,41.471,17.11705,14.331,7.8432,0,202.5,138,112,0,2,2,1,0,3,4,1,0,1.36435,1.3629,0.765,0,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,10.5376,3.876,3.9216,0,56.5,21,56,0,0.5,0.5,0,0.5,1,0.5,0,0.5477,0.28875,0.3825,0,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,0.245,0.23,0,0.5,-4.5,0,-0.5,0,0,-0.01,-0.135,0,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,3.3489,34.1112,23.3325,23.607,676,1118,780,2080,5,5,66,60,30,1.5625,5.6,4.8125,6.375,-7.66,-3.6,-3.75,113,100,50,25,20,25,3.02,2.4,1.15,900,1290,900,2400,137,120,70,10,4,1
1,605.683,1302.4314,2289.174,3097.288,2657,6236,8900,9808,104,214,384,506,598,1512,2200,2578,38.7072,98.9066,155.8452,198.1374,13.78885,7.752,0,0,74.5,42,0,0,1.5,1,0,0,1,1,0,0,0.84415,0.5775,0,0,143.6891,306.918,503.943,661.325,458,1044,1470,1580,25,50,86,112,136,340,492,556,8.8641,21.5754,32.2478,40.4656,9.16805,3.876,0,0,50,21,0,0,0.5,0,0,0.5,0.5,0,0,0.5629,0.28875,0,0,6.5025,7.752,6.5025,13.005,36,42,36,72,1,1,2,1,2,3,6,0.5929,0.5775,0.5929,1.1858,-0.245,0,0,-0.5,0,0,0,0,0,0.01,0,0,-0.49,0,0,-1,0,0,-1,-2,-4,0.02,0,0,3.3489,29.6277,27.816,18.666,676,988,910,624,5,4,66,54,72,1.5625,5.725,4.6875,3.85,-5.21,-6.05,-2.88,118,95,80,25,21,12,2.92,2.5,1.92,900,1140,1050,720,142,115,96,0,4,5
1,733.628,1593.8454,2793.117,3767.946,3030,7196,10370,11700,127,262,470,620,732,1852,2710,3200,46.4159,119.327,188.093,240.528,77.76135,153.459,251.9715,330.6625,261,522,735,790,13,25,43,56,68,170,246,278,4.6985,10.7877,16.1239,20.2328,143.6891,306.918,503.943,661.325,458,1044,1470,1580,25,50,86,112,136,340,492,556,8.8641,21.5754,32.2478,40.4656,9.16805,3.876,3.25125,6.5025,50,21,18,36,0.5,0.5,1,0.5,1,1.5,3,0.5629,0.28875,0.29645,0.5929,6.5025,7.752,6.5025,13.005,36,42,36,72,1,1,2,1,2,3,6,0.5929,0.5775,0.5929,1.1858,-0.245,0,0,-0.5,0,0,-0.5,-1,-2,0.01,0,0,-0.49,0,0,-1,0,0,-1,-2,-4,0.02,0,0,3.3489,29.6277,27.816,23.3325,676,988,910,780,5,5,66,60,90,1.5625,5.725,4.6875,4.8125,-5.21,-6.05,-3.6,118,95,100,25,20,15,2.92,2.5,2.4,900,1140,1050,900,142,115,120,25,4,1
1,133.0441,258.424,536.908,1029.6,949,2360,2320,1080,22,42,90,150,132,372,570,510,7.331,20.7794,36.261,41.403,17.7976,20.064,14.52,0,58,21,3,0,2.5,3,3,0,6,9,3,0,0.75305,0.8325,0.4107,0,23.7616,40.128,29.04,0,52,42,6,0,4,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0,10.5376,10.032,0,0,56.5,10.5,0,0,1.5,0,0,4.5,4.5,0,0,0.5477,0.41625,0,0,9.2416,20.064,0,0,49,21,0,0,3,0,0,9,9,0,0,0.5625,0.8325,0,0,1.26,0,0,9,0,0,3,0,0,0.57,0,0,2.52,0,0,18,0,0,6,0,0,1.14,0,0,2.4025,28.892,51.15,0,625,1075,375,0,15,0,126,90,0,1.9321,6.2272,7.7145,0,-9.34,-9.75,0,107,360,0,15,75,0,3.86,15.3,0,841,1247,435,0,131,420,0,20,4,4
2,177.1125,384.7524,855.404,1458.368,1162,3008,4038,2848,29,60,132,228,192,572,976,980,9.7141,28.2204,54.1668,68.6868,16.6736,15.136,4.84,0,65,16,1,0,2,2,1,0,3,4,1,0,0.6698,0.5402,0.1369,0,70.2082,142.397,212.992,233.0272,178,344,328,226,12,22,36,42,58,136,144,98,3.406,7.995,10.1836,8.9098,11.8336,7.568,0,0,64,8,0,0,1,0,0,2,2,0,0,0.5329,0.2701,0,0,9.2416,21.128,21.128,22.6176,49,56,56,63,3,3,3,9,18,18,15,0.5625,1.1325,1.1325,1.1175,1.24,0,0,7,0,0,1,0,0,0.36,0,0,2.17,2.17,1.68,13,13,12,3,3,4,0.74,0.74,0.76,3.3489,34.8432,58.926,32.208,676,1144,884,208,14,8,120,156,48,1.5625,5.575,8.475,3.7,-8.06,-6.58,-2.96,112,330,200,16,58,40,3.04,10.72,7.04,900,1320,1020,240,136,386,232,15,4,1
1,99.858,156.5088,313.9948,473.4016,1199,2528,2950,2032,13,24,44,60,68,172,192,116,7.5488,17.1412,26.8728,28.2588,16.6736,15.136,4.84,0,65,16,1,0,2,2,1,0,3,4,1,0,0.6698,0.5402,0.1369,0,15.7441,15.504,0,0,85,84,0,0,2,2,0,0,2,2,0,0,1.1554,1.155,0,0,11.8336,7.568,0,0,64,8,0,0,1,0,0,2,2,0,0,0.5329,0.2701,0,0,6.5025,7.752,0,0,36,42,0,0,1,0,0,1,1,0,0,0.5929,0.5775,0,0,1.24,0,0,7,0,0,1,0,0,0.36,0,0,-0.49,0,0,-1,0,0,0,0,0,0.02,0,0,3.5344,32.1104,31.1328,0,729,1080,810,0,6,0,72,36,0,1.5876,5.7204,4.7124,0,-5.8,-5.28,0,122,132,0,24,30,0,3.02,3.82,0,961,1240,930,0,146,156,0,30,4,2
2,307.1625,715.6304,1372.208,1965.358,1882,4912,7918,9740,49,112,204,300,316,876,1508,1956,21.5721,59.0464,104.0796,140.6124,16.6736,15.136,4.84,0,65,16,1,0,2,2,1,0,3,4,1,0,0.6698,0.5402,0.1369,0,135.2332,307.836,484.936,583.6942,538,1296,1852,1936,22,48,76,94,124,312,452,476,9.335,23.408,34.99,38.5774,11.8336,7.568,0,0,64,8,0,0,1,0,0,2,2,0,0,0.5329,0.2701,0,0,9.2416,15.504,29.944,39.1856,49,84,133,182,2,4,5,4,12,20,24,0.5625,1.155,2.01,2.5725,1.24,0,0,7,0,0,1,0,0,0.36,0,0,0.98,2.31,2.31,2,9,9,-2,-2,-2,-0.04,0.32,0.32,3.3489,34.8432,45.384,53.436,676,1144,1300,1352,10,12,96,156,168,1.5625,5.575,8.625,9.55,-8.06,-6.5,-7.24,112,210,260,20,34,44,3.04,5.6,7.36,900,1320,1500,1560,136,250,308,10,4,3
1,100.5594,151.7268,300.6622,422.6484,1421,2640,3256,3064,13,24,42,52,66,160,176,120,8.9128,18.7458,28.2816,31.1574,17.11705,14.331,7.8432,0,202.5,138,112,0,2,2,1,0,3,4,1,0,1.36435,1.3629,0.765,0,15.7441,15.504,0,0,85,84,0,0,2,2,0,0,2,2,0,0,1.1554,1.155,0,0,10.5376,3.876,3.9216,0,56.5,21,56,0,0.5,0.5,0,0.5,1,0.5,0,0.5477,0.28875,0.3825,0,6.5025,7.752,0,0,36,42,0,0,1,0,0,1,1,0,0,0.5929,0.5775,0,0,0.245,0.23,0,0.5,-4.5,0,-0.5,0,0,-0.01,-0.135,0,-0.49,0,0,-1,0,0,0,0,0,0.02,0,0,3.3489,30.5244,26.9193,4.7214,676,1014,884,416,5,1,66,36,6,1.5625,5.7,4.7125,1.275,-5.7,-5.56,-0.75,117,96,10,25,24,5,2.94,2.48,0.23,961,1209,1054,496,147,121,15,0,5,4
2,295.6345,684.3336,1337.688,1816.654,2105,5348,8460,10460,47,108,198,280,306,840,1430,1808,21.7455,58.616,103.8954,138.2952,10.9096,0,0,0,176.5,0,0,0,1,0,0,0,0,0,0,0,0.7565,0,0,0,135.2332,307.836,484.936,583.6942,538,1296,1852,1936,22,48,76,94,124,312,452,476,9.335,23.408,34.99,38.5774,10.9096,0,0,0,176.5,0,0,0,0,0,0,0,0,0,0,0.7565,0,0,0,9.2416,15.504,29.944,39.1856,49,84,133,182,2,4,5,4,12,20,24,0.5625,1.155,2.01,2.5725,0,0,0,0,0,0,0,0,0,0,0,0,0.98,2.31,2.31,2,9,9,-2,-2,-2,-0.04,0.32,0.32,3.3489,34.3308,37.332,53.436,676,1378,1248,1352,8,12,84,144,168,1.5625,5.9,7.7,9.55,-7.78,-5.76,-7.24,103,160,260,22,24,44,2.78,3.84,7.36,961,1643,1488,1612,133,200,320,25,5,2
1,103.6777,139.4308,273.546,458.304,1125,2292,3072,2496,12,22,40,50,62,152,160,90,7.8044,17.285,26.8008,27.9654,13.78885,7.752,0,0,74.5,42,0,0,1.5,1,0,0,1,1,0,0,0.84415,0.5775,0,0,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,9.16805,3.876,0,0,50,21,0,0,0.5,0,0,0.5,0.5,0,0,0.5629,0.28875,0,0,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,-0.245,0,0,-0.5,0,0,0,0,0,0.01,0,0,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,2.7556,26.8754,27.888,0,576,912,936,0,5,0,66,30,0,1.6129,5.8166,4.6609,0,-6.23,-8.5,0,106,81,0,25,25,0,3.04,2.68,0,784,1064,1092,0,130,101,0,15,4,1
4,260.8461,608.068,1217.912,1719.076,1683,4488,7474,9544,41,96,180,260,276,780,1388,1788,19.0225,53.2728,96.646,129.0244,16.6736,15.136,4.84,0,65,16,1,0,2,2,1,0,3,4,1,0,0.6698,0.5402,0.1369,0,225.0964,518.772,829.464,958.168,928,2256,3360,2920,36,80,128,152,208,528,768,744,15.7508,39.7936,60.6144,61.3496,11.8336,7.568,0,0,64,8,0,0,1,0,0,2,2,0,0,0.5329,0.2701,0,0,9.2416,15.504,31.008,42.256,49,84,168,112,2,4,6,4,12,24,20,0.5625,1.155,2.31,2.265,1.24,0,0,7,0,0,1,0,0,0.36,0,0,0.98,1.96,4.34,2,4,26,-2,-4,2,-0.04,-0.08,1.48,2.4025,29.512,38.44,47.43,625,1100,1250,1800,10,12,96,156,216,1.9321,6.1994,9.591,12.8436,-9.74,-9.3,-12,106,200,228,20,34,36,3.88,7,7.44,841,1276,1450,2088,130,240,276,15,4,4
2,204.3411,394.412,891.058,866.314,1608,3978,5256,4888,31,64,122,124,186,444,590,720,13.4223,34.8596,54.9582,59.4324,10.9096,0,0,0,176.5,0,0,0,1,0,0,0,0,0,0,0,0.7565,0,0,0,90.0597,165.648,257.031,271.946,315,564,708,560,14,26,42,40,68,150,154,128,4.9886,10.9802,14.2554,13.5,10.9096,0,0,0,176.5,0,0,0,0,0,0,0,0,0,0,0.7565,0,0,0,11.8336,8.772,17.544,39.044,64,48,96,80,1,2,5,1,3,7,7,0.5329,0.5621,1.1242,1.6425,0,0,0,0,0,0,0,0,0,0,0,0,0.89,1.78,5.85,2,4,30,-2,-5,-2,-0.04,-0.08,1.4,2.4025,31.558,15.81,23.715,625,1425,600,900,4,6,60,72,132,1.9321,6.4496,4.2812,6.4218,-11.06,-4,-6,93,76,114,26,12,14,3.7,2.48,3.72,841,1653,696,1044,117,92,138,5,4,4
1,119.5822,186.417,377.9096,435.084,2138,3288,3914,5384,16,30,48,58,78,184,224,210,12.4036,24.5682,33.6416,40.0374,13.78885,7.752,0,0,74.5,42,0,0,1.5,1,0,0,1,1,0,0,0.84415,0.5775,0,0,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,9.16805,3.876,0,0,50,21,0,0,0.5,0,0,0.5,0.5,0,0,0.5629,0.28875,0,0,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,-0.245,0,0,-0.5,0,0,0,0,0,0.01,0,0,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,2.4025,28.1325,20.522,15.996,625,1050,775,1600,5,4,66,54,24,1.9321,6.255,5.3237,5.6712,-8.85,-5.49,-4.12,108,94,36,25,21,20,3.84,3.12,1.48,841,1218,899,1856,132,114,52,25,4,2
1,605.683,1302.4314,2289.174,3097.288,2657,6236,8900,9808,104,214,384,506,598,1512,2200,2578,38.7072,98.9066,155.8452,198.1374,13.78885,7.752,0,0,74.5,42,0,0,1.5,1,0,0,1,1,0,0,0.84415,0.5775,0,0,143.6891,306.918,503.943,661.325,458,1044,1470,1580,25,50,86,112,136,340,492,556,8.8641,21.5754,32.2478,40.4656,9.16805,3.876,0,0,50,21,0,0,0.5,0,0,0.5,0.5,0,0,0.5629,0.28875,0,0,6.5025,7.752,6.5025,13.005,36,42,36,72,1,1,2,1,2,3,6,0.5929,0.5775,0.5929,1.1858,-0.245,0,0,-0.5,0,0,0,0,0,0.01,0,0,-0.49,0,0,-1,0,0,-1,-2,-4,0.02,0,0,3.3489,29.6277,27.816,18.666,676,988,910,624,5,4,66,54,72,1.5625,5.725,4.6875,3.85,-5.21,-6.05,-2.88,118,95,80,25,21,12,2.92,2.5,1.92,900,1140,1050,720,142,115,96,25,4,3
1,605.683,1302.4314,2289.174,3097.288,2657,6236,8900,9808,104,214,384,506,598,1512,2200,2578,38.7072,98.9066,155.8452,198.1374,13.78885,7.752,0,0,74.5,42,0,0,1.5,1,0,0,1,1,0,0,0.84415,0.5775,0,0,143.6891,306.918,503.943,661.325,458,1044,1470,1580,25,50,86,112,136,340,492,556,8.8641,21.5754,32.2478,40.4656,9.16805,3.876,0,0,50,21,0,0,0.5,0,0,0.5,0.5,0,0,0.5629,0.28875,0,0,6.5025,7.752,6.5025,13.005,36,42,36,72,1,1,2,1,2,3,6,0.5929,0.5775,0.5929,1.1858,-0.245,0,0,-0.5,0,0,0,0,0,0.01,0,0,-0.49,0,0,-1,0,0,-1,-2,-4,0.02,0,0,3.3489,29.6277,27.816,18.666,676,988,910,624,5,4,66,54,72,1.5625,5.725,4.6875,3.85,-5.21,-6.05,-2.88,118,95,80,25,21,12,2.92,2.5,1.92,900,1140,1050,720,142,115,96,25,4,1
