misc-dent-eq,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,f-chi-0-ax,f-chi-1-ax,f-chi-2-ax,f-chi-3-ax,f-Z-0-ax,f-Z-1-ax,f-Z-2-ax,f-Z-3-ax,f-I-0-ax,f-I-1-ax,f-I-2-ax,f-I-3-ax,f-T-0-ax,f-T-1-ax,f-T-2-ax,f-T-3-ax,f-S-0-ax,f-S-1-ax,f-S-2-ax,f-S-3-ax,f-chi-0-eq,f-chi-1-eq,f-chi-2-eq,f-chi-3-eq,f-Z-0-eq,f-Z-1-eq,f-Z-2-eq,f-Z-3-eq,f-I-0-eq,f-I-1-eq,f-I-2-eq,f-I-3-eq,f-T-0-eq,f-T-1-eq,f-T-2-eq,f-T-3-eq,f-S-0-eq,f-S-1-eq,f-S-2-eq,f-S-3-eq,lc-chi-0-ax,lc-chi-1-ax,lc-chi-2-ax,lc-chi-3-ax,lc-Z-0-ax,lc-Z-1-ax,lc-Z-2-ax,lc-Z-3-ax,lc-I-1-ax,lc-I-2-ax,lc-I-3-ax,lc-T-0-ax,lc-T-1-ax,lc-T-2-ax,lc-T-3-ax,lc-S-0-ax,lc-S-1-ax,lc-S-2-ax,lc-S-3-ax,lc-chi-0-eq,lc-chi-1-eq,lc-chi-2-eq,lc-chi-3-eq,lc-Z-0-eq,lc-Z-1-eq,lc-Z-2-eq,lc-Z-3-eq,lc-I-1-eq,lc-I-2-eq,lc-I-3-eq,lc-T-0-eq,lc-T-1-eq,lc-T-2-eq,lc-T-3-eq,lc-S-0-eq,lc-S-1-eq,lc-S-2-eq,lc-S-3-eq,D_lc-chi-1-ax,D_lc-chi-2-ax,D_lc-chi-3-ax,D_lc-Z-1-ax,D_lc-Z-2-ax,D_lc-Z-3-ax,D_lc-T-1-ax,D_lc-T-2-ax,D_lc-T-3-ax,D_lc-S-1-ax,D_lc-S-2-ax,D_lc-S-3-ax,D_lc-chi-1-eq,D_lc-chi-2-eq,D_lc-chi-3-eq,D_lc-Z-1-eq,D_lc-Z-2-eq,D_lc-Z-3-eq,D_lc-T-1-eq,D_lc-T-2-eq,D_lc-T-3-eq,D_lc-S-1-eq,D_lc-S-2-eq,D_lc-S-3-eq,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-2-all,mc-I-3-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,mc-O-0-all,mc-O-1-all,mc-O-2-all,mc-O-3-all,D_mc-O-1-all,D_mc-O-2-all,D_mc-O-3-all,alpha,ox,spin
1,114.1768,176.9312,389.7616,354.9504,2293,3648,4308,5280,15,28,46,48,74,168,194,176,11.9091,22.892,32.4586,34.8184,10.9096,0,0,0,176.5,0,0,0,1,0,0,0,0,0,0,0,0.7565,0,0,0,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,10.9096,0,0,0,176.5,0,0,0,0,0,0,0,0,0,0,0.7565,0,0,0,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,2.7556,31.1416,16.932,17.1312,576,1272,576,1536,4,4,60,48,24,1.6129,5.9944,3.9116,5.1816,-8.8,-3.56,-3.68,91,72,32,26,16,20,2.9,2,1,784,1484,672,1792,115,88,48,25,4,3
1,198.0691,373.529,675.755,622.481,1309,2920,3550,3920,32,62,110,90,172,372,390,480,13.26,32.8294,46.265,47.825,24.3001,32.334,41.0865,16.83,94,102,60,18,3.5,5,7,3,12,22,13,3,1.34595,2.0097,1.8361,0.8547,36.7666,64.668,82.173,33.66,124,204,120,36,6,10,14,6,24,44,26,6,2.159,4.0194,3.6722,1.7094,9.16805,3.876,3.25125,8.415,50,21,18,9,0.5,0.5,1.5,0.5,1,2,1.5,0.5629,0.28875,0.29645,0.42735,6.5025,7.752,6.5025,16.83,36,42,36,18,1,1,3,1,2,4,3,0.5929,0.5775,0.5929,0.8547,-0.245,0,0.525,-0.5,0,7.5,-0.5,-1.5,0,0.01,0,0.6,-0.49,0,1.05,-1,0,15,-1,-3,0,0.02,0,1.2,2.4025,25.0945,23.56,19.7625,625,950,875,750,5,5,66,60,120,1.9321,6.3662,5.2125,5.3515,-6.89,-7.45,-5,112,90,95,25,20,10,3.76,3.2,3.1,841,1102,1015,870,136,110,115,25,4,2
1,133.3972,262.5248,544.168,1029.6,900,2274,2290,1080,22,42,90,150,132,372,570,510,7.0118,19.7042,34.929,41.403,17.7976,20.064,14.52,0,58,21,3,0,2.5,3,3,0,6,9,3,0,0.75305,0.8325,0.4107,0,23.7616,40.128,29.04,0,52,42,6,0,4,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0,10.5376,10.032,0,0,56.5,10.5,0,0,1.5,0,0,4.5,4.5,0,0,0.5477,0.41625,0,0,9.2416,20.064,0,0,49,21,0,0,3,0,0,9,9,0,0,0.5625,0.8325,0,0,1.26,0,0,9,0,0,3,0,0,0.57,0,0,2.52,0,0,18,0,0,6,0,0,1.14,0,0,2.7556,30.9424,54.78,0,576,1032,360,0,15,0,126,90,0,1.6129,5.6896,7.0485,0,-8.68,-8.1,0,101,345,0,15,75,0,3.14,13.5,0,784,1204,420,0,125,405,0,10,4,1
4,261.7925,618.7304,1231.8,1736.212,1734,4576,7574,9688,41,96,180,260,276,780,1388,1788,18.6529,52.024,94.714,126.4372,16.6736,15.136,4.84,0,65,16,1,0,2,2,1,0,3,4,1,0,0.6698,0.5402,0.1369,0,225.0964,518.772,829.464,958.168,928,2256,3360,2920,36,80,128,152,208,528,768,744,15.7508,39.7936,60.6144,61.3496,11.8336,7.568,0,0,64,8,0,0,1,0,0,2,2,0,0,0.5329,0.2701,0,0,9.2416,15.504,31.008,42.256,49,84,168,112,2,4,6,4,12,24,20,0.5625,1.155,2.31,2.265,1.24,0,0,7,0,0,1,0,0,0.36,0,0,0.98,1.96,4.34,2,4,26,-2,-4,2,-0.04,-0.08,1.48,3.3489,34.8432,45.384,55.998,676,1144,1300,1872,10,12,96,156,216,1.5625,5.575,8.625,11.55,-8.06,-6.5,-8.64,112,210,240,20,34,36,3.04,5.6,5.76,900,1320,1500,2160,136,250,288,10,4,3
1,121.8041,215.344,471.608,756.8,1019,2560,2430,800,17,32,60,100,92,252,340,260,6.4985,17.5784,27.642,27.01,16.6736,15.136,4.84,0,65,16,1,0,2,2,1,0,3,4,1,0,0.6698,0.5402,0.1369,0,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,11.8336,7.568,0,0,64,8,0,0,1,0,0,2,2,0,0,0.5329,0.2701,0,0,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,1.24,0,0,7,0,0,1,0,0,0.36,0,0,2.48,0,0,14,0,0,2,0,0,0.72,0,0,2.4025,31.992,34.1,0,625,1200,250,0,10,0,96,60,0,1.9321,6.0882,5.143,0,-11.34,-6.5,0,102,240,0,20,50,0,3.96,10.2,0,900,1440,300,0,132,290,0,5,5,1
1,111.2225,195.6056,448.512,595.584,1293,3092,3064,784,15,28,54,80,82,216,262,176,6.3023,15.9216,26.3802,23.1472,10.9096,0,0,0,176.5,0,0,0,1,0,0,0,0,0,0,0,0.7565,0,0,0,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,10.9096,0,0,0,176.5,0,0,0,0,0,0,0,0,0,0,0.7565,0,0,0,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48,0,0,14,0,0,2,0,0,0.72,0,0,3.3489,37.2588,32.208,0,676,1482,208,0,8,0,84,48,0,1.5625,5.8,3.7,0,-9.38,-2.96,0,99,200,0,22,40,0,2.86,7.04,0,900,1710,240,0,123,232,0,30,4,5
2,219.249,447.5264,947.518,1101.004,1475,3708,4720,4792,34,70,134,154,204,504,686,846,13.0709,34.7134,56.024,64.8558,17.7976,20.064,14.52,0,58,21,3,0,2.5,3,3,0,6,9,3,0,0.75305,0.8325,0.4107,0,90.0597,165.648,257.031,271.946,315,564,708,560,14,26,42,40,68,150,154,128,4.9886,10.9802,14.2554,13.5,10.5376,10.032,0,0,56.5,10.5,0,0,1.5,0,0,4.5,4.5,0,0,0.5477,0.41625,0,0,11.8336,8.772,17.544,39.044,64,48,96,80,1,2,5,1,3,7,7,0.5329,0.5621,1.1242,1.6425,1.26,0,0,9,0,0,3,0,0,0.57,0,0,0.89,1.78,5.85,2,4,30,-2,-5,-2,-0.04,-0.08,1.4,3.5344,38.0512,31.584,28.764,729,1269,729,972,7,6,78,90,132,1.5876,5.544,5.2794,5.8212,-8.96,-3.64,-4.02,115,162,126,23,27,14,3.16,4.63,2.94,1024,1504,864,1152,145,197,156,15,5,3
1,121.8041,215.344,471.608,756.8,1019,2560,2430,800,17,32,60,100,92,252,340,260,6.4985,17.5784,27.642,27.01,16.6736,15.136,4.84,0,65,16,1,0,2,2,1,0,3,4,1,0,0.6698,0.5402,0.1369,0,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,11.8336,7.568,0,0,64,8,0,0,1,0,0,2,2,0,0,0.5329,0.2701,0,0,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,1.24,0,0,7,0,0,1,0,0,0.36,0,0,2.48,0,0,14,0,0,2,0,0,0.72,0,0,2.4025,31.992,34.1,0,625,1200,250,0,10,0,96,60,0,1.9321,6.0882,5.143,0,-11.34,-6.5,0,102,240,0,20,50,0,3.96,10.2,0,841,1392,290,0,126,280,0,15,4,2
1,112.474,173.0208,336.7308,568.9056,1245,2532,3160,2304,14,26,50,70,76,196,226,142,7.5969,17.653,28.3036,30.5918,17.7976,20.064,14.52,0,58,21,3,0,2.5,3,3,0,6,9,3,0,0.75305,0.8325,0.4107,0,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,10.5376,10.032,0,0,56.5,10.5,0,0,1.5,0,0,4.5,4.5,0,0,0.5477,0.41625,0,0,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,1.26,0,0,9,0,0,3,0,0,0.57,0,0,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,3.5344,31.3584,38.2768,0,729,1053,945,0,7,0,78,42,0,1.5876,5.7456,5.0778,0,-5.4,-7.2,0,123,154,0,23,35,0,3,4.79,0,1024,1248,1120,0,153,189,0,25,5,1
4,256.023,600.705,1189.3744,1657.468,1753,4524,7688,9856,40,94,176,250,270,760,1348,1714,19.0016,52.1986,94.7636,127.0046,13.78885,7.752,0,0,74.5,42,0,0,1.5,1,0,0,1,1,0,0,0.84415,0.5775,0,0,225.0964,518.772,829.464,958.168,928,2256,3360,2920,36,80,128,152,208,528,768,744,15.7508,39.7936,60.6144,61.3496,9.16805,3.876,0,0,50,21,0,0,0.5,0,0,0.5,0.5,0,0,0.5629,0.28875,0,0,9.2416,15.504,31.008,42.256,49,84,168,112,2,4,6,4,12,24,20,0.5625,1.155,2.31,2.265,-0.245,0,0,-0.5,0,0,0,0,0,0.01,0,0,0.98,1.96,4.34,2,4,26,-2,-4,2,-0.04,-0.08,1.48,3.3489,33.2145,42.8952,55.998,676,1092,1430,1872,9,12,90,150,216,1.5625,5.625,8.6375,11.55,-7.17,-6.97,-8.64,114,179,240,21,29,36,3,4.34,5.76,961,1302,1705,2232,144,224,300,0,5,4
1,131.7425,260.4704,540.456,982.08,1014,2488,2366,1032,21,40,84,140,124,348,520,452,6.7949,18.8904,33.0852,38.4652,16.6736,15.136,4.84,0,65,16,1,0,2,2,1,0,3,4,1,0,0.6698,0.5402,0.1369,0,23.7616,40.128,29.04,0,52,42,6,0,4,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0,11.8336,7.568,0,0,64,8,0,0,1,0,0,2,2,0,0,0.5329,0.2701,0,0,9.2416,20.064,0,0,49,21,0,0,3,0,0,9,9,0,0,0.5625,0.8325,0,0,1.24,0,0,7,0,0,1,0,0,0.36,0,0,2.52,0,0,18,0,0,6,0,0,1.14,0,0,3.3489,34.8432,56.364,0,676,1144,364,0,14,0,120,84,0,1.5625,5.575,6.475,0,-8.06,-5.18,0,112,350,0,16,70,0,3.04,12.32,0,961,1364,434,0,142,420,0,25,5,4
2,294.6881,673.828,1326.264,1800.302,2054,5242,8364,10356,47,108,198,280,306,840,1430,1808,22.1151,59.9376,105.6202,140.4344,10.9096,0,0,0,176.5,0,0,0,1,0,0,0,0,0,0,0,0.7565,0,0,0,135.2332,307.836,484.936,583.6942,538,1296,1852,1936,22,48,76,94,124,312,452,476,9.335,23.408,34.99,38.5774,10.9096,0,0,0,176.5,0,0,0,0,0,0,0,0,0,0,0.7565,0,0,0,9.2416,15.504,29.944,39.1856,49,84,133,182,2,4,5,4,12,20,24,0.5625,1.155,2.01,2.5725,0,0,0,0,0,0,0,0,0,0,0,0,0.98,2.31,2.31,2,9,9,-2,-2,-2,-0.04,0.32,0.32,2.4025,29.078,31.62,45.26,625,1325,1200,1300,8,12,84,144,168,1.9321,6.5608,8.5624,10.6196,-9.46,-8,-10.6,97,152,248,22,24,44,3.62,4.96,9.04,841,1537,1392,1508,121,184,296,0,4,4
1,126.2386,201.094,407.365,437.79,2394,3530,4160,6160,17,32,50,60,82,192,240,240,13.444,26.0834,35.078,42.899,17.11705,14.331,7.8432,0,202.5,138,112,0,2,2,1,0,3,4,1,0,1.36435,1.3629,0.765,0,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,10.5376,3.876,3.9216,0,56.5,21,56,0,0.5,0.5,0,0.5,1,0.5,0,0.5477,0.28875,0.3825,0,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,0.245,0.23,0,0.5,-4.5,0,-0.5,0,0,-0.01,-0.135,0,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,2.4025,28.892,19.7625,19.995,625,1075,750,2000,5,5,66,60,30,1.9321,6.2272,5.3515,7.089,-9.34,-5,-5.15,107,95,45,25,20,25,3.86,3.1,1.85,900,1290,900,2400,137,120,70,15,5,1
2,294.6881,673.828,1326.264,1800.302,2054,5242,8364,10356,47,108,198,280,306,840,1430,1808,22.1151,59.9376,105.6202,140.4344,10.9096,0,0,0,176.5,0,0,0,1,0,0,0,0,0,0,0,0.7565,0,0,0,135.2332,307.836,484.936,583.6942,538,1296,1852,1936,22,48,76,94,124,312,452,476,9.335,23.408,34.99,38.5774,10.9096,0,0,0,176.5,0,0,0,0,0,0,0,0,0,0,0.7565,0,0,0,9.2416,15.504,29.944,39.1856,49,84,133,182,2,4,5,4,12,20,24,0.5625,1.155,2.01,2.5725,0,0,0,0,0,0,0,0,0,0,0,0,0.98,2.31,2.31,2,9,9,-2,-2,-2,-0.04,0.32,0.32,2.4025,29.078,31.62,45.26,625,1325,1200,1300,8,12,84,144,168,1.9321,6.5608,8.5624,10.6196,-9.46,-8,-10.6,97,152,248,22,24,44,3.62,4.96,9.04,841,1537,1392,1508,121,184,296,25,4,4
2,204.3411,394.412,891.058,866.314,1608,3978,5256,4888,31,64,122,124,186,444,590,720,13.4223,34.8596,54.9582,59.4324,10.9096,0,0,0,176.5,0,0,0,1,0,0,0,0,0,0,0,0.7565,0,0,0,90.0597,165.648,257.031,271.946,315,564,708,560,14,26,42,40,68,150,154,128,4.9886,10.9802,14.2554,13.5,10.9096,0,0,0,176.5,0,0,0,0,0,0,0,0,0,0,0.7565,0,0,0,11.8336,8.772,17.544,39.044,64,48,96,80,1,2,5,1,3,7,7,0.5329,0.5621,1.1242,1.6425,0,0,0,0,0,0,0,0,0,0,0,0,0.89,1.78,5.85,2,4,30,-2,-5,-2,-0.04,-0.08,1.4,2.4025,31.558,15.81,23.715,625,1425,600,900,4,6,60,72,132,1.9321,6.4496,4.2812,6.4218,-11.06,-4,-6,93,76,114,26,12,14,3.7,2.48,3.72,841,1653,696,1044,117,92,138,5,4,2
2,157.3749,272.1764,653.1448,624.4288,1462,3440,4554,4128,17,36,68,72,104,264,376,296,9.5369,23.3956,39.0676,37.084,16.6736,15.136,4.84,0,65,16,1,0,2,2,1,0,3,4,1,0,0.6698,0.5402,0.1369,0,60.3394,83.181,117.5104,94.6688,328,456,640,512,6,10,12,8,22,42,28,8,3.3174,5.6826,6.6284,4.2632,11.8336,7.568,0,0,64,8,0,0,1,0,0,2,2,0,0,0.5329,0.2701,0,0,11.8336,8.772,20.6056,23.6672,64,48,112,128,1,2,2,1,3,4,2,0.5329,0.5621,1.095,1.0658,1.24,0,0,7,0,0,1,0,0,0.36,0,0,0.89,0.89,0,2,2,0,-2,-2,0,-0.04,-0.04,0,3.3489,37.7712,26.718,25.1808,676,1248,676,832,6,4,72,84,24,1.5625,5.475,4.775,3.65,-9.66,-3.62,-6.44,108,130,72,24,22,20,3.12,3.68,2.08,961,1488,806,992,138,160,92,20,5,4
2,217.7024,434.0364,917.6614,969.5968,1711,3848,5040,5792,33,68,126,136,194,468,636,792,14.2684,35.6862,55.7988,64.8314,17.11705,14.331,7.8432,0,202.5,138,112,0,2,2,1,0,3,4,1,0,1.36435,1.3629,0.765,0,90.0597,165.648,257.031,271.946,315,564,708,560,14,26,42,40,68,150,154,128,4.9886,10.9802,14.2554,13.5,10.5376,3.876,3.9216,0,56.5,21,56,0,0.5,0.5,0,0.5,1,0.5,0,0.5477,0.28875,0.3825,0,11.8336,8.772,17.544,39.044,64,48,96,80,1,2,5,1,3,7,7,0.5329,0.5621,1.1242,1.6425,0.245,0.23,0,0.5,-4.5,0,-0.5,0,0,-0.01,-0.135,0,0.89,1.78,5.85,2,4,30,-2,-5,-2,-0.04,-0.08,1.4,3.3489,37.0392,23.3325,32.7204,676,1222,780,1352,5,7,66,84,138,1.5625,5.5,4.8125,7.05,-9.26,-3.6,-5.07,109,100,130,25,16,19,3.1,2.4,3.11,900,1410,900,1560,133,120,158,25,4,1
1,113.8237,172.804,387.5176,352.68,2342,3754,4356,5408,15,28,46,48,74,168,194,176,12.2283,24.0248,33.1978,35.7976,10.9096,0,0,0,176.5,0,0,0,1,0,0,0,0,0,0,0,0.7565,0,0,0,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,10.9096,0,0,0,176.5,0,0,0,0,0,0,0,0,0,0,0.7565,0,0,0,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,2.4025,29.078,15.81,15.996,625,1325,600,1600,4,4,60,48,24,1.9321,6.5608,4.2812,5.6712,-9.46,-4,-4.12,97,76,36,26,16,20,3.62,2.48,1.48,900,1590,720,1920,127,96,56,20,5,1
2,205.2875,405.8136,896.77,874.882,1659,4092,5304,4960,31,64,122,124,186,444,590,720,13.0527,33.5604,54.0958,58.1388,10.9096,0,0,0,176.5,0,0,0,1,0,0,0,0,0,0,0,0.7565,0,0,0,90.0597,165.648,257.031,271.946,315,564,708,560,14,26,42,40,68,150,154,128,4.9886,10.9802,14.2554,13.5,10.9096,0,0,0,176.5,0,0,0,0,0,0,0,0,0,0,0.7565,0,0,0,11.8336,8.772,17.544,39.044,64,48,96,80,1,2,5,1,3,7,7,0.5329,0.5621,1.1242,1.6425,0,0,0,0,0,0,0,0,0,0,0,0,0.89,1.78,5.85,2,4,30,-2,-5,-2,-0.04,-0.08,1.4,3.3489,37.2588,18.666,27.999,676,1482,624,936,4,6,60,72,132,1.5625,5.8,3.85,5.775,-9.38,-2.88,-4.32,99,80,120,26,12,14,2.86,1.92,2.88,900,1710,720,1080,123,96,144,15,4,3
1,125.0266,232.281,481.544,892.656,982,2352,2442,1344,20,38,80,130,118,328,472,394,7.5132,20.325,34.588,38.895,13.78885,7.752,0,0,74.5,42,0,0,1.5,1,0,0,1,1,0,0,0.84415,0.5775,0,0,23.7616,40.128,29.04,0,52,42,6,0,4,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0,9.16805,3.876,0,0,50,21,0,0,0.5,0,0,0.5,0.5,0,0,0.5629,0.28875,0,0,9.2416,20.064,0,0,49,21,0,0,3,0,0,9,9,0,0,0.5625,0.8325,0,0,-0.245,0,0,-0.5,0,0,0,0,0,0.01,0,0,2.52,0,0,18,0,0,6,0,0,1.14,0,0,2.4025,28.1325,45.632,0,625,1050,475,0,13,0,114,78,0,1.9321,6.255,7.2141,0,-8.85,-9.29,0,108,306,0,17,65,0,3.84,12.88,0,841,1218,551,0,132,358,0,0,4,2
1,100.5594,151.7268,300.6622,422.6484,1421,2640,3256,3064,13,24,42,52,66,160,176,120,8.9128,18.7458,28.2816,31.1574,17.11705,14.331,7.8432,0,202.5,138,112,0,2,2,1,0,3,4,1,0,1.36435,1.3629,0.765,0,15.7441,15.504,0,0,85,84,0,0,2,2,0,0,2,2,0,0,1.1554,1.155,0,0,10.5376,3.876,3.9216,0,56.5,21,56,0,0.5,0.5,0,0.5,1,0.5,0,0.5477,0.28875,0.3825,0,6.5025,7.752,0,0,36,42,0,0,1,0,0,1,1,0,0,0.5929,0.5775,0,0,0.245,0.23,0,0.5,-4.5,0,-0.5,0,0,-0.01,-0.135,0,-0.49,0,0,-1,0,0,0,0,0,0.02,0,0,3.3489,30.5244,26.9193,4.7214,676,1014,884,416,5,1,66,36,6,1.5625,5.7,4.7125,1.275,-5.7,-5.56,-0.75,117,96,10,25,24,5,2.94,2.48,0.23,900,1170,1020,480,141,116,14,30,4,5
1,128.565,244.485,499.4944,905.136,1048,2448,2532,1416,20,38,80,130,118,328,472,394,7.114,19.0342,33.0848,38.7458,15.08485,8.772,0,0,82,48,0,0,1.5,1,0,0,1,1,0,0,0.82935,0.5621,0,0,23.7616,40.128,29.04,0,52,42,6,0,4,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0,9.16805,4.386,0,0,50,24,0,0,0.5,0,0,0.5,0.5,0,0,0.5629,0.28105,0,0,9.2416,20.064,0,0,49,21,0,0,3,0,0,9,9,0,0,0.5625,0.8325,0,0,-0.445,0,0,-1,0,0,0,0,0,0.02,0,0,2.52,0,0,18,0,0,6,0,0,1.14,0,0,3.3489,33.2145,54.6072,0,676,1092,520,0,13,0,114,78,0,1.5625,5.625,6.4625,0,-7.17,-6.05,0,114,318,0,17,65,0,3,11.08,0,900,1260,600,0,138,370,0,0,4,5
1,103.3246,135.869,269.85,458.304,1174,2368,3150,2496,12,22,40,50,62,152,160,90,8.1236,18.3842,27.6816,27.9654,13.78885,7.752,0,0,74.5,42,0,0,1.5,1,0,0,1,1,0,0,0.84415,0.5775,0,0,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,9.16805,3.876,0,0,50,21,0,0,0.5,0,0,0.5,0.5,0,0,0.5629,0.28875,0,0,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,-0.245,0,0,-0.5,0,0,0,0,0,0.01,0,0,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,2.4025,25.0945,26.04,0,625,950,975,0,5,0,66,30,0,1.9321,6.3662,5.1013,0,-6.89,-9.05,0,112,86,0,25,25,0,3.76,3.28,0,900,1140,1170,0,142,111,0,30,5,3
2,173.3417,362.596,803.8208,1372.948,1096,2800,4044,3120,28,58,128,218,186,552,928,898,10.0836,28.5442,54.4372,69.2138,15.08485,8.772,0,0,82,48,0,0,1.5,1,0,0,1,1,0,0,0.82935,0.5621,0,0,70.2082,142.397,212.992,233.0272,178,344,328,226,12,22,36,42,58,136,144,98,3.406,7.995,10.1836,8.9098,9.16805,4.386,0,0,50,24,0,0,0.5,0,0,0.5,0.5,0,0,0.5629,0.28105,0,0,9.2416,21.128,21.128,22.6176,49,56,56,63,3,3,3,9,18,18,15,0.5625,1.1325,1.1325,1.1175,-0.445,0,0,-1,0,0,0,0,0,0.02,0,0,2.17,2.17,1.68,13,13,12,3,3,4,0.74,0.74,0.76,2.7556,30.129,51.8584,29.216,576,1008,960,192,13,8,114,150,48,1.6129,5.715,8.5979,3.7592,-8.19,-9.66,-4.32,102,272,184,17,53,40,3.12,9.74,7.2,784,1176,1120,224,126,324,216,15,4,3
1,111.3421,162.012,323.2932,568.9056,1141,2376,3020,2304,14,26,50,70,76,196,226,142,7.9414,18.8386,29.3514,30.5918,17.7976,20.064,14.52,0,58,21,3,0,2.5,3,3,0,6,9,3,0,0.75305,0.8325,0.4107,0,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,10.5376,10.032,0,0,56.5,10.5,0,0,1.5,0,0,4.5,4.5,0,0,0.5477,0.41625,0,0,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,1.26,0,0,9,0,0,3,0,0,0.57,0,0,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,2.4025,25.854,31.558,0,625,975,875,0,7,0,78,42,0,1.9321,6.3384,5.6017,0,-7.38,-9.51,0,111,140,0,23,35,0,3.78,5.7,0,841,1131,1015,0,135,168,0,20,4,2
1,106.2697,141.4708,274.874,469.216,1140,2304,3120,2560,12,22,40,50,62,152,160,90,7.7748,17.2542,26.75,27.813,15.08485,8.772,0,0,82,48,0,0,1.5,1,0,0,1,1,0,0,0.82935,0.5621,0,0,18.3361,17.544,0,0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0,0,9.16805,4.386,0,0,50,24,0,0,0.5,0,0,0.5,0.5,0,0,0.5629,0.28105,0,0,6.5025,8.772,0,0,36,48,0,0,1,0,0,1,1,0,0,0.5929,0.5621,0,0,-0.445,0,0,-1,0,0,0,0,0,0.02,0,0,-0.89,0,0,-2,0,0,0,0,0,0.04,0,0,2.7556,26.8754,28.552,0,576,912,960,0,5,0,66,30,0,1.6129,5.8166,4.6355,0,-6.23,-8.9,0,106,80,0,25,25,0,3.04,2.7,0,784,1064,1120,0,130,100,0,0,4,3
