oxstate,spinmult,charge_lig,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,f-chi-0-ax,f-chi-1-ax,f-chi-2-ax,f-chi-3-ax,f-Z-0-ax,f-Z-1-ax,f-Z-2-ax,f-Z-3-ax,f-I-0-ax,f-I-1-ax,f-I-2-ax,f-I-3-ax,f-T-0-ax,f-T-1-ax,f-T-2-ax,f-T-3-ax,f-S-0-ax,f-S-1-ax,f-S-2-ax,f-S-3-ax,f-chi-0-eq,f-chi-1-eq,f-chi-2-eq,f-chi-3-eq,f-Z-0-eq,f-Z-1-eq,f-Z-2-eq,f-Z-3-eq,f-I-0-eq,f-I-1-eq,f-I-2-eq,f-I-3-eq,f-T-0-eq,f-T-1-eq,f-T-2-eq,f-T-3-eq,f-S-0-eq,f-S-1-eq,f-S-2-eq,f-S-3-eq,lc-chi-0-ax,lc-chi-1-ax,lc-chi-2-ax,lc-chi-3-ax,lc-Z-0-ax,lc-Z-1-ax,lc-Z-2-ax,lc-Z-3-ax,lc-I-1-ax,lc-I-2-ax,lc-I-3-ax,lc-T-0-ax,lc-T-1-ax,lc-T-2-ax,lc-T-3-ax,lc-S-0-ax,lc-S-1-ax,lc-S-2-ax,lc-S-3-ax,lc-chi-0-eq,lc-chi-1-eq,lc-chi-2-eq,lc-chi-3-eq,lc-Z-0-eq,lc-Z-1-eq,lc-Z-2-eq,lc-Z-3-eq,lc-I-1-eq,lc-I-2-eq,lc-I-3-eq,lc-T-0-eq,lc-T-1-eq,lc-T-2-eq,lc-T-3-eq,lc-S-0-eq,lc-S-1-eq,lc-S-2-eq,lc-S-3-eq,D_lc-chi-1-ax,D_lc-chi-2-ax,D_lc-chi-3-ax,D_lc-Z-1-ax,D_lc-Z-2-ax,D_lc-Z-3-ax,D_lc-T-1-ax,D_lc-T-2-ax,D_lc-T-3-ax,D_lc-S-1-ax,D_lc-S-2-ax,D_lc-S-3-ax,D_lc-chi-1-eq,D_lc-chi-2-eq,D_lc-chi-3-eq,D_lc-Z-1-eq,D_lc-Z-2-eq,D_lc-Z-3-eq,D_lc-T-1-eq,D_lc-T-2-eq,D_lc-T-3-eq,D_lc-S-1-eq,D_lc-S-2-eq,D_lc-S-3-eq,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-2-all,mc-I-3-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all
2,5,-4,245.5679,477.2064,834.6528,1133.5536,1740,3936,5574,7200,35,72,118,172,190,492,754,940,16.7387,40.1712,62.0982,85.4804,65.9541,139.128,199.54,196.74599999999998,234.0,516,580,360,11.0,22,32,34,54,126,152,112,4.2115,9.9022,12.7216,10.2902,27.5777,33.048,20.9152,0.0,149,180,112,0,3,4,2,0,6,8,2,0,1.6883,2.2792,1.095,0.0,9.2416,15.504000000000001,28.88,21.128,49.0,84.0,98,56.0,2.0,4.0,3.0,4.0,12.0,16.0,10.0,0.5625,1.155,1.71,1.1325,9.2416,7.752000000000001,10.4576,0.0,49,42,56.0,0.0,1,1.0,0.0,1,2.0,1.0,0.0,0.5625,0.5775,0.5475,0.0,0.98,2.66,2.17,2.0,14.0,13.0,-2.0,0.0,1.0,-0.04,0.72,0.74,0.49,-0.4,0.0,1,-1.0,0.0,-1.0,0.0,0.0,-0.02,0.02,0.0,3.3489,33.3792,37.332,59.9508,676,1092,1248,1560,8,12,84,120,120,1.5625,5.625,7.7,9.35,-7.26,-5.76,-10.8,114,160,252,22,28,52,3.0,3.84,7.52
2,1,0,190.265,362.921,662.6424,742.8639999999999,1338,3080,3742,3808,30,58,102,102,160,364,410,478,12.130999999999998,29.6554,43.2662,48.4854,19.92485,23.908,4.84,0.0,83.0,64,1,0,2.5,3,1,0,4,5,1,0,0.96625,1.1023,0.1369,0.0,36.7666,62.169,78.204,40.128,124,192,126,42,6,10,14,6,24,44,26,6,2.1590000000000003,4.0502,3.6858,1.665,9.16805,11.954,0.0,0.0,50.0,32.0,0,0.0,1.5,0.0,0.0,2.5,2.5,0.0,0.0,0.5629,0.55115,0.0,0.0,9.2416,7.752000000000001,7.752000000000001,20.064,49,42,42.0,21.0,1,1.0,3.0,1,2.0,4.0,3.0,0.5625,0.5775,0.5775,0.8325,0.795,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.38,0.0,0.0,0.49,0.49,2.52,1,1.0,18.0,-1.0,-3.0,0.0,-0.02,-0.02,1.14,3.3489,33.2145,33.0132,18.666,676,1092,884,624,7,4,78,66,96,1.5625,5.625,5.6875,3.85,-7.17,-5.23,-2.88,114,148,80,23,31,8,3.0,4.2,1.92
3,1,-4,149.4977,247.4608,440.2988,655.9416,1811,4060,4826,4660,20,38,64,98,102,264,364,370,11.1893,25.7812,39.2912,48.9644,17.82625,25.805999999999997,19.36,0.0,243.0,77,4,0,3.5,5,4,0,9,13,4,0,1.42425,1.9314,0.5476,0.0,27.5777,33.048,20.9152,0.0,149,180,112,0,3,4,2,0,6,8,2,0,1.6883,2.2792,1.095,0.0,5.72625,12.902999999999999,0.0,0.0,240.5,38.5,0,0.0,2.5,0.0,0.0,6.5,6.5,0.0,0.0,1.082,0.9657,0.0,0.0,9.2416,7.752000000000001,10.4576,0.0,49,42,56.0,0.0,1,1.0,0.0,1,2.0,1.0,0.0,0.5625,0.5775,0.5475,0.0,0.365,0.0,0.0,36.0,0.0,0.0,4.0,0.0,0.0,1.685,0.0,0.0,0.49,-0.4,0.0,1,-1.0,0.0,-1.0,0.0,0.0,-0.02,0.02,0.0,3.5344,31.8284,39.856,25.8688,729,1593,783,864,9,4,90,78,24,1.5876,6.4008,6.2118,3.6792,-5.65,-4.28,-6.24,103,214,76,21,41,20,2.48,6.41,2.12
2,5,-2,173.235,327.7542,612.4468,580.2816,4066,5376,6644,6390,28,54,96,82,150,328,344,402,13.1228,30.1058,45.7164,47.651,11.40985,7.752000000000001,0.0,0.0,1447.0,42,0,0,1.5,1,0,0,1,1,0,0,1.46215,0.5775,0.0,0.0,36.7666,62.169,78.204,40.128,124,192,126,42,6,10,14,6,24,44,26,6,2.1590000000000003,4.0502,3.6858,1.665,6.78905,3.8760000000000003,0.0,0.0,1422.5,21.0,0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1.1809,0.28875,0.0,0.0,9.2416,7.752000000000001,7.752000000000001,20.064,49,42,42.0,21.0,1,1.0,3.0,1,2.0,4.0,3.0,0.5625,0.5775,0.5775,0.8325,-0.245,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.49,0.49,2.52,1,1.0,18.0,-1.0,-3.0,0.0,-0.02,-0.02,1.14,3.3489,31.7871,24.2292,18.666,676,2262,806,624,5,4,66,54,96,1.5625,6.375,4.7875,3.85,-6.39,-4.09,-2.88,69,99,80,25,21,8,2.4,2.42,1.92
2,6,-2,163.6201,302.86400000000003,598.8688,486.708,6739,7468,13846,7464,27,52,94,72,146,312,314,368,14.1059,31.9356,49.5534,45.468,7.0756,0.0,0.0,0.0,2809.0,0,0,0,1.0,0,0,0,0,0,0,0,1.7689,0.0,0.0,0.0,36.7666,62.169,78.204,40.128,124,192,126,42,6,10,14,6,24,44,26,6,2.1590000000000003,4.0502,3.6858,1.665,7.0756,0.0,0.0,0.0,2809.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7689,0.0,0.0,0.0,9.2416,7.752000000000001,7.752000000000001,20.064,49,42,42.0,21.0,1,1.0,3.0,1,2.0,4.0,3.0,0.5625,0.5775,0.5775,0.8325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.49,2.52,1,1.0,18.0,-1.0,-3.0,0.0,-0.02,-0.02,1.14,2.4025,27.094,15.81,15.81,625,3350,600,600,4,4,60,48,96,1.9321,7.8674,4.2812,4.2812,-8.18,-4.0,-4.0,16,76,76,26,16,8,2.68,2.48,2.48
2,1,0,124.7267,233.736,447.2532,687.184,1912,4656,6364,2960,21,40,70,108,110,288,408,424,9.6185,24.416,40.5178,45.2732,28.0161,39.984,39.952,0.0,102.0,120,34,0,4.0,6,6,0,12,18,6,0,1.3996,2.2638,1.3542,0.0,16.3364,22.704,9.68,0.0,258,64,2,0,3,4,2,0,6,8,2,0,1.3142,1.5096,0.2738,0.0,11.8336,8.772,15.136,0.0,64.0,48.0,16,0.0,1.0,2.0,0.0,1.0,3.0,2.0,0.0,0.5329,0.5621,0.5402,0.0,6.6564,11.352,0.0,0.0,256,32,0.0,0.0,2,0.0,0.0,4,4.0,0.0,0.0,1.0404,0.7548,0.0,0.0,0.89,2.48,0.0,2.0,14.0,0.0,-2.0,0.0,0.0,-0.04,0.72,0.0,0.76,0.0,0.0,30,0.0,0.0,2.0,0.0,0.0,1.3,0.0,0.0,3.3489,31.476,41.541000000000004,16.104,676,2080,520,104,10,4,96,84,24,1.5625,6.925,5.625,1.85,-6.22,-4.4,-1.48,76,240,100,20,46,20,1.96,8.0,3.52
2,6,-9,146.1626,220.7328,436.0442,708.56,1352,3074,3954,3532,15,28,48,72,76,196,242,184,8.6903,19.8548,29.8172,34.5148,24.54565,31.66,15.2976,0.0,107.5,106,57,0,3.0,4,2,0,6,8,2,0,1.2475,1.6798,0.6844,0.0,23.6672,23.6672,0.0,0.0,128,128,0,0,2,2,0,0,2,2,0,0,1.0658,1.0658,0.0,0.0,10.5376,11.444,5.2288,0.0,56.5,29.0,28,0.0,1.5,0.5,0.0,2.5,3.0,0.5,0.0,0.5477,0.55885,0.27375,0.0,11.8336,11.8336,0.0,0.0,64,64,0.0,0.0,1,0.0,0.0,1,1.0,0.0,0.0,0.5329,0.5329,0.0,0.0,1.485,-0.2,0.0,7.5,-0.5,0.0,0.5,0.0,0.0,0.35,0.01,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4025,31.372,32.1005,5.332000000000001,625,1175,1000,200,7,1,78,48,6,1.9321,6.1160000000000005,6.1577,1.0147,-10.94,-9.86,-1.89,103,135,17,23,34,5,3.94,5.3,0.66
3,4,-1,115.1765,194.1076,437.844,840.84,1797,4482,6600,2070,22,42,90,150,132,372,570,510,9.7885,27.0314,48.202,54.945,17.57825,14.454,14.52,0.0,154.5,45,3,0,2.5,3,3,0,6,9,3,0,1.0192,1.1766,0.4107,0.0,19.3161,28.908,29.04,0.0,228,90,6,0,4,6,6,0,12,18,6,0,1.5343,2.3532,0.8214,0.0,10.31825,7.227,0.0,0.0,153.0,22.5,0,0.0,1.5,0.0,0.0,4.5,4.5,0.0,0.0,0.81385,0.5883,0.0,0.0,4.7961,14.454,0.0,0.0,225,45,0.0,0.0,3,0.0,0.0,9,9.0,0.0,0.0,1.1236,1.1766,0.0,0.0,-0.015,0.0,0.0,21.0,0.0,0.0,3.0,0.0,0.0,1.035,0.0,0.0,-0.03,0.0,0.0,42,0.0,0.0,6.0,0.0,0.0,2.07,0.0,0.0,2.7556,24.7838,54.78,0.0,576,2016,360,0,15,0,126,90,0,1.6129,7.6327,7.0485,0.0,-4.97,-8.1,0.0,60,345,0,15,75,0,1.61,13.5,0.0
3,4,-5,119.5574,151.673,511.2972,230.75400000000002,1089,2656,2626,944,13,24,48,28,72,148,122,96,6.4581,15.5632,22.131999999999998,11.7752,26.7201,38.6525,39.102,20.064,94.5,104,63,21,4.0,6,7,3,13,23,13,3,1.4144,2.2952,1.8429,0.8325,15.8404,0.0,0.0,0.0,81,0,0,0,1,0,0,0,0,0,0,0,0.5041,0.0,0.0,0.0,10.5376,7.66,3.8760000000000003,10.032,56.5,25.0,21,10.5,1.0,0.5,1.5,1.0,1.5,2.0,1.5,0.5477,0.4238,0.28875,0.41625,15.8404,0.0,0.0,0.0,81,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.5041,0.0,0.0,0.0,0.865,0.245,1.26,4.0,0.5,9.0,-0.5,-1.5,0.0,0.17,-0.01,0.57,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7556,37.184,7.885,4.2330000000000005,576,1224,168,144,2,1,48,18,24,1.6129,5.4864,1.4478,0.9779,-12.44,-1.43,-0.89,93,41,18,28,9,2,3.3,1.4,0.5
3,1,-3,288.7157,614.544,1152.3752,1544.5279999999998,1898,4714,6996,8656,47,100,174,248,274,720,1118,1400,20.3226,52.7582,86.5896,115.54799999999999,11.2484,0.0,0.0,0.0,168.5,0,0,0,1.0,0,0,0,0,0,0,0,0.77225,0.0,0.0,0.0,65.9541,139.128,199.54,196.74599999999998,234,516,580,360,11,22,32,34,54,126,152,112,4.2115,9.9022,12.7216,10.2902,11.2484,0.0,0.0,0.0,168.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77225,0.0,0.0,0.0,9.2416,15.504000000000001,28.88,21.128,49,84,98.0,56.0,2,4.0,3.0,4,12.0,16.0,10.0,0.5625,1.155,1.71,1.1325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,2.66,2.17,2,14.0,13.0,-2.0,0.0,1.0,-0.04,0.72,0.74,2.4025,29.016,31.62,58.9,625,1325,1200,1400,8,16,84,144,192,1.9321,6.5747,8.5624,12.6768,-9.42,-8.0,-13.2,97,152,344,22,24,64,3.61,4.96,13.12
3,5,-2,147.08700000000002,261.8576,516.381,579.0736,1307,3024,3796,3224,21,40,66,76,106,248,328,376,9.4968,22.6044,33.5326,41.506,15.7441,15.504000000000001,0.0,0.0,85.0,84,0,0,2.0,2,0,0,2,2,0,0,1.1554,1.155,0.0,0.0,28.0161,39.984,39.952,0.0,102,120,34,0,4,6,6,0,12,18,6,0,1.3996,2.2638,1.3542,0.0,6.5025,7.752000000000001,0.0,0.0,36.0,42.0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5929,0.5775,0.0,0.0,11.8336,8.772,15.136,0.0,64,48,16.0,0.0,1,2.0,0.0,1,3.0,2.0,0.0,0.5329,0.5621,0.5402,0.0,-0.49,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.89,2.48,0.0,2,14.0,0.0,-2.0,0.0,0.0,-0.04,0.72,0.0,3.5344,35.4568,30.6064,33.088,729,1188,1026,216,6,8,72,84,48,1.5876,5.6196,5.7708,3.7296,-7.58,-5.0,-2.56,118,124,208,24,22,40,3.1,2.98,7.12
3,6,-8,156.2979,261.1882,504.9306,747.357,1378,3180,4048,3486,18,34,60,78,94,232,272,232,8.7914,20.3938,31.1676,36.0754,29.1401,46.2205,43.942,20.064,95.0,112,64,21,4.5,7,8,3,15,26,14,3,1.48285,2.5653,1.9798,0.8325,23.6672,23.6672,0.0,0.0,128,128,0,0,2,2,0,0,2,2,0,0,1.0658,1.0658,0.0,0.0,10.5376,11.444,3.8760000000000003,10.032,56.5,29.0,21,10.5,1.5,0.5,1.5,2.5,3.0,2.0,1.5,0.5477,0.55885,0.28875,0.41625,11.8336,11.8336,0.0,0.0,64,64,0.0,0.0,1,0.0,0.0,1,1.0,0.0,0.0,0.5329,0.5329,0.0,0.0,1.485,0.245,1.26,7.5,0.5,9.0,0.5,-1.5,0.0,0.35,-0.01,0.57,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3489,37.0392,37.8993,4.6665,676,1222,1040,156,7,1,78,48,24,1.5625,5.5,5.5375,0.9625,-9.26,-7.9,-0.72,109,142,20,23,34,2,3.1,4.32,0.48
3,2,-10,73.3975,120.5094,299.097,115.251,2080,4716,6678,1314,12,22,46,18,68,132,98,80,8.9235,18.6752,34.0688,11.444,21.7115,31.0845,39.102,20.064,190.0,96,63,21,3.5,5,7,3,12,22,13,3,1.5997,2.0251,1.8429,0.8325,6.6564,0.0,0.0,0.0,256,0,0,0,1,0,0,0,0,0,0,0,1.0404,0.0,0.0,0.0,7.949,3.8760000000000003,3.8760000000000003,10.032,152.5,21.0,21,10.5,0.5,0.5,1.5,0.5,1.0,2.0,1.5,0.80145,0.28875,0.28875,0.41625,6.6564,0.0,0.0,0.0,256,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.0404,0.0,0.0,0.0,0.245,0.245,1.26,0.5,0.5,9.0,-0.5,-1.5,0.0,-0.01,-0.01,0.57,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3489,29.1702,4.6665,4.6665,676,2262,156,156,1,1,42,12,24,1.5625,7.3125,0.9625,0.9625,-4.96,-0.72,-0.72,69,20,20,29,4,2,1.65,0.48,0.48
3,1,-4,138.9121,236.822,430.4592,565.0276,1213,2620,3454,3220,21,40,70,76,110,256,284,280,10.8717,25.4528,37.4726,42.2676,36.7666,62.169,78.204,40.128,124.0,192,126,42,6.0,10,14,6,24,44,26,6,2.1590000000000003,4.0502,3.6858,1.665,15.7441,15.504000000000001,0.0,0.0,85,84,0,0,2,2,0,0,2,2,0,0,1.1554,1.155,0.0,0.0,9.2416,7.752000000000001,7.752000000000001,20.064,49.0,42.0,42,21.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,0.5625,0.5775,0.5775,0.8325,6.5025,7.752000000000001,0.0,0.0,36,42,0.0,0.0,1,0.0,0.0,1,1.0,0.0,0.0,0.5929,0.5775,0.0,0.0,0.49,0.49,2.52,1.0,1.0,18.0,-1.0,-3.0,0.0,-0.02,-0.02,1.14,-0.49,0.0,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,2.4025,25.234,26.753,7.905,625,950,1000,300,6,2,72,48,48,1.9321,6.3662,6.3106,2.1406,-6.98,-7.96,-2.0,112,110,38,24,28,4,3.76,3.8,1.24
2,5,0,106.7334,197.43599999999998,378.9282,756.888,2064,4948,8054,2196,21,40,78,140,118,336,520,464,9.9383,26.4928,47.9264,53.4872,19.3161,28.908,29.04,0.0,228.0,90,6,0,4.0,6,6,0,12,18,6,0,1.5343,2.3532,0.8214,0.0,16.3364,22.704,9.68,0.0,258,64,2,0,3,4,2,0,6,8,2,0,1.3142,1.5096,0.2738,0.0,4.7961,14.454,0.0,0.0,225.0,45.0,0,0.0,3.0,0.0,0.0,9.0,9.0,0.0,0.0,1.1236,1.1766,0.0,0.0,6.6564,11.352,0.0,0.0,256,32,0.0,0.0,2,0.0,0.0,4,4.0,0.0,0.0,1.0404,0.7548,0.0,0.0,-0.03,0.0,0.0,42.0,0.0,0.0,6.0,0.0,0.0,2.07,0.0,0.0,0.76,0.0,0.0,30,0.0,0.0,2.0,0.0,0.0,1.3,0.0,0.0,2.7556,24.401999999999997,51.128,0.0,576,2256,336,0,14,0,120,84,0,1.6129,7.874,6.5786,0.0,-4.74,-7.56,0.0,50,322,0,16,70,0,1.42,12.6,0.0
2,6,-9,132.16299999999998,196.2188,418.689,549.2604,4048,5282,7454,6560,14,26,46,54,72,172,194,150,9.3638,20.3714,31.9794,33.4222,17.54585,19.992,19.976,0.0,1455.5,60,17,0,2.5,3,3,0,6,9,3,0,1.58425,1.1319,0.6771,0.0,23.6672,23.6672,0.0,0.0,128,128,0,0,2,2,0,0,2,2,0,0,1.0658,1.0658,0.0,0.0,9.4546,4.386,7.568,0.0,1436.5,24.0,8,0.0,0.5,1.0,0.0,0.5,1.5,1.0,0.0,1.1509,0.28105,0.2701,0.0,11.8336,11.8336,0.0,0.0,64,64,0.0,0.0,1,0.0,0.0,1,1.0,0.0,0.0,0.5329,0.5329,0.0,0.0,0.445,1.24,0.0,1.0,7.0,0.0,-1.0,0.0,0.0,-0.02,0.36,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4025,30.783,25.2805,6.82,625,2325,950,50,5,2,66,42,12,1.9321,6.9222,5.1291,1.0286,-10.56,-8.56,-1.3,57,87,48,25,23,10,3.36,3.26,2.04
2,4,0,171.63099999999997,317.5104,652.248,625.5840000000001,1341,3312,4068,3528,25,48,78,84,126,288,396,504,9.9852,24.6204,35.7546,44.9148,28.0161,39.984,39.952,0.0,102.0,120,34,0,4.0,6,6,0,12,18,6,0,1.3996,2.2638,1.3542,0.0,28.0161,39.984,39.952,0.0,102,120,34,0,4,6,6,0,12,18,6,0,1.3996,2.2638,1.3542,0.0,11.8336,8.772,15.136,0.0,64.0,48.0,16,0.0,1.0,2.0,0.0,1.0,3.0,2.0,0.0,0.5329,0.5621,0.5402,0.0,11.8336,8.772,15.136,0.0,64,48,16.0,0.0,1,2.0,0.0,1,3.0,2.0,0.0,0.5329,0.5621,0.5402,0.0,0.89,2.48,0.0,2.0,14.0,0.0,-2.0,0.0,0.0,-0.04,0.72,0.0,0.89,2.48,0.0,2,14.0,0.0,-2.0,0.0,0.0,-0.04,0.72,0.0,3.5344,38.8032,28.764,49.632,729,1296,972,324,6,12,72,108,72,1.5876,5.5188,5.8212,5.5944,-9.36,-4.02,-3.84,114,126,312,24,18,60,3.18,2.94,10.68
2,4,-1,99.7172,191.1792,372.4496,644.424,4622,6994,12102,2430,18,34,66,110,100,276,382,302,9.5865,23.2266,43.6256,42.43899999999999,15.4186,20.064,14.52,0.0,1430.5,21,3,0,2.5,3,3,0,6,9,3,0,1.37105,0.8325,0.4107,0.0,16.3364,22.704,9.68,0.0,258,64,2,0,3,4,2,0,6,8,2,0,1.3142,1.5096,0.2738,0.0,8.1586,10.032,0.0,0.0,1429.0,10.5,0,0.0,1.5,0.0,0.0,4.5,4.5,0.0,0.0,1.1657,0.41625,0.0,0.0,6.6564,11.352,0.0,0.0,256,32,0.0,0.0,2,0.0,0.0,4,4.0,0.0,0.0,1.0404,0.7548,0.0,0.0,1.26,0.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,0.57,0.0,0.0,0.76,0.0,0.0,30,0.0,0.0,2.0,0.0,0.0,1.3,0.0,0.0,3.5344,30.1176,45.496,0.0,729,3348,297,0,11,0,102,66,0,1.5876,7.7616,5.1282,0.0,-4.74,-3.52,0.0,38,286,0,19,55,0,1.4,9.79,0.0
3,5,0,456.6303,1008.18,1674.0202,2605.68,3433,8988,15474,16848,81,172,294,464,466,1260,2056,2828,34.8875,92.8516,157.7792,223.4108,194.4411,435.897,676.7189999999999,850.695,888.0,2016,2952,3156,34.0,72,114,150,186,468,666,726,13.8493,34.7886,51.7902,59.7822,16.3364,22.704,9.68,0.0,258,64,2,0,3,4,2,0,6,8,2,0,1.3142,1.5096,0.2738,0.0,4.7961,16.7535,33.507,62.415,225.0,270.0,540,630.0,3.0,6.0,12.0,9.0,27.0,54.0,72.0,1.1236,2.4486,4.8972,7.2504,6.6564,11.352,0.0,0.0,256,32,0.0,0.0,2,0.0,0.0,4,4.0,0.0,0.0,1.0404,0.7548,0.0,0.0,-1.08,-2.16,-2.22,27.0,54.0,138.0,0.0,0.0,12.0,0.87,1.74,5.88,0.76,0.0,0.0,30,0.0,0.0,2.0,0.0,0.0,1.3,0.0,0.0,2.4025,22.785,50.995,47.43,625,2350,1100,1800,14,12,120,156,216,1.9321,8.618,10.5362,12.8436,-5.4,-11.2,-12.0,56,306,228,16,58,36,2.14,11.88,7.44
2,2,-6,100.5851,150.018,341.4882,469.7216,1055,2432,2508,1352,13,24,42,60,66,168,192,120,6.9221,16.8696,24.8586,22.1108,15.7441,15.504000000000001,0.0,0.0,85.0,84,0,0,2.0,2,0,0,2,2,0,0,1.1554,1.155,0.0,0.0,16.6736,15.136,0.0,0.0,65,16,0,0,2,2,0,0,2,2,0,0,0.6698,0.5402,0.0,0.0,6.5025,7.752000000000001,0.0,0.0,36.0,42.0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5929,0.5775,0.0,0.0,11.8336,7.568,0.0,0.0,64,8,0.0,0.0,1,0.0,0.0,1,1.0,0.0,0.0,0.5329,0.2701,0.0,0.0,-0.49,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,1.24,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,2.4025,29.233,23.064,0.0,625,1100,450,0,6,0,72,36,0,1.9321,6.1994,4.1422,0.0,-9.56,-5.58,0.0,106,132,0,24,30,0,3.88,5.36,0.0
2,5,-9,65.9642,102.421,272.3952,236.676,1993,4630,6470,590,11,20,44,40,64,148,130,52,7.9282,17.5684,33.1602,14.4818,17.99485,22.022,14.52,0.0,146.5,53,3,0,3.0,4,3,0,7,10,3,0,1.10205,1.4467,0.4107,0.0,6.6564,0.0,0.0,0.0,256,0,0,0,1,0,0,0,0,0,0,0,1.0404,0.0,0.0,0.0,8.31485,11.011,0.0,0.0,144.5,26.5,0,0.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,0.82825,0.72335,0.0,0.0,6.6564,0.0,0.0,0.0,256,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.0404,0.0,0.0,0.0,0.605,0.0,0.0,24.5,0.0,0.0,3.0,0.0,0.0,1.215,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3489,29.1885,16.104,0.0,676,2262,104,0,4,0,60,24,0,1.5625,7.3375,1.85,0.0,-4.97,-1.48,0.0,69,100,0,26,20,0,1.63,3.52,0.0
3,5,0,224.13400000000001,441.5964,804.0,763.416,1473,3420,4170,4716,37,72,126,108,198,432,468,600,14.5416,35.6412,50.6322,56.2824,36.7666,62.169,78.204,40.128,124.0,192,126,42,6.0,10,14,6,24,44,26,6,2.1590000000000003,4.0502,3.6858,1.665,36.7666,62.169,78.204,40.128,124,192,126,42,6,10,14,6,24,44,26,6,2.1590000000000003,4.0502,3.6858,1.665,9.2416,7.752000000000001,7.752000000000001,20.064,49.0,42.0,42,21.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,0.5625,0.5775,0.5775,0.8325,9.2416,7.752000000000001,7.752000000000001,20.064,49,42,42.0,21.0,1,1.0,3.0,1,2.0,4.0,3.0,0.5625,0.5775,0.5775,0.8325,0.49,0.49,2.52,1.0,1.0,18.0,-1.0,-3.0,0.0,-0.02,-0.02,1.14,0.49,0.49,2.52,1,1.0,18.0,-1.0,-3.0,0.0,-0.02,-0.02,1.14,3.5344,34.2912,28.764,28.764,729,1134,972,972,6,6,72,72,144,1.5876,5.67,5.8212,5.8212,-6.96,-4.02,-4.02,120,126,126,24,24,12,3.06,2.94,2.94
