oxstate,spinmult,charge_lig,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,f-chi-0-ax,f-chi-1-ax,f-chi-2-ax,f-chi-3-ax,f-Z-0-ax,f-Z-1-ax,f-Z-2-ax,f-Z-3-ax,f-I-0-ax,f-I-1-ax,f-I-2-ax,f-I-3-ax,f-T-0-ax,f-T-1-ax,f-T-2-ax,f-T-3-ax,f-S-0-ax,f-S-1-ax,f-S-2-ax,f-S-3-ax,f-chi-0-eq,f-chi-1-eq,f-chi-2-eq,f-chi-3-eq,f-Z-0-eq,f-Z-1-eq,f-Z-2-eq,f-Z-3-eq,f-I-0-eq,f-I-1-eq,f-I-2-eq,f-I-3-eq,f-T-0-eq,f-T-1-eq,f-T-2-eq,f-T-3-eq,f-S-0-eq,f-S-1-eq,f-S-2-eq,f-S-3-eq,lc-chi-0-ax,lc-chi-1-ax,lc-chi-2-ax,lc-chi-3-ax,lc-Z-0-ax,lc-Z-1-ax,lc-Z-2-ax,lc-Z-3-ax,lc-I-1-ax,lc-I-2-ax,lc-I-3-ax,lc-T-0-ax,lc-T-1-ax,lc-T-2-ax,lc-T-3-ax,lc-S-0-ax,lc-S-1-ax,lc-S-2-ax,lc-S-3-ax,lc-chi-0-eq,lc-chi-1-eq,lc-chi-2-eq,lc-chi-3-eq,lc-Z-0-eq,lc-Z-1-eq,lc-Z-2-eq,lc-Z-3-eq,lc-I-1-eq,lc-I-2-eq,lc-I-3-eq,lc-T-0-eq,lc-T-1-eq,lc-T-2-eq,lc-T-3-eq,lc-S-0-eq,lc-S-1-eq,lc-S-2-eq,lc-S-3-eq,D_lc-chi-1-ax,D_lc-chi-2-ax,D_lc-chi-3-ax,D_lc-Z-1-ax,D_lc-Z-2-ax,D_lc-Z-3-ax,D_lc-T-1-ax,D_lc-T-2-ax,D_lc-T-3-ax,D_lc-S-1-ax,D_lc-S-2-ax,D_lc-S-3-ax,D_lc-chi-1-eq,D_lc-chi-2-eq,D_lc-chi-3-eq,D_lc-Z-1-eq,D_lc-Z-2-eq,D_lc-Z-3-eq,D_lc-T-1-eq,D_lc-T-2-eq,D_lc-T-3-eq,D_lc-S-1-eq,D_lc-S-2-eq,D_lc-S-3-eq,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-2-all,mc-I-3-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all
2,5,0,162.6647,331.416,605.1662,956.6519999999999,2044,5000,7078,4780,28,56,98,156,154,414,630,724,12.4304,32.1044,54.0026,66.97,46.9851,89.556,119.74600000000001,98.37299999999999,168.0,318,307,180,7.5,14,19,17,33,72,79,56,2.80555,6.082999999999999,7.0379,5.1451,16.3364,22.704,9.68,0.0,258,64,2,0,3,4,2,0,6,8,2,0,1.3142,1.5096,0.2738,0.0,10.5376,12.138,22.008000000000003,10.564,56.5,66.0,57,28.0,1.5,3.0,1.5,2.5,7.5,9.0,5.0,0.5477,0.85855,1.1251,0.56625,6.6564,11.352,0.0,0.0,256,32,0.0,0.0,2,0.0,0.0,4,4.0,0.0,0.0,1.0404,0.7548,0.0,0.0,0.935,2.57,1.085,2.0,14.0,6.5,-2.0,0.0,0.5,-0.04,0.72,0.37,0.76,0.0,0.0,30,0.0,0.0,2.0,0.0,0.0,1.3,0.0,0.0,3.3489,30.744,46.2075,25.436999999999998,676,2054,676,416,11,6,102,102,60,1.5625,6.95,6.5875,3.775,-5.82,-5.12,-2.92,77,260,140,19,49,26,1.94,8.48,4.48
2,1,-1,145.6572,264.6712,559.664,601.984,3845,4938,6788,4926,22,42,74,86,116,276,362,414,9.9534,23.4202,37.4178,43.2566,15.4186,20.064,14.52,0.0,1430.5,21,3,0,2.5,3,3,0,6,9,3,0,1.37105,0.8325,0.4107,0.0,28.0161,39.984,39.952,0.0,102,120,34,0,4,6,6,0,12,18,6,0,1.3996,2.2638,1.3542,0.0,8.1586,10.032,0.0,0.0,1429.0,10.5,0,0.0,1.5,0.0,0.0,4.5,4.5,0.0,0.0,1.1657,0.41625,0.0,0.0,11.8336,8.772,15.136,0.0,64,48,16.0,0.0,1,2.0,0.0,1,3.0,2.0,0.0,0.5329,0.5621,0.5402,0.0,1.26,0.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,0.57,0.0,0.0,0.89,2.48,0.0,2,14.0,0.0,-2.0,0.0,0.0,-0.04,0.72,0.0,2.7556,32.3036,27.888,29.215999999999998,576,2208,648,192,7,8,78,90,48,1.6129,6.35,5.3213,3.7592,-9.5,-5.18,-4.32,52,141,184,23,27,40,2.62,4.7,7.2
3,2,0,465.5755,995.3328,1636.7718,2523.5856,2852,7224,11762,15936,77,164,278,424,442,1180,1876,2524,33.7643,87.074,144.8516,206.7892,194.4411,435.897,676.7189999999999,850.695,888.0,2016,2952,3156,34.0,72,114,150,186,468,666,726,13.8493,34.7886,51.7902,59.7822,18.3361,17.544,0.0,0.0,100,96,0,0,2,2,0,0,2,2,0,0,1.1258,1.1242,0.0,0.0,4.7961,16.7535,33.507,62.415,225.0,270.0,540,630.0,3.0,6.0,12.0,9.0,27.0,54.0,72.0,1.1236,2.4486,4.8972,7.2504,6.5025,8.772,0.0,0.0,36,48,0.0,0.0,1,0.0,0.0,1,1.0,0.0,0.0,0.5929,0.5621,0.0,0.0,-1.08,-2.16,-2.22,27.0,54.0,138.0,0.0,0.0,12.0,0.87,1.74,5.88,-0.89,0.0,0.0,-2,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,3.3489,26.6814,53.1798,55.998000000000005,676,1404,1768,1872,10,12,96,132,216,1.5625,6.5,9.425,11.55,-3.6,-10.76,-8.64,102,192,240,20,38,36,2.3,4.96,5.76
2,5,-8,153.4566,243.1616,497.5272,678.0,1292,3056,4100,3712,17,32,54,68,86,208,260,248,8.6753,19.916,30.0238,36.3172,28.0161,39.984,39.952,0.0,102.0,120,34,0,4.0,6,6,0,12,18,6,0,1.3996,2.2638,1.3542,0.0,23.6672,23.6672,0.0,0.0,128,128,0,0,2,2,0,0,2,2,0,0,1.0658,1.0658,0.0,0.0,11.8336,8.772,15.136,0.0,64.0,48.0,16,0.0,1.0,2.0,0.0,1.0,3.0,2.0,0.0,0.5329,0.5621,0.5402,0.0,11.8336,11.8336,0.0,0.0,64,64,0.0,0.0,1,0.0,0.0,1,1.0,0.0,0.0,0.5329,0.5329,0.0,0.0,0.89,2.48,0.0,2.0,14.0,0.0,-2.0,0.0,0.0,-0.04,0.72,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7556,34.2624,31.3076,14.607999999999999,576,1152,1056,96,6,4,72,60,24,1.6129,5.5626,5.6642,1.8796,-10.68,-8.9,-2.16,96,100,92,24,26,20,3.24,3.16,3.6
3,6,-4,117.5665,213.4144,466.408,732.16,1040,2540,2294,772,17,32,62,100,94,256,340,256,6.1881,16.5408,27.1726,27.2172,23.7616,40.128,29.04,0.0,52.0,42,6,0,4.0,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0.0,16.6736,15.136,0.0,0.0,65,16,0,0,2,2,0,0,2,2,0,0,0.6698,0.5402,0.0,0.0,9.2416,20.064,0.0,0.0,49.0,21.0,0,0.0,3.0,0.0,0.0,9.0,9.0,0.0,0.0,0.5625,0.8325,0.0,0.0,11.8336,7.568,0.0,0.0,64,8,0.0,0.0,1,0.0,0.0,1,1.0,0.0,0.0,0.5329,0.2701,0.0,0.0,2.52,0.0,0.0,18.0,0.0,0.0,6.0,0.0,0.0,1.14,0.0,0.0,1.24,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,3.3489,36.3072,40.26,0.0,676,1196,260,0,10,0,96,60,0,1.5625,5.525,4.625,0.0,-8.86,-3.7,0.0,110,250,0,20,50,0,3.08,8.8,0.0
2,2,-1,231.2634,447.26199999999994,865.61,912.212,1436,3484,4494,5092,37,74,130,134,204,474,590,726,15.2837,38.5018,56.8834,66.1314,40.89725,69.564,99.77,98.37299999999999,157.5,258,290,180,6.0,11,16,17,27,63,76,56,2.3578,4.9511,6.3608,5.1451,36.7666,62.169,78.204,40.128,124,192,126,42,6,10,14,6,24,44,26,6,2.1590000000000003,4.0502,3.6858,1.665,12.540999999999999,7.752000000000001,14.44,10.564,65.0,42.0,49,28.0,1.0,2.0,1.5,2.0,6.0,8.0,5.0,0.5333,0.5775,0.855,0.56625,9.2416,7.752000000000001,7.752000000000001,20.064,49,42,42.0,21.0,1,1.0,3.0,1,2.0,4.0,3.0,0.5625,0.5775,0.5775,0.8325,0.49,1.33,1.085,1.0,7.0,6.5,-1.0,0.0,0.5,-0.02,0.36,0.37,0.49,0.49,2.52,1,1.0,18.0,-1.0,-3.0,0.0,-0.02,-0.02,1.14,2.4025,29.729,23.715,30.535,625,1100,900,950,6,8,72,84,144,1.9321,6.1994,6.4218,7.4504,-9.88,-6.0,-7.3,106,114,162,24,22,24,3.88,3.72,5.76
3,4,-1,161.7138,284.9388,573.2532,690.1778,1361,3342,4224,3774,24,46,78,98,124,300,414,504,10.4339,25.7018,38.4868,48.2892,23.4469,30.978,24.9776,0.0,188.5,135,59,0,3.5,5,4,0,9,13,4,0,1.6113,2.3162,0.9582,0.0,28.0161,39.984,39.952,0.0,102,120,34,0,4,6,6,0,12,18,6,0,1.3996,2.2638,1.3542,0.0,7.01885,11.103,5.2288,0.0,137.0,43.5,28,0.0,2.0,0.5,0.0,5.0,5.5,0.5,0.0,0.84305,0.87705,0.27375,0.0,11.8336,8.772,15.136,0.0,64,48,16.0,0.0,1,2.0,0.0,1,3.0,2.0,0.0,0.5329,0.5621,0.5402,0.0,0.23,-0.2,0.0,21.5,-0.5,0.0,2.5,0.0,0.0,1.025,0.01,0.0,0.89,2.48,0.0,2,14.0,0.0,-2.0,0.0,0.0,-0.04,0.72,0.0,2.7556,31.5234,32.121,34.9264,576,1296,792,384,8,9,84,102,54,1.6129,6.0071,6.2992,4.6863,-9.03,-6.07,-6.1,90,159,200,22,31,45,2.89,5.2,7.74
3,5,-5,146.8898,207.675,415.9516,472.9592,1402,2966,3584,3920,16,30,48,58,78,184,224,210,10.3152,22.6954,31.6952,36.510999999999996,17.08825,8.772,0.0,0.0,90.5,48,0,0,1.5,1,0,0,1,1,0,0,0.81495,0.5621,0.0,0.0,27.5777,33.048,20.9152,0.0,149,180,112,0,3,4,2,0,6,8,2,0,1.6883,2.2792,1.095,0.0,11.17145,4.386,0.0,0.0,58.5,24.0,0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.5485,0.28105,0.0,0.0,9.2416,7.752000000000001,10.4576,0.0,49,42,56.0,0.0,1,1.0,0.0,1,2.0,1.0,0.0,0.5625,0.5775,0.5475,0.0,-0.445,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.49,-0.4,0.0,1,-1.0,0.0,-1.0,0.0,0.0,-0.02,0.02,0.0,2.4025,28.9695,21.142,21.328000000000003,625,1075,800,800,5,4,66,54,24,1.9321,6.2272,5.2959,4.0588,-9.39,-5.89,-7.56,107,93,68,25,21,20,3.86,3.14,2.64
3,1,-2,183.94799999999998,350.5384,669.6,662.544,1355,3176,3520,3384,29,56,98,92,154,344,376,440,11.5632,28.5204,40.9454,42.7956,16.6736,15.136,0.0,0.0,65.0,16,0,0,2.0,2,0,0,2,2,0,0,0.6698,0.5402,0.0,0.0,36.7666,62.169,78.204,40.128,124,192,126,42,6,10,14,6,24,44,26,6,2.1590000000000003,4.0502,3.6858,1.665,11.8336,7.568,0.0,0.0,64.0,8.0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5329,0.2701,0.0,0.0,9.2416,7.752000000000001,7.752000000000001,20.064,49,42,42.0,21.0,1,1.0,3.0,1,2.0,4.0,3.0,0.5625,0.5775,0.5775,0.8325,1.24,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.49,0.49,2.52,1,1.0,18.0,-1.0,-3.0,0.0,-0.02,-0.02,1.14,3.5344,35.7952,27.448,19.176,729,1188,702,648,6,4,72,60,96,1.5876,5.6196,4.8132,3.8808,-7.76,-3.32,-2.68,118,136,84,24,26,8,3.1,3.74,1.96
2,6,-8,160.0477,238.5504,438.4968,583.712,1477,3176,4060,4528,17,32,50,68,82,200,256,248,10.8169,23.6472,33.577,41.8628,23.6672,23.6672,0.0,0.0,128.0,128,0,0,2.0,2,0,0,2,2,0,0,1.0658,1.0658,0.0,0.0,27.5777,33.048,20.9152,0.0,149,180,112,0,3,4,2,0,6,8,2,0,1.6883,2.2792,1.095,0.0,11.8336,11.8336,0.0,0.0,64.0,64.0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5329,0.5329,0.0,0.0,9.2416,7.752000000000001,10.4576,0.0,49,42,56.0,0.0,1,1.0,0.0,1,2.0,1.0,0.0,0.5625,0.5775,0.5475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,-0.4,0.0,1,-1.0,0.0,-1.0,0.0,0.0,-0.02,0.02,0.0,2.4025,29.511999999999997,26.474,21.328000000000003,625,1100,1000,800,6,4,72,60,24,1.9321,6.1994,6.3106,4.0588,-9.74,-7.78,-7.56,106,110,68,24,26,20,3.88,3.8,2.64
2,2,0,131.4841,245.61599999999999,494.92800000000005,908.16,1021,2592,2532,960,19,36,66,120,102,288,426,360,6.7723,18.6588,29.973000000000003,32.412,21.5136,30.272,9.68,0.0,66.0,32,2,0,3.0,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0.0,21.5136,30.272,9.68,0.0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0.0,11.8336,15.136,0.0,0.0,64.0,16.0,0,0.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.5329,0.5402,0.0,0.0,11.8336,15.136,0.0,0.0,64,16,0.0,0.0,2,0.0,0.0,4,4.0,0.0,0.0,0.5329,0.5402,0.0,0.0,2.48,0.0,0.0,14.0,0.0,0.0,2.0,0.0,0.0,0.72,0.0,0.0,2.48,0.0,0.0,14,0.0,0.0,2.0,0.0,0.0,0.72,0.0,0.0,2.4025,31.991999999999997,40.92,0.0,625,1200,300,0,12,0,108,72,0,1.9321,6.0882,6.1716,0.0,-11.34,-7.8,0.0,102,288,0,18,60,0,3.96,12.24,0.0
2,6,-8,144.5945,236.4288,469.464,894.8480000000001,1241,2896,3674,2900,17,32,62,100,94,256,340,256,8.1417,19.8808,32.2118,37.8444,23.7616,40.128,29.04,0.0,52.0,42,6,0,4.0,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0.0,23.6672,23.6672,0.0,0.0,128,128,0,0,2,2,0,0,2,2,0,0,1.0658,1.0658,0.0,0.0,9.2416,20.064,0.0,0.0,49.0,21.0,0,0.0,3.0,0.0,0.0,9.0,9.0,0.0,0.0,0.5625,0.8325,0.0,0.0,11.8336,11.8336,0.0,0.0,64,64,0.0,0.0,1,0.0,0.0,1,1.0,0.0,0.0,0.5329,0.5329,0.0,0.0,2.52,0.0,0.0,18.0,0.0,0.0,6.0,0.0,0.0,1.14,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4025,30.752,41.788000000000004,0.0,625,1150,950,0,10,0,96,60,0,1.9321,6.1438,7.1446,0.0,-10.54,-11.46,0.0,104,212,0,20,50,0,3.92,8.76,0.0
2,5,-8,145.5409,247.5392,484.5616,894.8480000000001,1292,2988,3750,2900,17,32,62,100,94,256,340,256,7.7721,18.6432,30.7726,37.8444,23.7616,40.128,29.04,0.0,52.0,42,6,0,4.0,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0.0,23.6672,23.6672,0.0,0.0,128,128,0,0,2,2,0,0,2,2,0,0,1.0658,1.0658,0.0,0.0,9.2416,20.064,0.0,0.0,49.0,21.0,0,0.0,3.0,0.0,0.0,9.0,9.0,0.0,0.0,0.5625,0.8325,0.0,0.0,11.8336,11.8336,0.0,0.0,64,64,0.0,0.0,1,0.0,0.0,1,1.0,0.0,0.0,0.5329,0.5329,0.0,0.0,2.52,0.0,0.0,18.0,0.0,0.0,6.0,0.0,0.0,1.14,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3489,36.3072,49.3368,0.0,676,1196,988,0,10,0,96,60,0,1.5625,5.525,6.425,0.0,-8.86,-8.66,0.0,110,222,0,20,50,0,3.08,7.36,0.0
2,2,0,141.608,292.6464,569.76,1119.36,1069,2608,2504,1176,23,44,90,160,134,384,622,584,7.0938,20.06,35.3274,43.9856,21.5136,30.272,9.68,0.0,66.0,32,2,0,3.0,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0.0,23.7616,40.128,29.04,0.0,52,42,6,0,4,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0.0,11.8336,15.136,0.0,0.0,64.0,16.0,0,0.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.5329,0.5402,0.0,0.0,9.2416,20.064,0.0,0.0,49,21,0.0,0.0,3,0.0,0.0,9,9.0,0.0,0.0,0.5625,0.8325,0.0,0.0,2.48,0.0,0.0,14.0,0.0,0.0,2.0,0.0,0.0,0.72,0.0,0.0,2.52,0.0,0.0,18,0.0,0.0,6.0,0.0,0.0,1.14,0.0,0.0,3.5344,35.7952,66.176,0.0,729,1188,432,0,16,0,132,96,0,1.5876,5.6196,7.4592,0.0,-7.76,-5.12,0.0,118,416,0,14,80,0,3.1,14.24,0.0
2,1,0,299.5875,641.2086,1108.131,1823.021,1986,5232,7538,7680,50,104,180,292,284,774,1240,1580,20.0032,53.3198,89.12899999999999,120.8886,105.38875,229.3005,343.1995,425.3475,573.0,1040,1477,1578,18.5,38,58,75,96,238,334,363,7.58175,18.1491,26.031999999999996,29.8911,21.5136,30.272,9.68,0.0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0.0,5.72625,14.05275,16.7535,31.2075,240.5,151.0,270,315.0,2.5,3.0,6.0,6.5,15.5,27.0,36.0,1.082,1.6017,2.4486,3.6252,11.8336,15.136,0.0,0.0,64,16,0.0,0.0,2,0.0,0.0,4,4.0,0.0,0.0,0.5329,0.5402,0.0,0.0,-0.16,-1.08,-1.11,28.5,27.0,69.0,1.0,0.0,6.0,1.085,0.87,2.94,2.48,0.0,0.0,14,0.0,0.0,2.0,0.0,0.0,0.72,0.0,0.0,2.7556,30.7598,49.218999999999994,25.398000000000003,576,1512,672,864,13,6,114,114,108,1.6129,6.35,7.6327,5.8674,-8.57,-8.07,-5.34,81,284,108,17,59,18,2.62,10.5,3.0
3,5,-4,168.4848,269.497,703.6142,564.317,1307,3208,3684,2950,22,44,82,80,126,294,362,378,10.319,26.0176,38.5234,37.02,51.36035,100.6485,138.872,118.43700000000001,179.0,354,353,201,8.5,16,23,20,39,85,89,59,3.18525,6.9762,8.2037,5.9776,15.8404,0.0,0.0,0.0,81,0,0,0,1,0,0,0,0,0,0,0,0.5041,0.0,0.0,0.0,9.2416,11.628,18.316,20.596,49.0,63.0,70,38.5,1.5,2.5,3.0,2.5,7.0,10.0,6.5,0.5625,0.86625,1.14375,0.9825,15.8404,0.0,0.0,0.0,81,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.5041,0.0,0.0,0.0,0.735,1.575,2.345,1.5,7.5,15.5,-1.5,-1.5,0.5,-0.03,0.35,0.94,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4025,34.1,11.8575,18.6775,625,1250,450,500,3,5,54,48,72,1.9321,6.0326,3.2109,4.2395,-12.7,-3.0,-4.3,100,57,105,27,10,18,4.0,1.86,3.9
2,5,-2,812.7941,1804.7832,3047.5652,4516.008,4390,12120,20574,29184,139,300,510,768,810,2160,3498,4968,57.9679,153.3044,256.7938,370.3368,15.8404,0.0,0.0,0.0,81.0,0,0,0,1.0,0,0,0,0,0,0,0,0.5041,0.0,0.0,0.0,194.4411,435.897,676.7189999999999,850.695,888,2016,2952,3156,34,72,114,150,186,468,666,726,13.8493,34.7886,51.7902,59.7822,15.8404,0.0,0.0,0.0,81.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5041,0.0,0.0,0.0,4.7961,16.7535,33.507,62.415,225,270,540.0,630.0,3,6.0,12.0,9,27.0,54.0,72.0,1.1236,2.4486,4.8972,7.2504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.08,-2.16,-2.22,27,54.0,138.0,0.0,0.0,12.0,0.87,1.74,5.88,3.3489,30.5976,55.998000000000005,111.99600000000001,676,2028,1872,3744,12,24,108,216,432,1.5625,7.075,11.55,23.1,-5.74,-8.64,-17.28,78,240,480,18,36,72,1.84,5.76,11.52
3,4,0,340.1052,741.4068,1316.476,1785.5320000000002,1760,4464,6922,8988,57,120,206,284,326,840,1288,1728,22.7769,59.1392,94.691,129.3172,36.7666,62.169,78.204,40.128,124.0,192,126,42,6.0,10,14,6,24,44,26,6,2.1590000000000003,4.0502,3.6858,1.665,65.9541,139.128,199.54,196.74599999999998,234,516,580,360,11,22,32,34,54,126,152,112,4.2115,9.9022,12.7216,10.2902,9.2416,7.752000000000001,7.752000000000001,20.064,49.0,42.0,42,21.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,0.5625,0.5775,0.5775,0.8325,9.2416,15.504000000000001,28.88,21.128,49,84,98.0,56.0,2,4.0,3.0,4,12.0,16.0,10.0,0.5625,1.155,1.71,1.1325,0.49,0.49,2.52,1.0,1.0,18.0,-1.0,-3.0,0.0,-0.02,-0.02,1.14,0.98,2.66,2.17,2,14.0,13.0,-2.0,0.0,1.0,-0.04,0.72,0.74,2.7556,30.2784,42.33,71.546,576,1008,1440,1632,10,18,96,168,240,1.6129,5.715,9.779,13.5382,-8.28,-8.9,-13.22,102,180,364,20,32,68,3.12,5.0,12.2
3,2,-4,125.4822,209.0368,481.06,507.376,1040,2608,2756,1472,17,32,54,68,86,208,260,248,7.0913,17.8136,26.3662,25.8052,28.0161,39.984,39.952,0.0,102.0,120,34,0,4.0,6,6,0,12,18,6,0,1.3996,2.2638,1.3542,0.0,16.6736,15.136,0.0,0.0,65,16,0,0,2,2,0,0,2,2,0,0,0.6698,0.5402,0.0,0.0,11.8336,8.772,15.136,0.0,64.0,48.0,16,0.0,1.0,2.0,0.0,1.0,3.0,2.0,0.0,0.5329,0.5621,0.5402,0.0,11.8336,7.568,0.0,0.0,64,8,0.0,0.0,1,0.0,0.0,1,1.0,0.0,0.0,0.5329,0.2701,0.0,0.0,0.89,2.48,0.0,2.0,14.0,0.0,-2.0,0.0,0.0,-0.04,0.72,0.0,1.24,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,2.7556,34.2624,23.074,14.607999999999999,576,1152,384,96,6,4,72,60,24,1.6129,5.5626,3.8354,1.8796,-10.68,-3.94,-2.16,96,128,92,24,26,20,3.24,4.6,3.6
3,5,-8,130.876,211.21599999999998,401.5048,713.5936,1757,4096,5276,3968,15,28,50,80,78,208,262,184,8.4792,19.7816,32.0248,36.3656,16.3364,22.704,9.68,0.0,258.0,64,2,0,3.0,4,2,0,6,8,2,0,1.3142,1.5096,0.2738,0.0,23.6672,23.6672,0.0,0.0,128,128,0,0,2,2,0,0,2,2,0,0,1.0658,1.0658,0.0,0.0,6.6564,11.352,0.0,0.0,256.0,32.0,0,0.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0404,0.7548,0.0,0.0,11.8336,11.8336,0.0,0.0,64,64,0.0,0.0,1,0.0,0.0,1,1.0,0.0,0.0,0.5329,0.5329,0.0,0.0,0.76,0.0,0.0,30.0,0.0,0.0,2.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5344,35.5696,42.4128,0.0,729,1728,972,0,8,0,84,48,0,1.5876,6.2496,5.544,0.0,-7.64,-7.52,0.0,98,180,0,22,40,0,2.6,5.68,0.0
3,1,-1,95.2717,176.7632,350.3836,614.504,4798,7474,13974,2558,18,34,66,110,100,276,382,302,10.1476,24.695999999999998,46.9798,44.2742,13.19585,14.454,14.52,0.0,1518.5,45,3,0,2.5,3,3,0,6,9,3,0,1.6516,1.1766,0.4107,0.0,16.3364,22.704,9.68,0.0,258,64,2,0,3,4,2,0,6,8,2,0,1.3142,1.5096,0.2738,0.0,5.93585,7.227,0.0,0.0,1517.0,22.5,0,0.0,1.5,0.0,0.0,4.5,4.5,0.0,0.0,1.44625,0.5883,0.0,0.0,6.6564,11.352,0.0,0.0,256,32,0.0,0.0,2,0.0,0.0,4,4.0,0.0,0.0,1.0404,0.7548,0.0,0.0,-0.015,0.0,0.0,21.0,0.0,0.0,3.0,0.0,0.0,1.035,0.0,0.0,0.76,0.0,0.0,30,0.0,0.0,2.0,0.0,0.0,1.3,0.0,0.0,3.5344,28.5196,45.496,0.0,729,3564,297,0,11,0,102,66,0,1.5876,8.1522,5.1282,0.0,-3.89,-3.52,0.0,30,286,0,19,55,0,1.09,9.79,0.0
3,4,-2,239.4433,473.356,863.9808,1004.5980000000001,1434,3476,4736,5504,38,76,132,144,208,490,624,776,15.5262,38.548,57.7788,70.5048,44.81065,81.3976,99.77,98.37299999999999,181.0,322,290,180,6.5,12,16,17,28,64,76,56,2.63865,5.484,6.3608,5.1451,36.7666,62.169,78.204,40.128,124,192,126,42,6,10,14,6,24,44,26,6,2.1590000000000003,4.0502,3.6858,1.665,10.5376,13.6688,14.44,10.564,56.5,74.0,49,28.0,1.5,2.0,1.5,2.5,6.5,8.0,5.0,0.5477,0.84395,0.855,0.56625,9.2416,7.752000000000001,7.752000000000001,20.064,49,42,42.0,21.0,1,1.0,3.0,1,2.0,4.0,3.0,0.5625,0.5775,0.5775,0.8325,0.49,1.33,1.085,1.0,7.0,6.5,-1.0,0.0,0.5,-0.02,0.36,0.37,0.49,0.49,2.52,1,1.0,18.0,-1.0,-3.0,0.0,-0.02,-0.02,1.14,2.7556,30.9424,31.1084,32.702,576,1032,1056,912,7,8,78,90,144,1.6129,5.6896,6.7945,6.8072,-8.68,-7.12,-6.42,101,124,154,23,27,24,3.14,3.54,4.8
